Nombre;Dirección;Municipio;Código_Postal;Provincia;Teléfono;Categoria
VERDAGUER                 ;C/ CREU D'EN MUNTANER, S/N                                            ;Sant Joan Despí                         ;8970           ;BARCELONA      ;933735653      ;ABS
LES PLANES                ;AV. DE BARCELONA, Nº 62                                               ;Sant Joan Despí                         ;8970           ;BARCELONA      ;934775151      ;ABS
SANT JUST DESVERN         ;AV. DE LA INDÚSTRIA, S/N                                              ;Sant Just Desvern                       ;8960           ;BARCELONA      ;934700689      ;ABS
SANT QUIRZE DEL VALLÈS    ;AV. EGARA, S/N                                                        ;Sant Quirze del Vallès                  ;8192           ;BARCELONA      ;937214180      ;ABS
TORRELAVIT                ;C/ MOLÍ, Nº 29                                                        ;Torrelavit                              ;8775           ;BARCELONA      ;938995977      ;ABS
MEDIONA                   ;C/ DOCTOR TRUETA, Nº 10                                               ;Mediona                                 ;8773           ;BARCELONA      ;938985302      ;ABS
SANT SADURNÍ D'ANOIA      ;AV. GELIDA, S/N                                                       ;Sant Sadurní d'Anoia                    ;8770           ;BARCELONA      ;938183052      ;ABS
SANT QUINTÍ DE MEDIONA    ;C/ JOAN AMADES, Nº 6                                                  ;Sant Quintí de Mediona                  ;8777           ;BARCELONA      ;938998230      ;ABS
CABRERA D'IGUALADA        ;C/ CANALETES, Nº 1                                                    ;Cabrera d'Anoia                         ;8785           ;BARCELONA      ;937749242      ;ABS
SANT PERE DE RIUDEBITLLES ;RAMBLA SANT JORDI, Nº 1                                               ;Sant Pere de Riudebitl                  ;8776           ;BARCELONA      ;938997015      ;ABS
TORRELLES DE LLOBREGAT    ;PL. DOCTOR GONZÁLEZ, Nº 1                                             ;Torrelles de Llobregat                  ;8629           ;BARCELONA      ;936892613      ;ABS
VILA VELLA                ;CTRA. DE SANT BOI, S/N                                                ;Sant Vicenç dels Horts                  ;8620           ;BARCELONA      ;936724569      ;ABS
EL SERRAL DE SANT VIÇENS D;CTRA. DE SANT BOI, Nº 59 - 61                                         ;Sant Vicenç dels Horts                  ;8620           ;BARCELONA      ;936724859      ;ABS
DOCTOR VILASECA (CAN MARIN;C/ SANT CARLES, Nº 79                                                 ;Santa Coloma de Gramen                  ;8921           ;BARCELONA      ;934628600      ;ABS
LLATÍ                     ;C/ PERÚ, Nº 60-62                                                     ;Santa Coloma de Gramen                  ;8921           ;BARCELONA      ;934685190      ;ABS
SINGUERLÍN                ;C/ SANTIAGO RUSIÑOL, Nº 64-68                                         ;Santa Coloma de Gramen                  ;8924           ;BARCELONA      ;934685800      ;ABS
SANTA COLOMA DE GRAMENET  ;C/ MAJOR, Nº 49-53                                                    ;Santa Coloma de Gramen                  ;8921           ;BARCELONA      ;934662096      ;ABS
SANTA ROSA                ;C/ ELCANO, S/N                                                        ;Santa Coloma de Gramen                  ;8923           ;BARCELONA      ;934665730      ;ABS
EL FONDO                  ;C/ MN. J. VERDAGUER, Nº 118                                           ;Santa Coloma de Gramen                  ;8923           ;BARCELONA      ;934681564      ;ABS
LA FLORIDA                ;PASSEIG DE LA FLORIDA Nº 43                                           ;Santa Perpètua de Mogo                  ;8130           ;BARCELONA      ;935747063      ;ABS
SANTA PERPÈTUA DE MOGODA  ;AV. DE MN. JACINTO VERDAGUER, Nº 11                                   ;Santa Perpètua de Mogo                  ;8130           ;BARCELONA      ;935600991      ;ABS
SITGES                    ;CAMÍ DELS CAPELLANS, S/N                                              ;Sitges                                  ;8870           ;BARCELONA      ;938947578      ;ABS
SANT LLÀTZER              ;CARRER DE LA RIBA, Nº 62                                              ;Terrassa                                ;8221           ;BARCELONA      ;937310137      ;ABS
TERRASSA EST              ;C/ CIUTAD REAL, Nº 31                                                 ;Terrassa                                ;8227           ;BARCELONA      ;937848283      ;ABS
ANTONI CREUS - CAN PARELLA;C/ ITALIA, Nº 5                                                       ;Terrassa                                ;8228           ;BARCELONA      ;937360020      ;ABS
ULLASTRELL                ;CTRA. DE TERRASSA, S/N                                                ;Ullastrell                              ;8231           ;BARCELONA      ;937304448      ;ABS
VILLADECAVALLS            ;C/ SANT JOAN, S/N                                                     ;Viladecavalls                           ;8232           ;BARCELONA      ;937333378      ;ABS
TERRASSA OEST             ;AV. ÀNGEL SALLENT, Nº 171                                             ;Terrassa                                ;8224           ;BARCELONA      ;937455200      ;ABS
CAN TRIAS-ERNEST LLUC DE V;C/ PINTOR CASAS, S/N                                                  ;Terrassa                                ;8232           ;BARCELONA      ;937333378      ;ABS
RAMBLA DE TERRASSA        ;C/ RAMBLA D'EGARA, Nº 386-388                                         ;Terrassa                                ;8221           ;BARCELONA      ;937365900      ;ABS
MATADEPERA                ;PL. DE L'ADJUNTAMENT, Nº 2                                            ;Matadepera                              ;8230           ;BARCELONA      ;937871055      ;ABS
TERRASSA NORD             ;C/ 25 DE SEPTEMBRE, Nº 26                                             ;Terrassa                                ;8226           ;BARCELONA      ;937317700      ;ABS
TERRASSA SUD -CAN JOFRESA-;AV. SANTA EULALIA, S/N                                                ;Terrassa                                ;8223           ;BARCELONA      ;937855161      ;ABS
LLIÇÀ DE VALL             ;C/ CERDANYA, Nº 39                                                    ;Lliçà de Vall                           ;8185           ;BARCELONA      ;938445630      ;ABS
SANTA EULÀLIA DE RONÇANA  ;C/ CAMÍ DE CAN TORRES, S/N                                            ;Santa Eulàlia de Ronça                  ;8187           ;BARCELONA      ;938449537      ;ABS
PALAUDÀRIES               ;C/ SEGRE Nº 61 - 63                                                   ;Lliçà d'Amunt                           ;8186           ;BARCELONA      ;938640090      ;ABS
LA CRUÏLLA                ;CTRA DE GRANOLLERS A CALDES, Km 7,5                                   ;Lliçà d'Amunt                           ;8186           ;BARCELONA      ;938415250      ;ABS
BIGUES I RIELLS           ;C/ PRAT DE LA RIBA, Nº 54                                             ;Bigues i Riells                         ;8415           ;BARCELONA      ;938659036      ;ABS
VALLIRANA                 ;C/ JOAN CAPRI, Nº 7                                                   ;Vallirana                               ;8759           ;BARCELONA      ;936833938      ;ABS
CERVELLÓ                  ;C/ ANSELM CLAVÉ, S/N                                                  ;Cervelló                                ;8758           ;BARCELONA      ;936841466      ;ABS
SANT CLIMENT DE LLOBREGAT ;PL. DE LA VILA, S/N                                                   ;Sant Climent de Llobre                  ;8849           ;BARCELONA      ;936371112      ;ABS
MAS FONT                  ;PTGE. MARINA, Nº 2-4                                                  ;Viladecans                              ;8840           ;BARCELONA      ;936472177      ;ABS
MARÍA BERNADES            ;AV. VERGE DE MONTSERRAT, Nº 124-126                                   ;Viladecans                              ;8840           ;BARCELONA      ;936474155      ;ABS
ALT PENEDÈS               ;PL. DEL PENEDÈS, Nº 1                                                 ;Vilafranca del Penedès                  ;8720           ;BARCELONA      ;938915402      ;ABS
SANT MARÇAL               ;C/ MUNTANYA, Nº 7                                                     ;Castellet i la Gornal                   ;8732           ;BARCELONA      ;               ;ABS
LES MASUQUES              ;C/ MAJOR, Nº 20                                                       ;Castellet i la Gornal                   ;8729           ;BARCELONA      ;               ;ABS
TORRELLETES               ;C/ SANTA MAGDALENA, Nº 20                                             ;Castellet i la Gornal                   ;8729           ;BARCELONA      ;               ;ABS
SANT JOAN                 ;C/ JARDÍ, Nº 106                                                      ;Vilanova i la Geltrú                    ;8800           ;BARCELONA      ;936571738      ;ABS
JAUME I                   ;C/ MANUEL MARQUÈS, S/N                                                ;Vilanova i la Geltrú                    ;8800           ;BARCELONA      ;938932200      ;ABS
BAIX  A MAR               ;PL. DELS BOLERANYS, Nº 5                                              ;Vilanova i la Geltrú                    ;8800           ;BARCELONA      ;938103003      ;ABS
CABRILS                   ;C/ DE CAL BATALLÓ, S/N                                                ;Cabrils                                 ;8348           ;BARCELONA      ;937507410      ;ABS
VILASSAR DE DALT          ;PL. DE LA VILA, Nº 8                                                  ;Vilassar de Dalt                        ;8339           ;BARCELONA      ;937508864      ;ABS
CABRERA DE MAR            ;PL. CAN PAU FERRER, Nº 1                                              ;Cabrera de Mar                          ;8349           ;BARCELONA      ;937540442      ;ABS
PLA DE L'AVELLÀ           ;RAMBLA DELS VINYALS, Nº  20                                           ;Cabrera de Mar                          ;8349           ;BARCELONA      ;937597836      ;ABS
DR. GUILLERMO MASRIERA I G;C/ SANTA MARIA, Nº 59-79                                              ;Vilassar de Mar                         ;8340           ;BARCELONA      ;937540642      ;ABS
EL MONTMELL               ;C/ ORIENT, S/N (PARATGE DE LA SORT)                                   ;Montmell, El                            ;43718          ;TARRAGONA      ;977689210      ;ABS
RODONYÀ                   ;C/ DIPUTACIÓ, Nº 4                                                    ;Rodonyà                                 ;43812          ;TARRAGONA      ;977628274      ;ABS
SANTES CREUS              ;C/ FONT DEL CAMP, Nº 1                                                ;Aiguamúrcia                             ;43815          ;TARRAGONA      ;977638310      ;ABS
RENAU                     ;C/ PERALTA, Nº 2                                                      ;Renau                                   ;43886          ;TARRAGONA      ;977620532      ;ABS
PUIGPELAT                 ;CTRA. VILABELLA, S/N                                                  ;Puigpelat                               ;43812          ;TARRAGONA      ;977602240      ;ABS
PONT D'ARMENTERA (EL)     ;C/ ORQUESTRA GALANS, Nº 1                                             ;Pont d'Armentera, El                    ;43817          ;TARRAGONA      ;977638200      ;ABS
EL PLA DE SANTA MARIA     ;PASEO DEL PLA, Nº 2                                                   ;Pla de Santa Maria, El                  ;43810          ;TARRAGONA      ;977631269      ;ABS
NULLES                    ;CAMPS I LA SÈQUIA, S/N                                                ;Nulles                                  ;43887          ;TARRAGONA      ;977612394      ;ABS
CABRA DEL CAMP            ;C/ RAVAL DE LA CREU, Nº 9                                             ;Cabra del Camp                          ;43811          ;TARRAGONA      ;977631292      ;ABS
BRÀFIM                    ;C/ PAU CASALS, S/N                                                    ;Bràfim                                  ;43812          ;TARRAGONA      ;977620105      ;ABS
VILA-RODONA               ;C/ DE LES ESCOLES, Nº 6                                               ;Vila-rodona                             ;43814          ;TARRAGONA      ;977638710      ;ABS
VILABELLA                 ;SANT ANTONI, Nº 2                                                     ;Vilabella                               ;43886          ;TARRAGONA      ;977620347      ;ABS
MONTFERRI                 ;C/ MAJOR, Nº 40                                                       ;Montferri                               ;43812          ;TARRAGONA      ;977620478      ;ABS
MASLLORENÇ                ;C/ SANT MIQUEL, Nº 25                                                 ;Masllorenç                              ;43718          ;TARRAGONA      ;977628298      ;ABS
FIGUEROLA DEL CAMP        ;C/ ONZE DE SETEMBRE, S/N                                              ;Figuerola del Camp                      ;43811          ;TARRAGONA      ;977631288      ;ABS
ALIÓ                      ;C/ JAUME I, Nº 7                                                      ;Alió                                    ;43813          ;TARRAGONA      ;977603859      ;ABS
QUEROL                    ;C/ ANDORRA, Nº 11                                                     ;Querol                                  ;43816          ;TARRAGONA      ;977638288      ;ABS
LES POBLES                ;C/ SANT JORDI, Nº 30                                                  ;Mont-roig del Camp                      ;43815          ;TARRAGONA      ;977638394      ;ABS
ALCOVER                   ;C/ FONTS DEL GLORIETA, S/N                                            ;Alcover                                 ;43460          ;TARRAGONA      ;977760690      ;ABS
MONT-RAL                  ;C/ MAJOR, Nº 4                                                        ;Mont-ral                                ;43364          ;TARRAGONA      ;977760149      ;ABS
VILAVERD                  ;PL. BÀSCULA, S/N                                                      ;Vilaverd                                ;43490          ;TARRAGONA      ;977876070      ;ABS
LA RIBA                   ;C/ ERA CIURANA, S/N                                                   ;Riba, La                                ;43450          ;TARRAGONA      ;977876362      ;ABS
EL MILÀ                   ;LES PARCELES, Nº 1                                                    ;Milà, El                                ;43143          ;TARRAGONA      ;977637397      ;ABS
LLORENÇ DEL PENEDÈS       ;C/ RAMBLA MARINADA, Nº 19                                             ;Llorenç del Penedès                     ;43712          ;TARRAGONA      ;977677514      ;ABS
L'ARBOÇ                   ;AVDA. CATALUNYA, S/N                                                  ;Arboç, L'                               ;43720          ;TARRAGONA      ;977671588      ;ABS
SANT JAUME DELS DOMENYS   ;C/ GERMANOR, Nº 12                                                    ;Sant Jaume dels Domeny                  ;43713          ;TARRAGONA      ;977678816      ;ABS
BANYERES DEL PENEDÈS      ;C/ MESTRE GÜELL, Nº 2                                                 ;Banyeres del Penedès                    ;43711          ;TARRAGONA      ;977671712      ;ABS
SEGUR DE CALAFELL         ;C/ JOAN MARAGALL, S/N                                                 ;Calafell                                ;43822          ;TARRAGONA      ;977164408      ;ABS
CALAFELL                  ;AVDA. VILARENC, Nº 8                                                  ;Calafell                                ;43820          ;TARRAGONA      ;977691418      ;ABS
LLEUGER GIMBERNAT         ;PL. DE L'AJUNTAMENT, Nº 4                                             ;Cambrils                                ;43850          ;TARRAGONA      ;977363074      ;ABS
CONSTANTÍ                 ;C/ DELS HORTS, Nº 6                                                   ;Constantí                               ;43120          ;TARRAGONA      ;977524109      ;ABS
LA FEBRÓ                  ;C/ DE LA FONT, Nº 1                                                   ;Febró, La                               ;43364          ;TARRAGONA      ;977868333      ;ABS
LA MORERA DE MONTSANT     ;C/ MAJOR, Nº 4                                                        ;Morera de Montsant, La                  ;43361          ;TARRAGONA      ;977054040      ;ABS
ESCALA-DEI                ;CAMÍ DE LA CARTOIXA, S/N                                              ;Morera de Montsant, La                  ;43379          ;TARRAGONA      ;977054040      ;ABS
POBOLEDA                  ;C/ RAVAL, Nº 4                                                        ;Poboleda                                ;43376          ;TARRAGONA      ;977827037      ;ABS
PRADES                    ;C/ NOU DEL PONT, Nº 1                                                 ;Prades                                  ;43364          ;TARRAGONA      ;977868415      ;ABS
CAPAFONTS                 ;C/ LES FONTS, Nº 7                                                    ;Capafonts                               ;43364          ;TARRAGONA      ;977868113      ;ABS
ULLDEMOLINS               ;C/ SANTA MAGDALENA, Nº 20                                             ;Ulldemolins                             ;43363          ;TARRAGONA      ;977561553      ;ABS
CORNUDELLA                ;C/ COMTE DE RIUS, Nº 2 BIS                                            ;Cornudella de Montsant                  ;43360          ;TARRAGONA      ;977821062      ;ABS
ELS GARIDELLS             ;AV. CATALUNYA, Nº 2                                                   ;Garidells, Els                          ;43153          ;TARRAGONA      ;977625230      ;ABS
L'ARGILAGA                ;C/ SANT ROC, S/N                                                      ;Secuita, La                             ;43765          ;TARRAGONA      ;977611217      ;ABS
LA SECUITA                ;C/ CATALUNYA, Nº 4                                                    ;Secuita, La                             ;43765          ;TARRAGONA      ;977611217      ;ABS
VISTABELLA                ;C/ ONZE DE SETEMBRE, S/N                                              ;Secuita, La                             ;43765          ;TARRAGONA      ;977611217      ;ABS
VILALLONGA DEL CAMP       ;PL. DE L'ESGLÉSIA, Nº 1                                               ;Vilallonga del Camp                     ;43141          ;TARRAGONA      ;977842328      ;ABS
PUIGDELFÍ                 ;C/ NOU, Nº 33                                                         ;Perafort                                ;43155          ;TARRAGONA      ;977610196      ;ABS
PERAFORT                  ;C/ CASTELLOT, Nº 2                                                    ;Perafort                                ;43152          ;TARRAGONA      ;977610196      ;ABS
LES GUNYOLES              ;PL. MAJOR, S/N                                                        ;Secuita, La                             ;43154          ;TARRAGONA      ;977611217      ;ABS
EL ROURELL                ;C/ CATALUNYA, Nº 51                                                   ;Rourell, El                             ;43142          ;TARRAGONA      ;977840502      ;ABS
EL MORELL                 ;AV. TARRAGONA, S/N                                                    ;Morell, El                              ;43760          ;TARRAGONA      ;977840656      ;ABS
LA BISBAL DEL PENEDÈS     ;C/ GIRONA, Nº 3                                                       ;Bisbal del Penedès, La                  ;43717          ;TARRAGONA      ;977688724      ;ABS
EL VENDRELL               ;C/ TRANSVERSAL, S/N                                                   ;Vendrell, El                            ;43700          ;TARRAGONA      ;977667703      ;ABS
LES PECES                 ;C/ LA PLAÇA, Nº 17                                                    ;Albinyana                               ;43718          ;TARRAGONA      ;977687698      ;ABS
ALBINYANA                 ;C/ TORRETA, Nº 19                                                     ;Albinyana                               ;43716          ;TARRAGONA      ;977687075      ;ABS
SANTA OLIVA               ;C/ MOSSEN ANTONI PARADIS, Nº 1                                        ;Santa Oliva                             ;43710          ;TARRAGONA      ;977679550      ;ABS
COMA-RUGA                 ;AV. GENERALITAT, S/N                                                  ;Vendrell, El                            ;43880          ;TARRAGONA      ;977683586      ;ABS
BELLVEI                   ;C/ MARTÍ I POL, Nº 1                                                  ;Bellvei                                 ;43719          ;TARRAGONA      ;977661918      ;ABS
ELS GUIAMETS              ;C/ ESGLÉSIA, Nº 2                                                     ;Guiamets, Els                           ;43777          ;TARRAGONA      ;977413058      ;ABS
MARÇÀ                     ;PL. ARENES, Nº 1                                                      ;Marçà                                   ;43775          ;TARRAGONA      ;977178186      ;ABS
Centre Sociosanitari Can T;CT EL MASNOU A ALELLA, .1                                             ;Alella                                  ;08328          ;BARCELONA      ;935551994      ;Hospital
Sant Joan de Déu Terres de;CT N-240, .111                                                        ;Almacelles                              ;25100          ;LLEIDA         ;973740010      ;Hospital
Residència Terraferma     ;CR Partida del Graó, S/N                                              ;Alpicat                                 ;25110          ;LLEIDA         ;973737455      ;Hospital
Centre Polivalent Can Fosc;CT DE LLERONA, S/N                                                    ;Ametlla del Vallès, L'                  ;08480          ;BARCELONA      ;938432786      ;Hospital
Hospital Comarcal d'Ampost;CR JACINT VERDAGUER, 11                                               ;Amposta                                 ;43870          ;TARRAGONA      ;977700050      ;Hospital
Unitat Polivalent en Salut;CR Amèrica, 15                                                        ;Amposta                                 ;43870          ;TARRAGONA      ;977338565      ;Hospital
Comunitat Terapèutica Aren;"CT Barri Orient  \""CAN ZARIQUIEY\                                     ";Arenys de Munt                          ;"26""            ";BARCELONA      ;08358          ;Hospital
ITA Maresme               ;CR Baró de Viver, 58                                                  ;Argentona                               ;08310          ;BARCELONA      ;937530062      ;Hospital
Institut Català d'Oncologi;CT CANYET, S/N                                                        ;Badalona                                ;08916          ;BARCELONA      ;934651200      ;Hospital
Institut Guttmann         ;CM CAN RUTI, S/N                                                      ;Badalona                                ;08916          ;BARCELONA      ;934977700      ;Hospital
Hospital Universitari Germ;CT CANYET, S/N                                                        ;Badalona                                ;08916          ;BARCELONA      ;934651200      ;Hospital
Hospital Municipal de Bada;VI AUGUSTA, 9                                                         ;Badalona                                ;08911          ;BARCELONA      ;934648300      ;Hospital
Centre Sociosanitari El Ca;CM SANT JERONI DE LA MURTRA, 60                                       ;Badalona                                ;08917          ;BARCELONA      ;935074710      ;Hospital
Hestia Balaguer           ;CR Gregori Gallego, 22-28                                             ;Balaguer                                ;25600          ;LLEIDA         ;973450304      ;Hospital
Clínica Salus Infirmorum  ;PS Mossèn Lluís Constans, 130                                         ;Banyoles                                ;17820          ;GIRONA         ;972570208      ;Hospital
Hospital Comarcal de Sant ;CT DE RIBES, S/N                                                      ;Berga                                   ;08600          ;BARCELONA      ;938243400      ;Hospital
Hospital Comarcal de Blane;CT Accés Cala Sant Francesc, 5                                        ;Blanes                                  ;17300          ;GIRONA         ;972353264      ;Hospital
Hospital de Sant Jaume    ;CR JAUME ARCELOS, 1                                                   ;Blanes                                  ;17300          ;GIRONA         ;972331550      ;Hospital
Residència Santa Susanna  ;CR FONT I BOET, 16                                                    ;Caldes de Montbui                       ;08140          ;BARCELONA      ;938654994      ;Hospital
Hospital Comarcal Sant Jau;CR SANT JAUME, 209-217                                                ;Calella                                 ;08370          ;BARCELONA      ;937690201      ;Hospital
Hospital de Campdevànol   ;CT DE GOMBREN, 20                                                     ;Campdevànol                             ;17530          ;GIRONA         ;972730028      ;Hospital
Centre Sociosanitari SARqu;CT Sant Joan Despí, 60                                                ;Cornellà de Llobregat                   ;08940          ;BARCELONA      ;934752690      ;Hospital
Hospital de Sant Joan de D;CR Sant Joan de Déu, 2                                                ;Esplugues de Llobregat                  ;08950          ;BARCELONA      ;932804000      ;Hospital
Centre Sociosanitari d'Esp;VI Augusta, 66-70                                                     ;Esplugues de Llobregat                  ;08950          ;BARCELONA      ;936406350      ;Hospital
Clínica Nostra Senyora de ;CR Francesc Moragas, 2                                                ;Esplugues de Llobregat                  ;08950          ;BARCELONA      ;934702970      ;Hospital
Clínica Diagonal          ;CR Sant Mateu, 24                                                     ;Esplugues de Llobregat                  ;08950          ;BARCELONA      ;932053213      ;Hospital
Centre Sociosanitari Berna;RD Rector Arolas, S/N                                                 ;Figueres                                ;17600          ;GIRONA         ;972501400      ;Hospital
Clínica Santa Creu        ;CR PERE III, 41                                                       ;Figueres                                ;17600          ;GIRONA         ;972503650      ;Hospital
Hospital de Figueres      ;RD RECTOR AROLAS, S/N                                                 ;Figueres                                ;17600          ;GIRONA         ;972501400      ;Hospital
Mútua de Granollers, Mútua;PL Pau Casals, s/n                                                    ;Granollers                              ;08402          ;BARCELONA      ;938708099      ;Hospital
Hospital General de Granol;AV FRANCESC RIBAS, 1                                                  ;Granollers                              ;08402          ;BARCELONA      ;938425000      ;Hospital
Benito Menni Complex Assis;CR FRANCESC RIBAS, 59                                                 ;Granollers                              ;08402          ;BARCELONA      ;938425035      ;Hospital
Prytanis Hospitalet Centre;CR Aprestadora, 43-45                                                 ;Hospitalet de Llobregat                 ;08902          ;BARCELONA      ;932988090      ;Hospital
Centre sociosanitari de L';AV JOSEP MOLINS, 41                                                   ;Hospitalet de Llobregat                 ;08906          ;BARCELONA      ;934407500      ;Hospital
Institut Català d'Oncologi;AV Gran Via, 203                                                      ;Hospitalet de Llobregat                 ;08908          ;BARCELONA      ;933357011      ;Hospital
Unitat Polivalent Benito M;CR Sant Rafael, 11                                                    ;Hospitalet de Llobregat                 ;08905          ;BARCELONA      ;936402400      ;Hospital
Hospital General de L'Hosp;AV JOSEP MOLINS, 29                                                   ;Hospitalet de Llobregat                 ;08906          ;BARCELONA      ;934407500      ;Hospital
Hospital Universitari de B;CR Feixa Llarga, s/n                                                  ;Hospitalet de Llobregat                 ;08907          ;BARCELONA      ;933357011      ;Hospital
Hestia Duran i Reynals    ;AV Gran  Via, 203                                                     ;Hospitalet de Llobregat                 ;08908          ;BARCELONA      ;934170400      ;Hospital
Hospital d'Igualada       ;AV Catalunya, 11                                                      ;Igualada                                ;08700          ;BARCELONA      ;938075500      ;Hospital
Fundació Sanitària Sant Jo;CR CARME VERDAGUER, 56                                                ;Igualada                                ;08700          ;BARCELONA      ;938032650      ;Hospital
Hospital Sociosanitari de ;CR VALL DE VENECIA, 59                                                ;Lloret de Mar                           ;17310          ;GIRONA         ;972364736      ;Hospital
Hospital de Sant Jaume    ;CT D'OLOT, 7                                                          ;Manlleu                                 ;08560          ;BARCELONA      ;938506565      ;Hospital
Clínica Sant Josep        ;CR CAPUTXINS, 16                                                      ;Manresa                                 ;08241          ;BARCELONA      ;938744050      ;Hospital
Hospital de Sant Joan de D;CR DOCTOR JOAN SOLER, 1-3                                             ;Manresa                                 ;08243          ;BARCELONA      ;938732550      ;Hospital
Hospital de Sant Andreu   ;CR REMEI DE DALT, 3                                                   ;Manresa                                 ;08241          ;BARCELONA      ;938743312      ;Hospital
Centre Hospitalari        ;AV BASES DE MANRESA, 6-8                                              ;Manresa                                 ;08242          ;BARCELONA      ;938732550      ;Hospital
Fundació Hospital Sant Joa;AV MANCOMUNITATS COMARCALS, 1                                         ;Martorell                               ;08760          ;BARCELONA      ;937742020      ;Hospital
Germanes Hospitalàries. Ho;AV Comte de LLobregat, 117                                            ;Martorell                               ;08760          ;BARCELONA      ;937752200      ;Hospital
Hestia Maresme            ;CR Lepant, 13-21                                                      ;Mataró                                  ;08301          ;BARCELONA      ;931165279      ;Hospital
Hospital de Mataró        ;CT CIRERA, S/N                                                        ;Mataró                                  ;08304          ;BARCELONA      ;937417700      ;Hospital
Antic Hospital de Sant Jau;CR HOSPITAL, 29-31                                                    ;Mataró                                  ;08301          ;BARCELONA      ;937582800      ;Hospital
CQM Clínic Maresme, SL    ;CR Lepant, 13-21                                                      ;Mataró                                  ;08301          ;BARCELONA      ;937556219      ;Hospital
Centre Mèdic Molins, SL   ;PS del Terraplè, 97                                                   ;Molins de Rei                           ;08750          ;BARCELONA      ;936680004      ;Hospital
Parc Sanitari Sant Joan de;CR Mossos d'Esquadra, 3                                               ;Mollet del Vallès                       ;08100          ;BARCELONA      ;935705289      ;Hospital
Hospital de Mollet        ;RD Pinetons, 6-8                                                      ;Mollet del Vallès                       ;08100          ;BARCELONA      ;935760300      ;Hospital
Hospital Sociosanitari de ;CR Sant Llorenç, 39-41                                                ;Mollet del Vallès                       ;08100          ;BARCELONA      ;935760300      ;Hospital
Hospital Comarcal Móra d'E;CR BENET MESSEGUER, S/N                                               ;Móra d'Ebre                             ;43740          ;TARRAGONA      ;977401863      ;Hospital
CASTELL D'OLIANA RESIDENCI;CT de Lleida a Puigcerdà, .89                                         ;Oliana                                  ;25790          ;LLEIDA         ;973463030      ;Hospital
Hospital d'Olot i Comarcal;AV Països Catalans, 86                                                ;Olot                                    ;17800          ;GIRONA         ;972261800      ;Hospital
Hospital de Palamós       ;CR HOSPITAL, 36                                                       ;Palamós                                 ;17230          ;GIRONA         ;972600160      ;Hospital
Centre Palamós Gent Gran  ;CR PROVENÇA, 36                                                       ;Palamós                                 ;17230          ;GIRONA         ;972600160      ;Hospital
Centre Sociosanitari de Pu;CM ANTIC DE LLÍVIA, S/N                                               ;Puigcerdà                               ;17520          ;GIRONA         ;972880150      ;Hospital
Hospital de Cerdanya / Hôp;CM d'Ur, 31                                                           ;Puigcerdà                               ;17520          ;GIRONA         ;972114090      ;Hospital
SAR MONT MARTí            ;CT CASSERRES (ABANS PO. LA SALA S/N), 1                               ;Puig-reig                               ;08692          ;BARCELONA      ;938290138      ;Hospital
Residència Puig-reig      ;CR LLOBREGAT, 75                                                      ;Puig-reig                               ;08692          ;BARCELONA      ;938380045      ;Hospital
Centre Sociosanitari Ciuta;CM DE TARRAGONA, 10                                                   ;Reus                                    ;43204          ;TARRAGONA      ;977300021      ;Hospital
Centre MQ Reus            ;CR ANTONI GAUDÍ, 26                                                   ;Reus                                    ;43203          ;TARRAGONA      ;977010800      ;Hospital
Villablanca Serveis Assist;PD BELLISENS, S/N                                                     ;Reus                                    ;43205          ;TARRAGONA      ;977390011      ;Hospital
Hospital Universitari de S;AV Josep Laporte, 2                                                   ;Reus                                    ;43204          ;TARRAGONA      ;977310300      ;Hospital
Institut Pere Mata, S.A.  ;CT DE L'INSTITUT PERE MATA, S/N                                       ;Reus                                    ;43206          ;TARRAGONA      ;977338565      ;Hospital
Serveis Sanitaris Centre P;CT Masnou a Granollers, ,13                                           ;Roca del Vallès, La                     ;08430          ;BARCELONA      ;932140100      ;Hospital
Clínica del Vallès        ;PS Rubió i Ors, 25-27                                                 ;Sabadell                                ;08203          ;BARCELONA      ;937283100      ;Hospital
Centre La Creueta         ;PL de les Vaques, s/n                                                 ;Sabadell                                ;08202          ;BARCELONA      ;937451164      ;Hospital
Hospital de Sabadell      ;PR Tauli, S/N                                                         ;Sabadell                                ;08208          ;BARCELONA      ;937231010      ;Hospital
Centre Sociosanitari i Res;AV PAU CASALS, 3                                                      ;Salou                                   ;43840          ;TARRAGONA      ;977774705      ;Hospital
Centre Sociosanitari Parc ;CR DR. CASTANY, S/N                                                   ;Salt                                    ;17190          ;GIRONA         ;972182512      ;Hospital
Hospital Santa Caterina   ;AV Doctor Castany (P. H. Martí i Julià), S/N                          ;Salt                                    ;17190          ;GIRONA         ;972182600      ;Hospital
Hospital Psiquiàtric      ;CR DOCTOR CASTANY, S/N                                                ;Salt                                    ;17190          ;GIRONA         ;972182512      ;Hospital
Residència L'Estada       ;CM DE LA MASIA, S/N                                                   ;Sant Andreu de Llavaner                 ;08392          ;BARCELONA      ;937926612      ;Hospital
Prytanis Sant Boi Centre S;CR Josep Torras i Bages, 55                                           ;Sant Boi de Llobregat                   ;08830          ;BARCELONA      ;936300931      ;Hospital
Parc Sanitari Sant Joan de;CR Dr. Antoni Pujadas, 42                                             ;Sant Boi de Llobregat                   ;08830          ;BARCELONA      ;936406350      ;Hospital
