Nombre;Dirección;Municipio;Código_Postal;Provincia;Teléfono;Categoria
Hospital Sociosanitari Mut;CR MARE DE DÉU DE LA SALUT, 49                                        ;Barcelona                               ;08024          ;BARCELONA      ;932133400      ;Hospital
Hospital Universitari Vall;PS Vall d'Hebron, 119-129                                             ;Barcelona                               ;08035          ;BARCELONA      ;934894524      ;Hospital
Hospital Plató            ;CR Plató, 21                                                          ;Barcelona                               ;08006          ;BARCELONA      ;933069900      ;Hospital
Centre Mèdic Sant Jordi de;PL Estació, 12                                                        ;Barcelona                               ;08030          ;BARCELONA      ;933451604      ;Hospital
Centre Mèdic Delfos       ;AV VALLCARCA, 151                                                     ;Barcelona                               ;08023          ;BARCELONA      ;932545000      ;Hospital
Hospital Quirón Salud Barc;PL Alfons Comín, 7-8                                                  ;Barcelona                               ;08023          ;BARCELONA      ;932850000      ;Hospital
Hospital Universitari de G;AV França, s/n                                                        ;Girona                                  ;17007          ;GIRONA         ;972940200      ;Hospital
Clínica Bofill            ;RD SANT ANTONI MARIA CLARET, 20                                       ;Girona                                  ;17002          ;GIRONA         ;972204350      ;Hospital
Clínica Girona            ;CR JOAN MARAGALL, 26                                                  ;Girona                                  ;17002          ;GIRONA         ;972204500      ;Hospital
Clínica Quirúrgica Onyar  ;CR Heroïnes de Santa Bàrbara, 6                                       ;Girona                                  ;17004          ;GIRONA         ;972204900      ;Hospital
Institut Català d'Oncologi;AV FRANÇA, S/N                                                        ;Girona                                  ;17007          ;GIRONA         ;972940200      ;Hospital
Residència de Gent Gran Pu;CR Antoni Vares i Martinell, 37                                       ;Girona                                  ;17007          ;GIRONA         ;972209250      ;Hospital
Residència Geriàtrica Mari;CR PORTAL NOU, 12                                                     ;Girona                                  ;17004          ;GIRONA         ;972205045      ;Hospital
Hospital Sociosanitari Mut;AV França, 64                                                         ;Girona                                  ;17007          ;GIRONA         ;972171819      ;Hospital
Reeixir                   ;CR Afores, s/n                                                        ;Juneda                                  ;25430          ;LLEIDA         ;973269543      ;Hospital
Clínica Perpétuo Socorro  ;CR BISBE MESSEGUER, 3                                                 ;Lleida                                  ;25003          ;LLEIDA         ;973266100      ;Hospital
Clínica Terres de Ponent  ;AV ENRIC PRAT DE LA RIBA, 79-81                                       ;Lleida                                  ;25004          ;LLEIDA         ;973232943      ;Hospital
Clínica Psiquiàtrica Bella;AV ROVIRA ROURE, 116                                                  ;Lleida                                  ;25198          ;LLEIDA         ;973231698      ;Hospital
Hospital Jaume Nadal Merol;CR Acadèmia, 41                                                       ;Lleida                                  ;25002          ;LLEIDA         ;973289333      ;Hospital
Hospital Universitari Arna;AV ALCALDE ROVIRA ROURE, 80                                           ;Lleida                                  ;25198          ;LLEIDA         ;973248100      ;Hospital
VITHAS Hospital Montserrat;CR BISBE TORRES, 13                                                   ;Lleida                                  ;25002          ;LLEIDA         ;973266300      ;Hospital
Hospital Santa Maria      ;AV ALCALDE ROVIRA ROURE, 44                                           ;Lleida                                  ;25198          ;LLEIDA         ;973727222      ;Hospital
Institut Trastorn Límit   ;CR Pedro i Pons, 1                                                    ;Sant Cugat del Vallès                   ;08195          ;BARCELONA      ;666301013      ;Hospital
Residència Santa Tecla Pon;CR Menorca, 26                                                        ;Tarragona                               ;43006          ;TARRAGONA      ;977540678      ;Hospital
Centre Sociosanitari Lleva;CR JOAN FUSTER ORTELLS, S/N                                           ;Tarragona                               ;43007          ;TARRAGONA      ;977239412      ;Hospital
Clínica Activa Mútua 2008 ;CR PIN I SOLER, 12                                                    ;Tarragona                               ;43002          ;TARRAGONA      ;977217900      ;Hospital
Hospital Viamed Monegal   ;CR López Peláez, 15-17                                                ;Tarragona                               ;43002          ;TARRAGONA      ;977225012      ;Hospital
Hospital de Sant Pau i San;RB Vella, 14                                                          ;Tarragona                               ;43003          ;TARRAGONA      ;977259900      ;Hospital
Hospital Sociosanitari Fra;CR Doctor Mallafre Guasch, S/N                                        ;Tarragona                               ;43005          ;TARRAGONA      ;977232714      ;Hospital
Hospital Universitari Joan;CR DOCTOR MALLAFRÉ GUASCH, 4                                          ;Tarragona                               ;43005          ;TARRAGONA      ;977295800      ;Hospital
EL MASROIG                ;AV. LLUÍS COMPANYS, Nº 2                                              ;Masroig, El                             ;43736          ;TARRAGONA      ;977825125      ;ABS
PRADELL DE LA TEIXETA     ;C/ DALT, Nº 19                                                        ;Pradell de la Teixeta                   ;43774          ;TARRAGONA      ;977828010      ;ABS
BELLMUNT DEL PRIORAT      ;PG. DEL PRIORAT, Nº 6                                                 ;Bellmunt del Priorat                    ;43738          ;TARRAGONA      ;977830201      ;ABS
CABACÉS                   ;C/ BEAT JOAN D'ORGANYÓ, Nº 2                                          ;Cabacés                                 ;43373          ;TARRAGONA      ;977839137      ;ABS
CAPÇANES                  ;C/ CARRASCLET, Nº 24                                                  ;Capçanes                                ;43776          ;TARRAGONA      ;977178182      ;ABS
FALSET                    ;C/ VILANOVA DE LES TORRES, Nº 1                                       ;Falset                                  ;43730          ;TARRAGONA      ;977831288      ;ABS
LA FIGUERA                ;C/ DE LA PLAÇA, Nº 12                                                 ;Figuera, La                             ;43736          ;TARRAGONA      ;977825177      ;ABS
GRATALLOPS                ;C/ DE DALT, Nº 11                                                     ;Gratallops                              ;43737          ;TARRAGONA      ;977839169      ;ABS
EL LLOAR                  ;PL. DE L'ESGLÉSIA, Nº 1                                               ;Lloar, El                               ;43737          ;TARRAGONA      ;977825054      ;ABS
LA VILELLA ALTA           ;PL. DE LES ERES, Nº 1                                                 ;Vilella Alta, La                        ;43375          ;TARRAGONA      ;977839424      ;ABS
LA VILELLA BAIXA          ;PL. DE L'ESGLÉSIA, Nº 2                                               ;Vilella Baixa, La                       ;43374          ;TARRAGONA      ;977839101      ;ABS
PORRERA                   ;PL. DE LA CONSITUCIÓ, Nº 9                                            ;Porrera                                 ;43739          ;TARRAGONA      ;977828038      ;ABS
LA TORRE DE FONTAUBELLA   ;C/ MAJOR, Nº 1                                                        ;Torre de Fontaubella,                   ;43774          ;TARRAGONA      ;977831722      ;ABS
TORROJA DEL PRIORAT       ;C/ MAJOR, Nº 50                                                       ;Torroja del Priorat                     ;43737          ;TARRAGONA      ;977839349      ;ABS
EL MOLAR                  ;C/ MAJOR, Nº 21                                                       ;Molar, El                               ;43736          ;TARRAGONA      ;977825179      ;ABS
ALMOSTER                  ;C/ EL FORN, Nº 15                                                     ;Almoster                                ;43393          ;TARRAGONA      ;977855646      ;ABS
LA SELVA DEL CAMP         ;C/ EL VILAR, Nº 2                                                     ;Selva del Camp, La                      ;43470          ;TARRAGONA      ;977845717      ;ABS
ARBOLÍ                    ;C/ MAJOR, Nº 20                                                       ;Arbolí                                  ;43365          ;TARRAGONA      ;977816014      ;ABS
VILAPLANA                 ;C/ NOSTRA SENYORA DE MONTSERRAT, Nº 2                                 ;Vilaplana                               ;43380          ;TARRAGONA      ;977815139      ;ABS
ALFORJA                   ;C/ DE LA FONT, Nº 58-60                                               ;Alforja                                 ;43365          ;TARRAGONA      ;977816367      ;ABS
RIUDECOLS                 ;C/ LA PARRA, Nº 2                                                     ;Riudecols                               ;43390          ;TARRAGONA      ;977560355      ;ABS
L'ALEIXAR                 ;C/ JOAQUIM MIR, Nº 30                                                 ;Aleixar, L'                             ;43381          ;TARRAGONA      ;977815106      ;ABS
MASPUJOLS                 ;C/ DE LA BOTIGA, Nº 1                                                 ;Maspujols                               ;43382          ;TARRAGONA      ;977815636      ;ABS
LES BORGES DEL CAMP       ;AVDA. DE LA FONT DE LES ESCALES, S/N                                  ;Borges del Camp, Les                    ;43350          ;TARRAGONA      ;977560089      ;ABS
SARRAL                    ;AV. DE LA CONCA, Nº 44                                                ;Sarral                                  ;43424          ;TARRAGONA      ;977890126      ;ABS
BLANCAFORT                ;PL. DELS ARBRES, Nº 11                                                ;Blancafort                              ;43411          ;TARRAGONA      ;977892088      ;ABS
BELLTALL                  ;PL. ESGLÉSIA, Nº 4                                                    ;Passanant i Belltall                    ;43413          ;TARRAGONA      ;977892900      ;ABS
PASSANANT                 ;PL. MAJOR, Nº 2                                                       ;Passanant i Belltall                    ;43425          ;TARRAGONA      ;977892701      ;ABS
COLLDEJOU                 ;C/ DE BAIX, Nº 42                                                     ;Colldejou                               ;43310          ;TARRAGONA      ;977837287      ;ABS
FORÈS                     ;PLA DE LA BASSA, Nº 21                                                ;Forès                                   ;43425          ;TARRAGONA      ;977890311      ;ABS
L'ESPLUGA DE FRANCOLÍ     ;PL. SANT ISIDRE, S/N                                                  ;Espluga de Francolí, L                  ;43440          ;TARRAGONA      ;977870456      ;ABS
ROCAFORT DE QUERALT       ;AV. CATALUNYA, Nº 17                                                  ;Rocafort de Queralt                     ;43426          ;TARRAGONA      ;977898004      ;ABS
SOLIVELLA                 ;PL. MAJOR, Nº 1                                                       ;Solivella                               ;43412          ;TARRAGONA      ;977892101      ;ABS
MONTBLANC                 ;AVDA. JAUME LLECHA, S/N                                               ;Montblanc                               ;43400          ;TARRAGONA      ;977860089      ;ABS
VILANOVA DE PRADES        ;C/ MAJOR, Nº 3                                                        ;Vilanova de Prades                      ;43439          ;TARRAGONA      ;977869056      ;ABS
VIMBODÍ                   ;PL. MAJOR, Nº 12                                                      ;Vimbodí i Poblet                        ;43430          ;TARRAGONA      ;977878386      ;ABS
VALLCLARA                 ;C/ PLACETA, Nº 12                                                     ;Vallclara                               ;43439          ;TARRAGONA      ;977869221      ;ABS
BARBERÀ DE LA CONCA       ;C/ COMERÇ, S/N                                                        ;Barberà de la Conca                     ;43422          ;TARRAGONA      ;977887294      ;ABS
PIRA                      ;C/ DIPUTACIÓ, S/N                                                     ;Pira                                    ;43423          ;TARRAGONA      ;977887257      ;ABS
PRATDIP                   ;AV. CATALUNYA, Nº 7                                                   ;Pratdip                                 ;43320          ;TARRAGONA      ;977566191      ;ABS
VILANOVA D'ESCORNALBOU    ;AVDA. DE LES ESCOLES, Nº 3                                            ;Vilanova d'Escornalbou                  ;43311          ;TARRAGONA      ;977837519      ;ABS
ARBOCET                   ;C/ DE BAIX, Nº 1                                                      ;Vilanova d'Escornalbou                  ;43311          ;TARRAGONA      ;977837519      ;ABS
MONT-ROIG DEL CAMP        ;C/ DR. SEGARRA, Nº 32                                                 ;Mont-roig del Camp                      ;43300          ;TARRAGONA      ;977837877      ;ABS
MIAMI PLATJA              ;AV. BARCELONA, Nº 173                                                 ;Mont-roig del Camp                      ;43892          ;TARRAGONA      ;977811200      ;ABS
SANT PERE                 ;CAMÍ DE RIUDOMS, Nº 53-55                                             ;Reus                                    ;43202          ;TARRAGONA      ;977778511      ;ABS
CASTELLVELL DEL CAMP      ;C/ SANT JAUME, Nº 10                                                  ;Castellvell del Camp                    ;43392          ;TARRAGONA      ;977855744      ;ABS
BARRI GAUDÍ               ;C/ BARCELONA, Nº 10                                                   ;Reus                                    ;43202          ;TARRAGONA      ;977334078      ;ABS
LLIBERTAT                 ;C/ GENERAL MORAGUES, Nº 52                                            ;Reus                                    ;43203          ;TARRAGONA      ;977213612      ;ABS
HORTS DE MIRÓ             ;CAMÍ DE L'AIGUA NOVA, Nº 29                                           ;Reus                                    ;43204          ;TARRAGONA      ;977753409      ;ABS
MARIÀ FORTUNY             ;C/ ASTORGA, S/N                                                       ;Reus                                    ;43205          ;TARRAGONA      ;977776802      ;ABS
RIUDECANYES               ;C/ DEL DIMARTS, Nº 1 - 3                                              ;Riudecanyes                             ;43771          ;TARRAGONA      ;977834050      ;ABS
MONTBRIÓ DEL CAMP         ;AV. JOSEP M. SOLÉ, Nº 1 - 3                                           ;Montbrió del Camp                       ;43340          ;TARRAGONA      ;977826180      ;ABS
VINYOLS                   ;PL. DE L'ESGLÉSIA, Nº 1                                               ;Vinyols i els Arcs                      ;43391          ;TARRAGONA      ;977768224      ;ABS
BOTARELL                  ;C/ CORRALOT, S/N                                                      ;Botarell                                ;43772          ;TARRAGONA      ;977833247      ;ABS
L'ARGENTERA               ;PL. ESGLÉSIA, Nº 2                                                    ;Argentera, L'                           ;43773          ;TARRAGONA      ;977834070      ;ABS
RIUDOMS                   ;C/ LA SARDANA, Nº 3                                                   ;Riudoms                                 ;43330          ;TARRAGONA      ;977850440      ;ABS
DUESAIGÜES                ;C/ ENSEULA, Nº 7                                                      ;Duesaigües                              ;43773          ;TARRAGONA      ;977834607      ;ABS
ELS ARCS1                 ;C/ CRISTÒFOL COLOM, Nº 1                                              ;Vinyols i els Arcs                      ;43391          ;TARRAGONA      ;977369572      ;ABS
SALOU                     ;CARRER DEL CARRILET, Nº 12                                            ;Salou                                   ;43840          ;TARRAGONA      ;977383018      ;ABS
LA CANONJA                ;C/ CARRASCO I FORMIGUERA, Nº 17, Nº BAI                               ;Tarragona                               ;43110          ;TARRAGONA      ;977556678      ;ABS
BONAVISTA                 ;C/ SET, Nº 36                                                         ;Tarragona                               ;43100          ;TARRAGONA      ;977529497      ;ABS
TORREFORTA-LA GRANJA      ;C/ LA GOMERA, Nº 10                                                   ;Tarragona                               ;43006          ;TARRAGONA      ;977548088      ;ABS
RAMBLA NOVA               ;PLAÇA IMPERIAL TARRACO, Nº 7                                          ;Tarragona                               ;43005          ;TARRAGONA      ;977240666      ;ABS
JAUME I                   ;C/ JAUME I, Nº 45-49                                                  ;Tarragona                               ;43005          ;TARRAGONA      ;977247211      ;ABS
SANTA TECLA-LLEVANT       ;C/ JOAN FUSTER I ORTELLS, S/N                                         ;Tarragona                               ;43007          ;TARRAGONA      ;977259000      ;ABS
EL CATLLAR                ;AV. CATALUNYA, S/N                                                    ;Catllar, El                             ;43764          ;TARRAGONA      ;977653675      ;ABS
SANT PERE I SANT PAU      ;C/ EDIFICI DE SANT PERE, S/N                                          ;Tarragona                               ;43007          ;TARRAGONA      ;977201212      ;ABS
NOU TÀRRACO               ;C/ DR. MALLAFRÉ GUASCH, Nº 4                                          ;Tarragona                               ;43007          ;TARRAGONA      ;977221871      ;ABS
SANT SALVADOR             ;L'ALZINA DE MAS,  Nº 2                                                ;Tarragona                               ;43130          ;TARRAGONA      ;977522927      ;ABS
ELS PALLARESOS            ;C/ DEL POU, S/N                                                       ;Pallaresos, Els                         ;43151          ;TARRAGONA      ;977610762      ;ABS
MURALLES                  ;C/ ESCULTOR VERDEROL, S/N                                             ;Tarragona                               ;43002          ;TARRAGONA      ;977249404      ;ABS
LA NOU DE GAIÀ            ;PL. DEL CENTENARI, Nº 2                                               ;Nou de Gaià, La                         ;43763          ;TARRAGONA      ;977655710      ;ABS
BONASTRE                  ;PL. MAJOR, Nº 1                                                       ;Bonastre                                ;43884          ;TARRAGONA      ;977657227      ;ABS
BAIX A MAR                ;C/ JOAQUÍN COSTA, S/N                                                 ;Torredembarra                           ;43830          ;TARRAGONA      ;               ;ABS
TORREDEMBARRA             ;C/ ONZE DE SETEMBRE, S/N                                              ;Torredembarra                           ;43830          ;TARRAGONA      ;977643809      ;ABS
LA VESPELLA DE GAIÀ       ;AV. SANT MIQUEL, S/N                                                  ;Vespella de Gaià                        ;43763          ;TARRAGONA      ;977649069      ;ABS
SALOMÓ                    ;PASSEIG JOAN CREUS, S/N                                               ;Salomó                                  ;43885          ;TARRAGONA      ;977629011      ;ABS
ZONA PLATJA RODA DE BARÀ  ;C/ SINA, S/N                                                          ;Roda de Berà                            ;43883          ;TARRAGONA      ;977801905      ;ABS
RODA DE BARÀ              ;C/ DE LA FONT, Nº 7                                                   ;Roda de Berà                            ;43883          ;TARRAGONA      ;977657514      ;ABS
ARDENYA                   ;C/ MAJOR, Nº 16                                                       ;Riera de Gaià, La                       ;43762          ;TARRAGONA      ;977655555      ;ABS
LA RIERA DE GAIÀ          ;C/ VIAL DE LA SÈQUIA, Nº 32                                           ;Riera de Gaià, La                       ;43762          ;TARRAGONA      ;977655555      ;ABS
CREIXELL                  ;AV. DE VALLS, S/N                                                     ;Creixell                                ;43839          ;TARRAGONA      ;977800336      ;ABS
ALTAFULLA                 ;C/ BRUIXES, S/N                                                       ;Altafulla                               ;43893          ;TARRAGONA      ;977656007      ;ABS
LA POBLA DE MONTORNÈS     ;C/ SANT ANTONI, Nº 5                                                  ;Pobla de Montornès, La                  ;43761          ;TARRAGONA      ;977648531      ;ABS
PICAMOIXONS - VALLS       ;C/ SANT ISIDRE, Nº 3                                                  ;Valls                                   ;43491          ;TARRAGONA      ;977623012      ;ABS
VALLMOLL                  ;PL. ESGLÉSIA, Nº 10                                                   ;Vallmoll                                ;43144          ;TARRAGONA      ;977637406      ;ABS
DOCTOR SARRÓ ROSET        ;C/ VALLVERA, Nº 8                                                     ;Valls                                   ;43800          ;TARRAGONA      ;977602000      ;ABS
LA MASÓ                   ;C/ MAJOR, Nº 15                                                       ;Masó, La                                ;43143          ;TARRAGONA      ;977637541      ;ABS
VANDELLÒS                 ;C/ DR ALFREDO SIMÓN, Nº 2                                             ;Vandellòs i l'Hospital                  ;43891          ;TARRAGONA      ;977820336      ;ABS
MASRIUDOMS                ;AV. SANTA ANA, Nº 21                                                  ;Vandellòs i l'Hospital                  ;43891          ;TARRAGONA      ;977820336      ;ABS
L'HOSPITALET DE L'INFANT  ;CTRA. DE MÓRA, Nº 13-15                                               ;Vandellòs i l'Hospital                  ;43890          ;TARRAGONA      ;977820336      ;ABS
LA PINEDA                 ;C/ ALFREDO KRAUS, Nº 18                                               ;Vila-seca                               ;43480          ;TARRAGONA      ;977370513      ;ABS
VILA-SECA                 ;C/ GALCERAN DE PINÓS, Nº 25                                           ;Vila-seca                               ;43480          ;TARRAGONA      ;977394027      ;ABS
LA PLANA                  ;C/ ALMERIA, Nº 26                                                     ;Vilaplana                               ;43206          ;TARRAGONA      ;977390436      ;ABS
CERCS                     ;CTRA. DE RIBES, Nº 22                                                 ;Cercs                                   ;8698           ;BARCELONA      ;938248527      ;ABS
SANT CORNELI              ;C/ SANTA BARBARA, Nº 1                                                ;Cercs                                   ;8698           ;BARCELONA      ;938248320      ;ABS
LA RODONELLA              ;PG. ONZE DE SETEMBRE                                                  ;Cercs                                   ;8698           ;BARCELONA      ;938248552      ;ABS
SANT JORDI                ;C/ JOAN CARLES I, Nº 1                                                ;Cercs                                   ;8698           ;BARCELONA      ;938248651      ;ABS
BERGUEDÀ                  ;C/ QUIM SERRA, Nº 1                                                   ;Berga                                   ;8600           ;BARCELONA      ;938212744      ;ABS
AVIÀ                      ;C/ ANSELM CLAVÉ, S/N                                                  ;Avià                                    ;8610           ;BARCELONA      ;938230331      ;ABS
LA NOU DE BERGUEDÀ        ;PL. DE LA VILA, S/N                                                   ;Nou de Berguedà, La                     ;8698           ;BARCELONA      ;938259000      ;ABS
BORREDÀ                   ;C/ DE DALT, Nº 5                                                      ;Borredà                                 ;8619           ;BARCELONA      ;938239091      ;ABS
VILADA                    ;C/ TEODOR MIRALLES, Nº 33                                             ;Vilada                                  ;8613           ;BARCELONA      ;938238327      ;ABS
CASTELLCIR                ;C/ DE CAL SOLANES, S/N                                                ;Castellcir                              ;08183          ;BARCELONA      ;938668151      ;ABS
CASTELLTERÇOL             ;CTRA. CASTELLCIR, S/N                                                 ;Castellterçol                           ;8183           ;BARCELONA      ;938666350      ;ABS
SANT QUIRZE SAFAJA        ;C/ BARCELONA, Nº 2                                                    ;Sant Quirze Safaja                      ;8189           ;BARCELONA      ;938663898      ;ABS
L'ESTANY                  ;PG. DEL PRAT, Nº 1                                                    ;Estany, L'                              ;8148           ;BARCELONA      ;938303030      ;ABS
MOIÀ                      ;C/ SANTA MAGDALENA, Nº 1                                              ;Moià                                    ;8180           ;BARCELONA      ;938207932      ;ABS
NAVARCLES                 ;C/ FORTIÀ I SOLÀ, Nº 11                                               ;Navarcles                               ;8270           ;BARCELONA      ;938310030      ;ABS
MURA                      ;C/ MUNTANYA, Nº 17                                                    ;Mura                                    ;8278           ;BARCELONA      ;938317226      ;ABS
CASTELLNOU DE BAGES       ;ONZE DE SETEMBRE, S/N                                                 ;Sant Fruitós de Bages                   ;8251           ;BARCELONA      ;938321845      ;ABS
SANT FRUITÓS DE BAGES     ;AV. BERTRAND I SERRA, Nº 8                                            ;Sant Fruitós de Bages                   ;8272           ;BARCELONA      ;938760912      ;ABS
TALAMANCA                 ;C/ RAVAL, Nº 4 .CASAL D'AVIS                                          ;Talamanca                               ;8278           ;BARCELONA      ;938270036      ;ABS
SANTPEDOR                 ;PL. PAU, Nº 1                                                         ;Santpedor                               ;8251           ;BARCELONA      ;938321133      ;ABS
NAVÀS                     ;C/ PAU DUARRI, Nº 36                                                  ;Navàs                                   ;8670           ;BARCELONA      ;938390333      ;ABS
BALSARENY                 ;PL. ROC GARCIA, S/N                                                   ;Balsareny                               ;8660           ;BARCELONA      ;938396127      ;ABS
FONOLLOSA                 ;C/ ESGLÈSIA, S/N                                                      ;Fonollosa                               ;08259          ;BARCELONA      ;938366155      ;ABS
AGUILAR DE SEGARRA        ;EDIFICI AJUNTAMENT, S/N                                               ;Aguilar de Segarra                      ;08256          ;BARCELONA      ;938366202      ;ABS
RAJADELL                  ;C/ MAJOR, Nº 8                                                        ;Rajadell                                ;08256          ;BARCELONA      ;938368044      ;ABS
SANT JOAN DE VILATORRADA  ;AV. DEL TORRENT CANIGÓ, Nº 2                                          ;Sant Joan de Vilatorra                  ;8250           ;BARCELONA      ;938726750      ;ABS
CANET DE FALS             ;PL. DE LA VILA, S/N                                                   ;Fonollosa                               ;08259          ;BARCELONA      ;670471800      ;ABS
FALS                      ;C/ ESCOLES, S/N                                                       ;Fonollosa                               ;8259           ;BARCELONA      ;938369018      ;ABS
PONT DE VILOMARA I ROCAFOR;PL. COOPERATIVA, S/N                                                  ;Pont de Vilomara i Roc                  ;8254           ;BARCELONA      ;938317552      ;ABS
CASTELLGALÍ               ;AV. DE MONTSERRAT, Nº 2                                               ;Castellgalí                             ;08297          ;BARCELONA      ;938334050      ;ABS
SANT VICENÇ DE CASTELLET  ;C/ MANRESA, S/N                                                       ;Sant Vicenç de Castell                  ;8295           ;BARCELONA      ;938335224      ;ABS
VALLS-PALÀ                ;C/ LES TORRES, Nº 1                                                   ;Callús                                  ;8269           ;BARCELONA      ;938696405      ;ABS
GORETTI BADIA             ;PL. DE LA SERRADONA, Nº 1                                             ;Súria                                   ;8260           ;BARCELONA      ;938694007      ;ABS
CALLÚS                    ;C/ FRANCESC MACIÀ, Nº 27                                              ;Callús                                  ;8262           ;BARCELONA      ;938361888      ;ABS
CASTELLAR DE N'HUG        ;C/ NOU, S/N                                                           ;Castellar de n'Hug                      ;8699           ;BARCELONA      ;938257010      ;ABS
GUARDIOLA DE BERGUEDÀ     ;C/ DE L'ESTACIÓ, Nº 4                                                 ;Guardiola de Berguedà                   ;8694           ;BARCELONA      ;938227172      ;ABS
TARRADELLES               ;C/ SANT MARC, Nº 4                                                    ;Bagà                                    ;8695           ;BARCELONA      ;938244555      ;ABS
BAGÀ                      ;C/ VILASECA, Nº 2                                                     ;Bagà                                    ;8695           ;BARCELONA      ;938244500      ;ABS
SALDES                    ;C/ ZONA CAMP DEL CANTÓ, S/N                                           ;Saldes                                  ;8699           ;BARCELONA      ;938258036      ;ABS
MAÇANERS                  ;C/ MAJOR, S/N                                                         ;Saldes                                  ;8699           ;BARCELONA      ;938258080      ;ABS
LA POBLA                  ;VIA DEL CARRILET, S/N                                                 ;Pobla de Lillet, La                     ;8696           ;BARCELONA      ;938236006      ;ABS
SANT JULIÀ DE CERDANYOLA  ;PLAÇA DE L'AJUNTAMENT, S/N                                            ;Sant Julià de Cerdanyo                  ;8699           ;BARCELONA      ;938227678      ;ABS
VALLCEBRE                 ;CASA ROSER, S/N                                                       ;Vallcebre                               ;8699           ;BARCELONA      ;938227102      ;ABS
CASTELLOLÍ                ;AV. DE LA UNIÓ, Nº 62                                                 ;Castellolí                              ;8719           ;BARCELONA      ;938084141      ;ABS
COPONS                    ;C/ ÀNGEL GUIMERÀ, Nº 9                                                ;Copons                                  ;8281           ;BARCELONA      ;938090150      ;ABS
ANOIA                     ;PASSEIG VERDAGUER, Nº 170                                             ;Igualada                                ;08700          ;BARCELONA      ;938053500      ;ABS
ARGENÇOLA                 ;C/ ESGLÉSIA, S/N                                                      ;Argençola                               ;8719           ;BARCELONA      ;938092000      ;ABS
ORPÍ                      ;PL. SANT JORDI, S/N                                                   ;Orpí                                    ;8787           ;BARCELONA      ;938080303      ;ABS
LA POBLA DE CLARAMUNT     ;C/ PARE ANTON SOTERAS, Nº 2                                           ;Pobla de Claramunt, La                  ;8787           ;BARCELONA      ;938086500      ;ABS
SANT MARTÍ DE TOUS        ;C/ ESCOLES, Nº 10                                                     ;Sant Martí de Tous                      ;8712           ;BARCELONA      ;938096330      ;ABS
JORBA                     ;C/ DE LA SORT, Nº 9                                                   ;Jorba                                   ;8719           ;BARCELONA      ;938078100      ;ABS
LA LLACUNA                ;PL. DE LES ERES, S/N                                                  ;Llacuna, La                             ;8779           ;BARCELONA      ;938977007      ;ABS
MONTMANEU                 ;C/ MAJOR, Nº 46                                                       ;Montmaneu                               ;08717          ;BARCELONA      ;938092171      ;ABS
ÒDENA                     ;C/ LA FONT, Nº 5                                                      ;Òdena                                   ;8711           ;BARCELONA      ;938040129      ;ABS
BARRI DE SANT PERE        ;C/ UNIÓ, Nº 2                                                         ;Òdena                                   ;8711           ;BARCELONA      ;938054646      ;ABS
CARME                     ;AV. CATALUNYA, S/N                                                    ;Carme                                   ;8787           ;BARCELONA      ;938080051      ;ABS
AVINYÓ                    ;C/ PASSEIG, Nº 19                                                     ;Avinyó                                  ;8279           ;BARCELONA      ;938388855      ;ABS
MONISTROL DE CALDERS      ;C/ DE LA VINYA, Nº 9                                                  ;Monistrol de Calders                    ;8275           ;BARCELONA      ;938399085      ;ABS
SANTA MARIA D'OLÓ         ;PG. CARME VIDAL, Nº 30                                                ;Santa Maria d'Oló                       ;8273           ;BARCELONA      ;938385200      ;ABS
SANT FELIU SASSERRA       ;CTRA. MANRESA, Nº 20                                                  ;Sant Feliu Sasserra                     ;8274           ;BARCELONA      ;938819154      ;ABS
CALDERS                   ;CAMÍ DEL CARGOLAIRE, S/N                                              ;Calders                                 ;8275           ;BARCELONA      ;938308093      ;ABS
DOCTOR AGUSTÍ GARRIGA     ;C/ ARQUITECTE GAUDÍ, Nº 76 BIS                                        ;Artés                                   ;8271           ;BARCELONA      ;938202060      ;ABS
PUIG-REIG                 ;PG. DE LA VÍA, Nº 14                                                  ;Puig-reig                               ;8692           ;BARCELONA      ;938290542      ;ABS
CAL ROSAL                 ;CTRA. DE BERGA, S/N                                                   ;Avià                                    ;8699           ;BARCELONA      ;938221999      ;ABS
OLVAN                     ;PL. AJUNTAMENT, S/N                                                   ;Olvan                                   ;8611           ;BARCELONA      ;938228619      ;ABS
GIRONELLA                 ;PL. DE CAMPANALS, S/N                                                 ;Gironella                               ;8680           ;BARCELONA      ;938250321      ;ABS
CASSERRES                 ;PG. BISBE COMELLAS, Nº 67                                             ;Casserres                               ;8693           ;BARCELONA      ;938234305      ;ABS
PUJALT                    ;C/ SANT ANDREU, Nº 1                                                  ;Pujalt                                  ;8282           ;BARCELONA      ;938681268      ;ABS
SANT MARTÍ SESGUEIOLES    ;PL. AJUNTAMENT, S/N                                                   ;Sant Martí Sesgueioles                  ;8282           ;BARCELONA      ;938680144      ;ABS
CASTELLFOLLIT DE RIUBREGÓS;C/ MAJOR, Nº 10                                                       ;Castellfollit de Riubr                  ;8281           ;BARCELONA      ;938693031      ;ABS
SANT PERE SALLAVINERA     ;C/ RAVAL, S/N                                                         ;Sant Pere Sallavinera                   ;8281           ;BARCELONA      ;938698830      ;ABS
CALAF                     ;CTRA. LLARGA, S/N                                                     ;Calaf                                   ;8280           ;BARCELONA      ;938698779      ;ABS
