Nombre;Dirección;Municipio;Código Postal;Teléfono
GUILLEN RELAT, JAUME                                 ;AVINGUDA BARCELONA                2;SANTA PERPETUA DE MOGODA  ;08130          ;935601860      
SANCHEZ DARDI�A, ANNA MARIA                          ;CARRER   BENESTAR                 39;CORNELLA DE LLOBREGAT     ;08940          ;933756551      
AGUAR TORAN, MARIANO                                 ;CARRER   HARMONIA                 31;BARCELONA                 ;08035          ;934282111      
HERNANDEZ CALVET, JORDI                              ;CARRER   VALLPALAU                5;SANT ANDREU DE LA BARCA   ;08740          ;936530264      
VILELA RODRIGUEZ, DELFINA                            ;CARRER   TARRAGONA                34;SANT SADURNI D'ANOIA      ;08770          ;938910040      
FALCO PLANAS, EVA                                    ;CARRER   ALBAREDA                 6-8;BARCELONA                 ;08004          ;933290864      
BRAVO SAMANIEGO, MARIA                               ;CARRER   ESTERAS                  28;BARCELONA                 ;08028          ;934225794      
SYKULER, MARCELO                                     ;CARRER   ARTESANIA                70;BARCELONA                 ;08031          ;933596272      
GRAS BALAGUER, M MONICA                              ;CARRER   VIOLANT D'HONGRIA        60;BARCELONA                 ;08028          ;933391076      
MARTINEZ FOLCH, GONZALO                              ;CARRER   TISSO                    4;BARCELONA                 ;08016          ;933544103      
LOPEZ PAZ, SYLVIA CRISTINA                           ;CARRER   PERE EL GRAN             2;GAVA                      ;08850          ;936621799      
VENTURA CARLES, JOAN PERE                            ;CARRER   SET PARTIDES             79;MATARO                    ;08304          ;937905418      
NOGUERIA CAMPOS, M. ELENA                            ;AVINGUDA GENERALITAT              226;SANTA COLOMA DE GRAMENET  ;08923          ;933864047      
BERGA VILLANUEVA, ENCARNACIO                         ;CARRER   GAIA                     2;BARCELONA                 ;08038          ;933325141      
SAN SEGUNDO BLAZQUEZ, SERGIO                         ;CARRER   MERCABARNA (TDA-2 SEC-C) S/N;BARCELONA                 ;08004          ;933253847      
BADIA SALA,M. ASSUMPCI� / VILA BADIA,TERESA          ;CARRETERABERGA                    24;NAVAS                     ;08670          ;938390343      
BUGIE GORRIZ, FELICITAT                              ;CARRER   MESTRE PEREZ MOYA        2-6;SANT VICEN� DELS HORTS    ;08620          ;936562302      
SOLER CUYAS, GUILLERMO                               ;AVINGUDA SANT ANTONI MARIA CLARET 57;BARCELONA                 ;08025          ;932071848      
RENEDO PALOMERO, SILVIA                              ;CARRER   PABLO IGLESIAS (AB.VALLDA112;BARCELONA                 ;08031          ;933590037      
MEZQUITA PIPIO, VICEN�                               ;CARRER   SANTANDER                28;BARCELONA                 ;08020          ;933141017      
FABIAN GARCIA, MARIA MERCEDES                        ;RONDA    SANT RAMON               57;SANT BOI DE LLOBREGAT     ;08830          ;936615976      
MERINERO CABESTANY, P.CAROLINA                       ;CARRETERABARCELONA                130;RIPOLLET                  ;08291          ;936920021      
CAMPOS GARCIA, TERESA                                ;CARRER   NUMANCIA                 185;BARCELONA                 ;08034          ;932802570      
PLANELLAS COMAS, M.ISABEL                            ;CARRER   RIU EBRE (LOCAL 4)       19;EL PRAT DE LLOBREGAT      ;08820          ;933793945      
VILASECA GIL, OLGA                                   ;AVINGUDA JAUME I                  87;MOLLET DEL VALLES         ;08100          ;935933249      
CALDUCH PORTA, JOAN                                  ;CARRER   JAUME RIBAS              21;SANT FELIU DE LLOBREGAT   ;08980          ;936327102      
CARRE SANCHEZ-ALBORNOZ, M. CONCEPCIO                 ;CARRER   LEIVA                    3;BARCELONA                 ;08014          ;934216319      
MAJORAL MUSTAROS, ASUNCION                           ;CARRER   IRLANDA                  37;MATARO                    ;08303          ;937984947      
BOIXEDA BATLLORI, MARIA                              ;CARRER   BERNAT BRANSI            38;BARCELONA                 ;08032          ;933573066      
MONLLOR GONZALEZ, JOSE MARIA                         ;CARRER   MONTMANY                 29;SANT BOI DE LLOBREGAT     ;08830          ;936616721      
BLADE VINAIXA, M PILAR                               ;AVINGUDA GENERALITAT              76;SANTA COLOMA DE GRAMENET  ;08922          ;933864749      
HERRERO TORRES, IGNACIO                              ;CARRER   JUVENAL                  12;SABADELL                  ;08206          ;937160827      
MARTIN MATEO, MA CONCEPCIO                           ;CARRER   FASTENRATH               65;BARCELONA                 ;08035          ;932293197      
DOMINGUEZ HERMAN, SILVIA                             ;CARRER   RASOS DE PEGUERA         70;BARCELONA                 ;08033          ;933507047      
SERRANO GIL, JOSE ANTONIO                            ;CARRER   VICO                     17;BARCELONA                 ;08021          ;932017460      
MONGE DUARTE, JOANA                                  ;CARRER   GAVA                     13;VILADECANS                ;08840          ;936581837      
ROMERO ISLA, M LUISA                                 ;CARRER   MARFULL                  1;CORNELLA DE LLOBREGAT     ;08940          ;933762434      
MORER VILARO, JOSEP M/MORER FONT, MONICA             ;CARRER   EDIF.COOP.DE CONSUM POL.R;SANT BOI DE LLOBREGAT     ;08830          ;936615995      
RODAS LOPERENA, MARIA                                ;CARRER   OCCIDENT                 14;HOSPITALET DE LLOBREGAT L';08903          ;933342312      
SERRA GUASCH, MAGDALENA                              ;CARRER   LLUIS PASCUAL ROCA       45;SANT BOI DE LLOBREGAT     ;08830          ;936615247      
MARSAL FABREGAS, M.MERCE                             ;CARRER   TRES D'ABRIL             34;SANT BOI DE LLOBREGAT     ;08830          ;936615696      
RIBA VILADROSA, CONCEPCIO                            ;CARRER   ESTANISLAU FIGUERES      92;TERRASSA                  ;08222          ;937856088      
PUGES CRISOL, M CARMEN                               ;CARRER   MONTFLORIT               38;GAVA                      ;08850          ;936623113      
GRIERA FARRES, LIDIA                                 ;CARRER   NOU BARRIS               23;BARCELONA                 ;08033          ;933544504      
GAY BADIA, MONTSERRAT                                ;CARRER   VALLDEMOSSA              30;BARCELONA                 ;08016          ;933595433      
PUCHADES MU�OZ, MARIA                                ;CARRETERACALDES                   4;GRANOLLERS                ;08400          ;938492418      
RIVAS DELGADO, JOSE LUIS                             ;CARRER   DE LA CONCA              10;MONTCADA I REIXAC         ;08110          ;935640223      
CUROS PUNTI, IMMACULADA                              ;CARRER   DOCTOR FERRAN            7;BARCELONA                 ;08034          ;932039075      
SANCHEZ PRIEGO, JULIA                                ;CARRER   TURO DE LA TRINITAT      107;BARCELONA                 ;08033          ;933453643      
MEDRANO TOURIS, MARIA EUGENIA                        ;RAMBLA   DEL TURO                 10;MONTGAT                   ;08390          ;933890045      
SOLIS SOLER, M.DEL CARME                             ;CARRER   COLOM                    286;TERRASSA                  ;08223          ;937859887      
BAJAULI PEREZ, M. LLU�SA                             ;CARRER   WELLINGTON               52;BARCELONA                 ;08005          ;933094013      
GARCIA RICO, MARIA                                   ;CARRER   PISUERGA                 20;BARCELONA                 ;08028          ;933333048      
JIMENEZ MOGOLLON,ANABEL/JIMENEZ MOGOLLON,ELENA       ;CARRER   JAUME BALMES             33;SANT BOI DE LLOBREGAT     ;08830          ;936612425      
DIAZ DE LA CONCEPCION/PUERTO RODRIGUEZ               ;PASSEIG  SANT MAGI                50;SANT CUGAT DEL VALLES     ;08173          ;936743353      
ORUS PRAT, ANNA MARIA                                ;CARRER   MILA I FONTANALS         27;SANTA COLOMA DE GRAMENET  ;08922          ;934663194      
CASANOVAS CID,MARIA FE/QUEJIGO CASANOVA, ANDREU      ;PASSEIG  VALLDAURA                166;BARCELONA                 ;08042          ;934272309      
XIRAU VERGES, MARIA DOLORS                           ;CARRER   INDEPENDENCIA            18;BADALONA                  ;08915          ;933833822      
VIDAL ALEMANY, SALVADOR                              ;CARRER   PIERETA                  31;PIERA                     ;08784          ;937788360      
VERDAGUER LORENZO, ALFRED                            ;CARRER   NURIA                    11;SANT JULIA DE VILATORTA   ;08515          ;938887054      
SORIANO RAMS, JOSE ANTONIO                           ;CARRER   JUAN SEBASTIAN ELCANO    2-4;MATARO                    ;08302          ;937984125      
RICO GONGORA,BLANCA NIEVES/LOPEZ RICO,IRENE          ;"AVINGUDA TRES (""LA FLORIDA"")      16";SANTA PERPETUA DE MOGODA  ;08130          ;935601705      
LLINARES ARAEZ,PATRICIA/PEREZ CASASAYAS,OLGA         ;AVINGUDA VALLCARCA                188;BARCELONA                 ;08023          ;932843678      
PELLICER LOPEZ/MIRALLES ROSET                        ;CARRER   JORBA                    27;BARCELONA                 ;08030          ;933451061      
TOMAS PUIG, MA. NEUS                                 ;CARRER   MARINA (LOCAL 1)         20;BARCELONA                 ;08005          ;932210128      
BONET ORTIZ, M.TERESA                                ;CARRER   LLANERA                  93;SABADELL                  ;08207          ;937167133      
GALINDO PLANAS, CRISTINA                             ;CARRER   GRAN VIA CORTS CATALANES 1113;BARCELONA                 ;08020          ;933136709      
BURDEUS REVERTER, CRISTINA                           ;CARRETERAD'ESPLUGUES              32;CORNELLA DE LLOBREGAT     ;08940          ;933773648      
ANTON VELAZQUEZ, JOSEP                               ;CARRER   MAR                      18;SANT ADRIA DE BESOS       ;08930          ;933811592      
HERRERA GUILLEN, ESTHER                              ;CARRER   URGELL                   60-64;EL PRAT DE LLOBREGAT      ;08820          ;933794389      
MATEU LUCEA, MARIA ISABEL                            ;CARRER   FRANCESC MACIA           122;VILANOVA I LA GELTRU      ;08800          ;938151669      
RABASA SANVICENS, MARIA GEMMA                        ;CARRER   DOCTOR IGNASI BARRAQUER  8;SANT BOI DE LLOBREGAT     ;08830          ;936614666      
ALVAREZ SANTOS, GUILLERMO                            ;CARRER   JULI GARRETA             14;SANTA COLOMA DE GRAMENET  ;08924          ;933911554      
VIVES PAL,ANTONI                                     ;CARRER   BENESTAR (LOC-3)         68;CORNELLA DE LLOBREGAT     ;08940          ;933767203      
ORENGA CASTELLS, G/FONTS MESTRES,S                   ;PASSATGE CRONOS                   11 (LOCAL 15);RUBI                      ;08191          ;936991301      
CABANAS MIRET,JOSEP                                  ;CARRER   FRANCESC MACIA           115;SANT BOI DE LLOBREGAT     ;08830          ;936546452      
REALES NAVEIRA, ANA MARIA                            ;CARRER   SANT ANDREU              368;BARCELONA                 ;08030          ;933457145      
PEREZ ALFONSO, ADONINA                               ;CARRER   INDEPENDENCIA            230;BARCELONA                 ;08026          ;932322379      
MILA ROCA , M.ISABEL                                 ;CARRER   JOAN MARAGALL            21;MOLINS DE REI             ;08750          ;936683097      
RIERA CAMPS, FRANCESC XAVIER                         ;CAMI     REIAL VELL               12;ESPARREGUERA              ;08292          ;937772236      
OROBITG MORIN, DANIEL                                ;CARRER   EUSEBI  GUELL            114;SANT BOI DE LLOBREGAT     ;08830          ;936615948      
ALVAREZ SIERRA, TEODORO                              ;CARRER   ELS REIS (LOCAL-5)       S/N;CERDANYOLA DEL VALLES     ;08290          ;936926721      
