Nombre;Dirección;Municipio;Código Postal;Teléfono
NOGUERAS ALEMANY, MARTA                              ;CARRER   BLAY I NET               74;SANT BOI DE LLOBREGAT     ;08980          ;936610148      
MATEU CERVELLO, MISERICORDIA/BESCOS MATEU,ENRIC      ;CARRER   AMADEU TORNER            115;HOSPITALET DE LLOBREGAT L';08902          ;934223410      
GONZALEZ DE PEDRO JUAN, JAVIER                       ;CARRER   IGNASI IGLESIAS          4;CORNELLA DE LLOBREGAT     ;08940          ;933755601      
MARTINEZ MOLLA, PATRICIA                             ;CARRER   PARIS                    45;BARCELONA                 ;08029          ;934309096      
FABREGAS AGUSTI, JOSEP M.                            ;CARRER   NAVARRA                  68;EL MASNOU                 ;08320          ;935551979      
ARTOLA CODINA,MARIA DOLORES/ROCA PUJADO, FRANCISCO   ;CARRER   GUIFRE EL PILOS          32-36;VILADECANS                ;08840          ;936582691      
BERNAD SORJUS, BEATRIZ                               ;CARRER   P0MPEU FABRA             12-18;BADALONA                  ;08911          ;933841004      
PINTO FONT,EULALIA/GRASES PINTO,INES                 ;PASSEIG  MANUEL GIRONA            28;BARCELONA                 ;08034          ;932037455      
CACERES BOTELLO, JOSEP IGNASI DE                     ;CARRER   CANDANCHU                31;SABADELL                  ;08207          ;937163171      
FUXA FERNANDEZ, JAUME                                ;CARRER   COLL I PUJOL             156;BADALONA                  ;08915          ;933881946      
TORRES GULTRESA, MERCE                               ;CARRER   SANT JOAQUIM             44;SANTA COLOMA DE GRAMENET  ;08922          ;933861401      
BONCOMPTE GINE,JOAN JOSEP                            ;CARRER   GUINEUETA                19;BARCELONA                 ;08042          ;934274486      
GIL MIR, EVA MARIA                                   ;AVINGUDA BANUS BAIXA              24-26;SANTA COLOMA DE GRAMENET  ;08923          ;933862219      
SORIANO CAMPS, JOAN ANTONI                           ;CARRER   VALLCIVERA               6-8;BARCELONA                 ;08033          ;932769121      
COLOM NOGUERA CASTELLVI,ANNA M                       ;CARRER   SANT LLUIS               37;CORNELLA DE LLOBREGAT     ;08940          ;933773977      
GARCIA GONZALEZ, JUAN                                ;CARRER   MONTURIOL                10;CORNELLA DE LLOBREGAT     ;08940          ;933774339      
ALE OLLER ENRIC                                      ;AVINGUDA SANTA COLOMA             58;SANTA COLOMA DE GRAMENET  ;08922          ;930079741      
LEY CEBALLOS, M.SOLETAT                              ;CARRER   ALFONS SALA              41;OLESA DE MONTSERRAT       ;08640          ;7781539        
BOTET GRANADOS, CLIMENT/NADAL PUIG, LLUIS            ;AVINGUDA PRIMER DE MAIG           28;LLAGOSTA LA               ;08120          ;935600450      
BOSCH SAGRERA, ANTONIA                               ;CARRER   MENORCA                  100;BARCELONA                 ;08020          ;933134430      
BALCELLS YA�EZ, CARME I CAMIL                        ;CARRER   FEDERICO GARCIA LORCA    3-4;MONTORNES DEL VALLES      ;08170          ;935680899      
RUIZ CARRILLO FITE, ADOLF                            ;CARRER   ALARCON                  41;MATARO                    ;08301          ;937901517      
FABRE CABANE L/FABRE CABANE M                        ;CARRER   ENAMORATS                145;BARCELONA                 ;08026          ;932457270      
BOZAL DE FEBRER, FRANCESC X./BOZAL DE FEBRER,NURIA   ;CARRER   CORSEGA                  507;BARCELONA                 ;08025          ;934589489      
MARTINEZ MARIN, ILDEFONSA                            ;CARRER   DIPUTACIO                9;MOLLET DEL VALLES         ;08100          ;935930959      
VELEZ CORTINES, M.DOLORS                             ;RONDA    GUINARDO                 44 D;BARCELONA                 ;08025          ;932368892      
REIG ORTIZ, NEUS                                     ;PLA�A    ANGEL GUIMERA            8;CORNELLA DE LLOBREGAT     ;08940          ;933769550      
GRAU MARTI, ANA MARIA                                ;CARRER   ESCIPIO                  35;SABADELL                  ;08208          ;937166024      
TRIGINER BATALLA, ROSA M                             ;PASSEIG  VALL D'HEBRON            58;BARCELONA                 ;08023          ;932124910      
TR�GER GONZALEZ, STEFANIE                            ;CARRER   CAROLINES                26 bis;BARCELONA                 ;08012          ;932186744      
GRAU NOGUERA,  MARTA                                 ;PASSEIG  MANUEL GIRONA            4;BARCELONA                 ;08034          ;932038189      
RODAS LOPERENA, JOSEP                                ;PLA�A    POMAR                    S/N (BARRI POMAR);BADALONA                  ;08915          ;933955105      
CALVO GIL, M. ENCARNACIO                             ;CARRER   GIRONA                   11 bis;SANT FELIU DE LLOBREGAT   ;08980          ;936666351      
MOLA ALDAVO/GELADA JIMENEZ                           ;CARRER   RIU LLOBREGAT (BLOC 15)  68;EL PRAT DE LLOBREGAT      ;08820          ;933791455      
ESPINAS JANER, MARTA                                 ;CAMI     RAL                      5;MONTGAT                   ;08390          ;933895249      
BARADAD DE ARRIBAS, JORDI                            ;CARRER   FOC FOLLET               69;BARCELONA                 ;08030          ;932788166      
SERRA SIMON, SUSANNA                                 ;CARRER   PACIFIC                  63;BARCELONA                 ;08027          ;933409520      
BARNILS PUIGVERT, ROSA M /BARNILS GROSS, JOAN/BARNILS;CARRER   MOLI                     27;CANOVELLES                ;08420          ;938494438      
GRASES CAPELL,JOSEP/GRASES CAPELL,MIREIA             ;CARRER   PI I MARGALL             116;SANT BOI DE LLOBREGAT     ;08830          ;936401345      
NI�EROLA MORA, MARTA                                 ;CARRER   RIERA BLANCA             11;BARCELONA                 ;08028          ;932498014      
GALI BURES, RAMON/GALI ROMEU,RAMON                   ;CARRER   XIPRER                   16;BARCELONA                 ;08041          ;932351087      
CUSCO RAMONEDA,MARIA/CATALA CUSCO,NURIA/CATALA CUSCO,;PASSEIG  ZONA FRANCA              162-164;BARCELONA                 ;08038          ;934218129      
DURAN ROCA, JOSEP                                    ;CARRER   TERRANOSTRA              37-39;MONTCADA I REIXAC         ;08110          ;935640242      
MONTA�A SABATE, JUDITH                               ;CARRER   DANTE ALIGHIERI          155;BARCELONA                 ;08032          ;932290582      
ROS SIMATS, NURIA                                    ;PASSEIG  PERE III                 73;MANRESA                   ;08242          ;938730157      
ESPINOS DE PASCUAL, BLANCA                           ;AVINGUDA CARLES III               15;BARCELONA                 ;08028          ;933397835      
SALAVERT GIRONA, M.DEL CARME                         ;CARRER   JOSEP MIRET              4;BARCELONA                 ;08020          ;933132848      
SANZ JORNET, M ALEJANDRA                             ;PLA�A    PENEDES                  2;SANT BOI DE LLOBREGAT     ;08830          ;936400987      
HEREDIA SEGURA, JOSE                                 ;PASSEIG  FABRA I PUIG             439;BARCELONA                 ;08031          ;934273986      
CODINA LLAGOSTERA, LUCIA                             ;CARRER   CA LA CORDIA             1;MOLINS DE REI             ;08750          ;936680496      
PUJOL VALLES, M.TERESA                               ;CARRER   MARTORELL                2;ABRERA                    ;08630          ;937700758      
FERRER RIBAS, ROSA ISABEL                            ;RAMBLA   SANT JORDI               127;RIPOLLET                  ;08291          ;936922270      
OLIVE BATLLORI, MANUELA/FONT OLIVE, MONICA/FONT OLIVE;CARRER   SANT SADURNI             60;VILAFRANCA DEL PENEDES    ;08720          ;938922144      
FERNANDEZ TOIRAN, XAVIER                             ;CARRER   COVADONGA                310;SABADELL                  ;08202          ;937258185      
BERDOMAS BOTANA, PILAR                               ;"CARRER   URB.""GRAN VIA"" BLOC-A CAS";HOSPITALET DE LLOBREGAT L';08908          ;933323147      
LOPEZ MARTI, RUTH                                    ;CARRER   SANT ANDREU              4;RIPOLLET                  ;08291          ;936922336      
AYMAR TERRICABRAS, ANNA/VIAYNA AYMAR, ISABEL         ;CARRER   ALMERIA EDIFICI MARICEL E14;EL MASNOU                 ;08320          ;935550381      
IZQUIERDO RIDORSA, LAURA                             ;PASSEIG  VALLDAURA                175;BARCELONA                 ;08042          ;933592841      
DOMENECH MORALES,A/DOMENECH MORALES,N                ;AVINGUDA GRAN VIA CORTS CATALANES 152;BARCELONA                 ;08038          ;933326497      
TORTRAS BIOSCA, MERCEDES                             ;CARRER   SABINO DE ARANA          20;BARCELONA                 ;08028          ;933308856      
RUIZ TORRADO, EVA                                    ;CARRETERACALDES                   55;GRANOLLERS                ;08400          ;933493994      
LOZANO CABALLERO, MARTA                              ;PASSEIG  LES TORRES (EDIF.MARAGDA S/N;RUBI                      ;08191          ;936991072      
MORAGUES GARCIA, LINA MARIA                          ;CARRER   MARESME                  261;BARCELONA                 ;08020          ;933134197      
PRADELL BUXO, JORDI                                  ;CARRER   MOSSEN SERAPI  FARRE     28;MANRESA                   ;08242          ;938733494      
SUBIRATS ESPINALT,ANGELS/SUBIRATS ESPINALT,MARGARIDA ;CARRER   SACLOSA                  31;MANRESA                   ;08242          ;938750160      
MIR RICOS. SERGIO                                    ;CARRER   IRLANDA                  53;SANTA COLOMA DE GRAMENET  ;08922          ;934662966      
TORRELL CORTADA,LOURDES/BEA GIRONS,LLUIS             ;AVINGUDA DIAGONAL                 635;BARCELONA                 ;08028          ;933308723      
HIDALGO DEL BARRIO, ANA MARIA                        ;RONDA    CERDANYOLA               1;CERDANYOLA DEL VALLES     ;08290          ;936922368      
BADIA DEL ROMERO,JOAN CARLES                         ;CARRER   PERE SALA                60;VILADECANS                ;08840          ;936582642      
NOGUERAS BRUNET, ANTONI                              ;CARRER   MOSSEN JACINT VERDAGUER  38;MANRESA                   ;08241          ;938733447      
FAIG SOLER, MARGARITA                                ;CARRER   RAMONEDA                 99;CORNELLA DE LLOBREGAT     ;08940          ;933763365      
MARCET FERNANDEZ, IGNASI                             ;AVINGUDA MERIDIANA                422;BARCELONA                 ;08030          ;933110201      
MASVIDAL ROQUET-JALMAR, XAVIER                       ;PASSATGE JOAN CASES               1;BARCELONA                 ;08013          ;932456531      
BUSQUET MASIP, TOMAS/BUSQUET AGUILO, XAVIER          ;AVINGUDA MERIDIANA                450;BARCELONA                 ;08030          ;933112053      
DE BOLOS GIRALT, MARTA                               ;TRAVESSIAINDUSTRIAL (LOCALS 1 i 2)90-92;HOSPITALET DE LLOBREGAT L';08907          ;933355891      
BERTRAN FITA, ISABEL                                 ;RAMBLA   PARE FITA                75;ARENYS DE MAR             ;08350          ;937921446      
MENDEZ GARCIA, OTILIA                                ;CARRER   SEGRE                    19;BARCELONA                 ;08030          ;933454741      
PASCUAL VIDAL, JOSEP/PASCUAL ALBAREDA, ALBERT        ;AVINGUDA CATALUNYA (ROQUETES)     10;SANT PERE DE RIBES        ;08810          ;938932487      
FORCADA LLAMUSI, MARIA NEUS                          ;PASSATGE ANDALUSIA                14;BARCELONA                 ;08014          ;933325745      
HERNANDEZ CIVIT, M ASSUMPCIO                         ;CARRER   MAJOR                    14;TORRELLES DE LLOBREGAT    ;08629          ;936560414      
CERVERA BECH, ISABEL                                 ;CARRER   URGELL                   241;BARCELONA                 ;08036          ;933214338      
GOMEZ ORTIZ, SANTIAGO                                ;CARRER   RELLOTGE                 60;SANTA COLOMA DE GRAMENET  ;08923          ;933921202      
RIERA RIVIERE,ISABEL/MONICA                          ;CARRER   DR MURILLO               1;SANT CUGAT DEL VALLES     ;08172          ;936740430      
MOCELLIN, MARCO                                      ;CARRER   SEGRE                    100;BARCELONA                 ;08030          ;932742309      
MAYOR MARTINEZ, MONICA                               ;CARRER   CARRASCO I FORMIGUERA    25;MANRESA                   ;08242          ;938730154      
GRANES-CAMARENA ESTRUCH, LAURA                       ;CARRER   MIGUEL DE CERVANTES      29;MOLLET DEL VALLES         ;08100          ;               
PUJADAS COSCOLLA, FERRAN                             ;AVINGUDA DIAGONAL                 32;BARCELONA                 ;08019          ;933070029      
GARCIA BROSA, CLARA                                  ;CARRER   ESCOLES PIES             23;BARCELONA                 ;08017          ;932016712      
GENTO SENALLE, MARTA                                 ;CARRER   VIA AUGUSTA              49-51;BARCELONA                 ;08006          ;932184819      
CABALLERO CABALLERO, ANTONIA                         ;CARRER   CAMPS BLANCS             17-19;SANT BOI DE LLOBREGAT     ;08830          ;936401684      
PUJOL TRU�O,J/PUJOL ITURRALDE,B/PUJOL ITURRALDE,M    ;CARRER   LEPANT                   8;BADALONA                  ;08914          ;933883495      
SAN MARTIN PELAEZ, MARIA MONTSERRAT                  ;CARRER   BRUSEL.LES               43;BARCELONA                 ;08026          ;932350807      
SOLER SEGON, CONCEPCION                              ;CARRER   PRAT                     1;HOSPITALET DE LLOBREGAT L';08907          ;933351441      
PARAROLS VALLDAURA, CRISTINA                         ;AVINGUDA COLL DEL PORTELL         55;BARCELONA                 ;08024          ;932146900      
FERICHE NEDDERMANN, CARLOS JOSE                      ;CARRER   MARE DE DEU DE LOURDES   57;BARCELONA                 ;08033          ;933456520      
MILA PR�NTE, EVA                                     ;AVINGUDA VERGE DE MONTSERRAT(LLETR45;EL PRAT DE LLOBREGAT      ;08820          ;933791230      
PARES BURSOSA, M.ROSER                               ;CARRER   BEAT ALMATO              20;BARCELONA                 ;08023          ;932143080      
BELTRAN COSTA, NURIA                                 ;AVINGUDA DEL PARC                 27;CORNELLA DE LLOBREGAT     ;08940          ;933774344      
VIVES SOLER, MARIA TERESA                            ;AVINGUDA PENEDES                  22;VILANOVA I LA GELTRU      ;08800          ;938932247      
CORONA POL,ROSA/SUBIRANA CORONA,CARME                ;PASSEIG  RAMON BERENGUER III      75;MATARO                    ;08303          ;937579093      
TERRICABRAS FELIUS, BERTA/VILELLA TERRICABRAS, ELENA ;CARRER   DOCTOR CANDID BAYES      60;VIC                       ;08500          ;938850283      
MIER MARTI, DAVID/CARRASCAL RIERA, GEMMA             ;CARRER   BOADA                    26;BARCELONA                 ;08016          ;933592642      
FALGUERAS CASADEMUNT/ESPINA ORDEIX                   ;AVINGUDA ROMA                     200;MANLLEU                   ;08560          ;938511282      
PALACIOS ALCOVERRO, JOAQUIM                          ;CARRER   FLORENCIA                45;SANTA COLOMA DE GRAMENET  ;08922          ;934681152      
PEREZ RIERA, M.TERESA                                ;CARRER   CADI                     6;POLINYA                   ;08213          ;937253916      
MIR SOLER, JOAQUIM                                   ;AVINGUDA HISPANITAT               27;PINEDA DE MAR             ;08397          ;937691894      
BENITO SOLANES, JOSEP M                              ;CARRER   PUIGCERDA                292;BARCELONA                 ;08020          ;933131428      
RUIZ RODRIGUEZ M.ISABEL                              ;CARRETERASABADELL                 95;RUBI                      ;08191          ;936995012      
PEREZ URPINA, M.DOLORS                               ;CARRER   ANTONI GAUDI             61;SANT BOI DE LLOBREGAT     ;08830          ;936401937      
HERREROS HERRERA, M.CRISTINA                         ;CARRER   MOSSEN JACINT VERDAGUER  232;SANT VICEN� DELS HORTS    ;08620          ;936562007      
MIRALLES VIA, MONTSERRAT                             ;AVINGUDA GERMANS MARTI            25;MARTORELL                 ;08760          ;937751579      
ARANALDE FORTO, MONTSERRAT                           ;CARRER   MANRESA                  37;SANT JOAN DE VILATORRADA  ;08250          ;938727114      
SA�ES BALCELLS, M.CARME/PEREZ SA�ES,MIRIAM           ;CARRER   CREU ROJA                3;MATARO                    ;08304          ;937989706      
IGLESIAS BERGADA, MERCE                              ;AVINGUDA SANT ANTONI MARIA CLARET 277;BARCELONA                 ;08026          ;933519753      
NEBOT CASTELLS, MARIA CARME                          ;CARRER   DOCTOR BASSOLS           125;BADALONA                  ;08913          ;933872537      
CASAS SANCHEZ, JORGE                                 ;CARRER   CATALUNYA                50;EL PRAT DE LLOBREGAT      ;08820          ;934787311      
TOMAS JUSTRIBO, MARTA                                ;CARRER   PAU                      1;ESPLUGUES DE LLOBREGAT    ;08950          ;933712489      
RODRIGUEZ ALBACETE/RUIZ FERNANDEZ                    ;CARRER   CIUTAT D'ELX             11;BARCELONA                 ;08027          ;932515297      
CHERTA CHALMETA, SILVIA/CHALMETA ALONSO, ESPERANZA   ;CARRER   ARCADI BALAGUER          67;CASTELLDEFELS             ;08860          ;936650894      
FONTCUBERTA TREPAT, MARTA                            ;AVINGUDA ONZE DE SETEMBRE         7;MONTORNES DEL VALLES      ;08170          ;935681748      
NAJAR MARTON, JOAN                                   ;CARRER   ALT DE PEDRELL           58;BARCELONA                 ;08032          ;932202001      
BOIX MARTINEZ, MARIA                                 ;AVINGUDA CATALUNYA                60-62;BADALONA                  ;08917          ;933881841      
ROCA MIR/CRESPO ROCA                                 ;AVINGUDA MONTEVIDEO               154-156;VILASSAR DE MAR           ;08340          ;937593993      
CASTILLO SANCHEZ, ESTHER                             ;CARRER   FELIU I CODINA           26;CORNELLA DE LLOBREGAT     ;08940          ;933767102      
CABRE ALCOVERRO, GLORIA                              ;CARRER   ANDRADE                  224;BARCELONA                 ;08020          ;933138909      
PALAU-RIBES /ADSARA                                  ;AVINGUDA MARQUES DE SANT MORI     127;BADALONA                  ;08913          ;933878348      
TERRE HERNANDEZ, IMMACULADA                          ;CARRER   CAMIL I FABRA            5;BARCELONA                 ;08030          ;933469906      
BRASO SERRA, JOAN                                    ;CARRER   ARTESANIA                102;BARCELONA                 ;08042          ;933500144      
MATURANA CABRUJA, C/MEDINA JORBA,T                   ;CARRETERAMARTORELL                102;TERRASSA                  ;08224          ;937883564      
HERNANDEZ FERNANDEZ, BLASA JOSE                      ;CARRER   FONT                     18;HOSPITALET DE LLOBREGAT L';08905          ;933333038      
ESPU�ES VENDRELL, MIGUEL/GONZALEZ BARBOSA, MARIA ANTO;CARRER   PORRERA                  21;BARCELONA                 ;08031          ;934273221      
MONTA�ES ALTURA, JOAN                                ;CARRER   JOHN F. KENNEDY          1;SANT JOAN DESPI           ;08970          ;933733002      
FRISCH FEIGL, MARGARIDA                              ;CARRER   CARDENAL REIG            22;BARCELONA                 ;08028          ;932491144      
DOMENECH SAGUE, ISABEL                               ;PLA�A    LLIVIA                   1;SABADELL                  ;08207          ;937166781      
PE�A HAITZ, ISABEL                                   ;AVINGUDA MARQUES DE MONTROIG      207;BADALONA                  ;08913          ;934600624      
CANICIO BARDOLET, JUDITH                             ;CARRER   CANIGO                   72;TORELLO                   ;08570          ;938591024      
FABREGAT HUESA, ANGELA                               ;CARRER   PI I GIBERT (TDA-ESQ)    66;SANT ADRIA DE BESOS       ;08930          ;933811013      
GUARDIA PASCUAL, DIDAC                               ;CARRER   ESTADELLA (TDA-1)        27;BARCELONA                 ;08030          ;933130337      
LLOBERAS ALSINA, ANNA                                ;CARRER   HONDURES                 63;BARCELONA                 ;08027          ;933499070      
MALASPINA CASULLERAS, ANNA                           ;CARRER   ROGER DE FLOR            9 BIS;BARCELONA                 ;08018          ;933099270      
ROVIRA LAG�ERA, CELIA                                ;PASSEIG  CORDELLES                64;CERDANYOLA DEL VALLES     ;08290          ;936922367      
SIMON MIRALLES, IMMACULADA                           ;AVINGUDA JAUME RECODER            62-64;MATARO                    ;08301          ;937984300      
BOFARULL VILASECA, ANNA M.                           ;CARRER   SICILIA                  96;BADALONA                  ;08914          ;933993452      
GAYA MONTSERRAT, MERCE                               ;CARRER   GANDUXER (TDA-3)         5;BARCELONA                 ;08021          ;932097050      
VALLS RELATS, GEMMA                                  ;CARRETERADEL PRAT                 30 BIS;BARCELONA                 ;08038          ;933015797      
RIGAU LLOVERAS, NURIA                                ;CARRER   BINEFAR                  6;BARCELONA                 ;08020          ;933141758      
MATA VENTURA, M. VICTORIA                            ;CARRER   SANT ISCLE               21;BARCELONA                 ;08031          ;934297017      
BOIX MARTINEZ, DOMINGO/MONTES JARONES, JOSE M.       ;PASSATGE CARALT                   22;SANTA COLOMA DE GRAMENET  ;08924          ;933915601      
VILLANUEVA PUIG, M.PILAR                             ;CARRER   SAGRAT COR               8;BARCELONA                 ;08034          ;932033412      
CORRAL BOSCH, M. IMMACULADA/CASTRESANA HERNANDEZ, RAQ;CARRER   MINA DE LA CIUTAT        91;BARCELONA                 ;08042          ;933544029      
CUARTERO CUARTERO, FERRAN                            ;CARRER   BONESTAR                 7;CORNELLA DE LLOBREGAT     ;08940          ;933752551      
GALI MANSANET, CARLES                                ;CARRER   SEGARRA                  2;CORNELLA DE LLOBREGAT     ;08940          ;933763473      
VIVAS BALLABRIGA, JOAN                               ;CARRER   JOVARA                   11;CALELLA                   ;08370          ;937691046      
PEREZ-BONFILS LLAURADO, CLARA                        ;CARRER   PUIG I VALLS             29;BARCELONA                 ;08028          ;933332578      
BUSQUETS RECASENS, M.TERESA                          ;AVINGUDA DIAGONAL                 68;BARCELONA                 ;08019          ;933075024      
VILAPLANA BATALLA, MONTSERRAT                        ;CARRER   ROCAFORT                 49;BARCELONA                 ;08015          ;933259466      
GARCIA COMA, XAVIER                                  ;CARRER   BAC DE RODA              168;BARCELONA                 ;08018          ;933088362      
BUIL ALCARAZ, ALFREDO JOSE                           ;CARRER   VILAMARI                 106;BARCELONA                 ;08015          ;933257980      
PARDO GARCIA, TINO                                   ;CARRER   BERRUGUETE               56;BARCELONA                 ;08035          ;933574348      
ROBERT ESTERLICH,EULALIA/ESTELRICH FERRA,EULALIA     ;CARRER   MINERIA                  12;BARCELONA                 ;08038          ;933322648      
LEON ZAMORANO, JORGE/LEON ZAMORANO, MAYTE            ;CARRER   POBLA DE LILLET          20;BARCELONA                 ;08028          ;933390446      
CARBO PALLARES,JULI-FRANCESC                         ;CARRER   ARENYS                   25;BARCELONA                 ;08035          ;932124446      
PUERTO VERA, EVA                                     ;CARRER   AMALIA SOLER             126-130;VILAFRANCA DEL PENEDES    ;08720          ;938903026      
ROSET ESTIVILL, ANTONI                               ;CARRER   BISBE COMELLAS           63;CASSERRES                 ;08693          ;938234132      
MARTINEZ CORBACHO, PABLO                             ;CARRER   VIRIATO                  2;CASTELLDEFELS             ;08860          ;936651138      
ALVAREZ PEREIRO, EDUARD J.                           ;CARRER   PASTERAL                 9;SABADELL                  ;08202          ;937252989      
CAPDEVILA BASSOLS, ANNA MA.                          ;CARRER   SOL I PADRIS             114;SABADELL                  ;08203          ;937122574      
XALABARDER SAGALES, ELISABET                         ;PLA�A    ESPANYA                  19;FRANQUESES DEL VALLES LES ;08520          ;933505349      
VALSECCHI COMA, GLORIA                               ;CARRER   GARROFERS                52;BARCELONA                 ;08016          ;933773853      
MARTIN SANCHEZ, FERNANDO                             ;CARRER   MENENDEZ PELAYO          6;CORNELLA DE LLOBREGAT     ;08940          ;932183449      
VECIANA BORRAS, M.CONCEPCIO                          ;TORRENT  D'EN VIDALET             35;BARCELONA                 ;08012          ;932461357      
MASAGUE RAMONELL, ANNA                               ;CARRER   ROGER DE FLOR            87;BARCELONA                 ;08013          ;933716877      
SANCHEZ PE�A, LUIS                                   ;CARRER   VERGE DE LA MERCE        42;ESPLUGUES DE LLOBREGAT    ;08950          ;936660472      
SANTOS GARCIA, JOSE ANTONIO                          ;CARRETERASANSON (EDIF.LONDRES)    48;SANT FELIU DE LLOBREGAT   ;08980          ;936660472      
MARTI MAS, CARME                                     ;CARRER   JOSEP TARRADELLAS        107;HOSPITALET DE LLOBREGAT L';08901          ;933760138      
CARRERAS BARROBES, M.CARME/QUINTILLA PATI�O, ANNA    ;CARRETERASANT JOAN DESPI          84;CORNELLA DE LLOBREGAT     ;08940          ;933760138      
FIOL BELART, JOSEP                                   ;CARRER   NUMANCIA                 84;BARCELONA                 ;08029          ;933219442      
DE LEON GONZALEZ, ANA MARIA                          ;CARRER   LLAN�A                   35;BARCELONA                 ;08015          ;934237347      
SORIANO SANTIGOSA, NURIA                             ;AVINGUDA FRANCESC MACIA           29;SANTA COLOMA DE GRAMENET  ;08921          ;933865968      
ALDEA FUENTES, MA.ELENA                              ;CARRER   GRAN VIA DE LES CORTS CAT1179-1181;BARCELONA                 ;08020          ;933141043      
TARRES TORRAS, ANTONI                                ;CARRER   EUROPA (POLIG.BELLVITGE) 129;HOSPITALET DE LLOBREGAT L';08907          ;933353344      
SALAYET POMPIDO,NURIA                                ;"CARRETERABARCELONA (EDIFICI""LA SAL";SANTA EULALIA DE RON�ANA  ;08187          ;938448980      
IZA MARCO, ANA                                       ;CARRER   LES TORRES               58;BARCELONA                 ;08033          ;933504983      
SALGADO BLANCO, JOAN J.                              ;AVINGUDA DE LA  PLATJA            82;SANT ADRIA DE BESOS       ;08930          ;933810280      
UBEDA GALINDO, MIQUEL ISIDRE                         ;AVINGUDA DE L'ELECTRICITAT        8;HOSPITALET DE LLOBREGAT L';08906          ;932491732      
TORRUELLA CASELLAS, ENRIC                            ;CARRER   GIRONA                   32;MALGRAT DE MAR            ;08380          ;937610987      
PAREJA COZCOLLUELA, JOSEP MANEL                      ;RONDA    ZAMENHOFF                145;SABADELL                  ;08201          ;937265628      
PERELLO POL, M.ROSA                                  ;CARRER   ANSELM CLAVE             8;BARBERA DEL VALLES        ;08210          ;937183350      
SALVADOR TRILLA, MARTA                               ;CARRER   TACIT                    1;SABADELL                  ;08206          ;937161120      
SANJUAN PI�OL, ROSER                                 ;CARRER   PRIMER DE MAIG           36;SANT BOI DE LLOBREGAT     ;08830          ;936612836      
CALSINA VALLES, PAU                                  ;CARRER   NOSTRA SENYORA DE LOURDES35;RUBI                      ;08191          ;936992281      
AUGE LIDON, MA ASSUMPCIO                             ;CARRER   GRAN VIA CARLES III      58-60;BARCELONA                 ;08028          ;934091111      
LOPEZ CLAVERIA,M.CONCEPCIO/SERRA LOPEZ,MIREIA/SERRA L;CARRETERADE RELLINARS             298-300;TERRASSA                  ;08225          ;937884134      
NAVARRO SALA, TERESA                                 ;PLA�A    MAJOR                    3;ODENA                     ;08711          ;938033246      
RINCON PIE, ANNA                                     ;CARRER   MAGALLANES               4;RIPOLLET                  ;08291          ;936920086      
FONT SANAHUJA, CONCEPCIO/PUIGGROS FONT,ANNA          ;CARRER   MAJOR                    84;VALLBONA D'ANOIA          ;08785          ;937718104      
FORNELLS RAMONEDA, XAVIER                            ;CARRER   SANT JOSEP DE LA MUNTANYA6;BARCELONA                 ;08024          ;932846017      
SALOM COLL, JAUME                                    ;CARRER   TUDONA                   3;SANT JUST DESVERN         ;08960          ;933714383      
BA�ERES MERINERO, CAROLINA MARIA                     ;CARRER   IDUMEA                   14;BARCELONA                 ;08035          ;932115082      
SUAREZ SANZ, SUSANA                                  ;CARRER   CARTELLA                 192;BARCELONA                 ;08031          ;933570346      
ESPLUGAS GRAU, MARIA JOSEP                           ;PLA�A    DE LA VILA               15;LLI�A DE VALL             ;08185          ;938439121      
BANSELL BIGAS, XAVIER                                ;CARRER   MAJOR                    71-73;L'ESQUIROL                ;08511          ;938568057      
CALDUCH BARNEDA, JOAQUIM                             ;CARRER   JOAN TORRES              21-23;BARCELONA                 ;08030          ;933111207      
ANDRES CARBO, NURIA                                  ;CARRER   DOCTOR FERRAN            40;CORNELLA DE LLOBREGAT     ;08940          ;934715130      
PALOMO PEIRO, CARME                                  ;CARRER   ARTESANIA                148;BARCELONA                 ;08033          ;               
TORRENTS GRAU, GLORIA                                ;CARRER   ROGER DE FLOR            166;BARCELONA                 ;08013          ;932461228      
VELA RUIZ, M. JESUS                                  ;AVINGUDA CATALUNYA                33;SANTA COLOMA DE GRAMENET  ;08924          ;933918902      
TOTOSAUS ARRIBAS, M.DEL PILAR                        ;CARRER   ALEGRIA                  50;HOSPITALET DE LLOBREGAT L';08905          ;932494636      
BUENO PAU, MARTA                                     ;CARRER   ALEXANDRE GALI (LOCAL 6) 34;TERRASSA                  ;08223          ;937885036      
GARRIDO RODRIGUEZ/GARRIDO RODRIGUEZ                  ;CARRER   ROSSELLO                 462;BARCELONA                 ;08003          ;933197851      
MORATALLA NOHALES, YOLANDA                           ;CARRER   QUEIXANS                 4;BARCELONA                 ;08032          ;931572459      
MARCE DEL CANTO, M.BEGO�A                            ;CARRER   SERAFI JULIA             36;SANT ESTEVE SESROVIRES    ;08635          ;937714152      
MOLINS ROCA, FRANCESC                                ;AVINGUDA SEVERO OCHOA             99;HOSPITALET DE LLOBREGAT L';08906          ;934378611      
AMADO RUIZ, JUAN LUIS                                ;CARRER   MONTSERRAT DE CASANOVAS  14;BARCELONA                 ;08032          ;933573046      
SORO MAS, MA. TERESA                                 ;PASSEIG  MONTJUIC                 36;BARCELONA                 ;08004          ;933295499      
