Nombre;Direccion;Municipio;Código Postal;Provincia;Telefono
CELRÀ                     ;CTRA. DE JUIÀ, Nº 135                  ;Celrà                 ;17460          ;GIRONA         ;972492500      
FLAÇÀ                     ;PL. ESTACIÓ, Nº 1                      ;Flaçà                 ;17463          ;GIRONA         ;972488638      
SANT MARTÍ VELL           ;CTRA. DE MADREMANYA, S/N               ;Sant Martí Vell       ;17462          ;GIRONA         ;972490401      
JUIÀ                      ;C/ BAIX, Nº 10, S/N                    ;Juià                  ;17462          ;GIRONA         ;972490655      
VILATENIM                 ;NOU DE VILATENIM, Nº 9                 ;Figueres              ;17484          ;GIRONA         ;972505711      
FIGUERES SUD              ;C/ JOSEP ROCA I BROS, Nº 8             ;Figueres              ;17600          ;GIRONA         ;972677208      
MARCA DE L'HAM            ;CTRA. VELLA DE VILATENIM A FIGUERES, S/;Figueres              ;17600          ;GIRONA         ;972514055      
RIUMORS                   ;C/ DE LA PLAÇA VELLA, Nº 4             ;Riumors               ;17469          ;GIRONA         ;972534272      
FORTIÀ                    ;PL.TERRADELLES, S/N                    ;Fortià                ;17469          ;GIRONA         ;972534188      
EL FAR D'EMPORDÀ          ;PL. AJUNTAMENT, Nº 1                   ;Far d'Empordà, El     ;17469          ;GIRONA         ;972511108      
VILA-SACRA                ;PL. DE LA FONT, Nº 1                   ;Vila-sacra            ;17485          ;GIRONA         ;972505653      
ERNEST LLUCH              ;C/ TRAMUNTANA, Nº 2                    ;Figueres              ;17600          ;GIRONA         ;972677631      
GÚELL                     ;MOSSEÈN JOAN PONS, S/N                 ;Girona                ;17007          ;GIRONA         ;972210708      
SANTA CLARA               ;C/ SANTA CLARA, Nº 33                  ;Girona                ;17001          ;GIRONA         ;972200012      
CAN GIBERT DEL PLA        ;C/ SANT SEBASTIÀ, Nº 50                ;Girona                ;17005          ;GIRONA         ;972245350      
VILA-ROJA                 ;C/ GERMANS LUMIÈRE, Nº 11              ;Girona                ;17004          ;GIRONA         ;972204830      
MONTILIVI                 ;C/ CASTELL DE SOLTERRA, Nº 11-17       ;Girona                ;17003          ;GIRONA         ;972225284      
DOCTOR JOAN VILAPLANA     ;C/ MODAGUERA GRAN, Nº 1                ;Girona                ;17007          ;GIRONA         ;972227636      
CANET D'ADRI              ;AV. ROCACORBA, Nº 21                   ;Canet d'Adri          ;17199          ;GIRONA         ;972429166      
LLÉMENA DE SANT GREGORI   ;C/ LLUIS COMPANYS, Nº 2                ;Sant Gregori          ;17150          ;GIRONA         ;972429928      
SANT MARTÍ DE LLÉMENA     ;PL. AJUNTAMENT, S/N                    ;Sant Martí de Llémena ;17153          ;GIRONA         ;972443155      
SANT ANIOL DE FINESTRES   ;PL. NOVA, S/N                          ;Sant Aniol de Finestre;17154          ;GIRONA         ;972443131      
CORÇÀ                     ;AV. COSTA BRAVA, Nº 10                 ;Corçà                 ;17121          ;GIRONA         ;972630563      
FOIXÀ                     ;PLAÇA, S/N                             ;Foixà                 ;17132          ;GIRONA         ;972769214      
PALAU-SATOR               ;C/ EXTRAMURS, S/N                      ;Palau-sator           ;17256          ;GIRONA         ;972634259      
ULTRAMORT                 ;PL. CONSTITUCIÓ, S/N                   ;Ultramort             ;17133          ;GIRONA         ;972769161      
PARLAVÀ                   ;C/ ESCOLES, Nº 1                       ;Parlavà               ;17133          ;GIRONA         ;972767003      
VULPELLAC                 ;C/ LA UNIÓ, S/N                        ;Forallac              ;17111          ;GIRONA         ;972645546      
PERATALLADA               ;C/ LA ROCA, Nº 13                      ;Forallac              ;17113          ;GIRONA         ;972634005      
FONTETA                   ;C/ EMPORDÓ, Nº 6                       ;Forallac              ;17110          ;GIRONA         ;972642660      
LA BISBAL D'EMPORDÀ       ;C/ MARCEL RALLÓ, Nº 10                 ;Bisbal d'Empordà, La  ;17100          ;GIRONA         ;972643808      
RUPIÀ                     ;PLA D'AVALL, Nº 2                      ;Rupià                 ;17131          ;GIRONA         ;972769067      
ULLASTRET                 ;C/ DEL FONT, S/N                       ;Ullastret             ;17114          ;GIRONA         ;972761918      
SANT SADURNÍ DE L'HEURA   ;PL. DE L'ESGLÉSIA, Nº 2                ;Cruïlles, Monells i Sa;17118          ;GIRONA         ;972640541      
MONELLS                   ;C/ ESGLÉSIA, S/N                       ;Cruïlles, Monells i Sa;17121          ;GIRONA         ;972640124      
CRUÏLLES                  ;C/ GESSAMÍ, Nº 6                       ;Cruïlles, Monells i Sa;17116          ;GIRONA         ;972640573      
BIURE                     ;C/ NOU, Nº 2                           ;Biure                 ;17723          ;GIRONA         ;972529291      
LES ESCAULES              ;C/ FIGUERES, S/N                       ;Boadella i les Escaule;17723          ;GIRONA         ;972569194      
CANTALLOPS                ;C/ RECASENS, S/N                       ;Cantallops            ;17708          ;GIRONA         ;972554022      
CAPMANY                   ;PL. DEL FORT, S/N                      ;Capmany               ;17750          ;GIRONA         ;972549118      
BOADELLA D'EMPORDÀ        ;C/ NOU, Nº 1                           ;Boadella i les Escaule;17723          ;GIRONA         ;972569126      
MAÇANET DE CABRENYS       ;C/ PARET NOVA, Nº 17                   ;Maçanet de Cabrenys   ;17720          ;GIRONA         ;972544258      
LA VAJOL                  ;CTRA. DE MAÇANET, S/N                  ;Vajol, La             ;17707          ;GIRONA         ;972535520      
AGULLANA                  ;C/ LLUÍS GOMIS, Nº 2                   ;Agullana              ;17707          ;GIRONA         ;972535491      
PONT DE MOLINS            ;PL. DEL DR. CUFFÍ CASELLAS, Nº 1       ;Pont de Molins        ;17706          ;GIRONA         ;972529250      
DOCTOR SUBIRÓS            ;C/ BOSC DE TRINXERIA, Nº 1             ;Jonquera, La          ;17700          ;GIRONA         ;972554567      
DARNIUS                   ;C/ MAJOR, Nº 3                         ;Darnius               ;17722          ;GIRONA         ;972535563      
SANT PRIVAT D'EN BAS      ;PG. GENERAL ESTARTÚS, S/N              ;Vall d'en Bas, La     ;17178          ;GIRONA         ;972693346      
SANT FELIU DE PALLEROLS   ;PLA DEL MOLL GROS, Nº 2                ;Sant Feliu de Pallerol;17174          ;GIRONA         ;972444298      
LES PLANES D'HOSTOLES     ;PASSATGE DE L'ESTACIÓ, S/N             ;Planes d'Hostoles, Les;17172          ;GIRONA         ;972448112      
LA VALL D'EN BAS          ;C/ DR. TURRÓ, Nº 2                     ;Vall d'en Bas, La     ;17176          ;GIRONA         ;972690302      
LA PINYA                  ;PL. MAJOR, S/N                         ;Vall d'en Bas, La     ;17176          ;GIRONA         ;972268566      
RIUDAURA                  ;PL. GAMBETO, Nº 1                      ;Riudaura              ;17179          ;GIRONA         ;972264422      
BELLCAIRE D'EMPORDÀ       ;CTRA. TORROELLA, S/N                   ;Bellcaire d'Empordà   ;17141          ;GIRONA         ;972765005      
SANT PERE PESCADOR        ;C/ HOSPITAL, S/N                       ;Sant Pere Pescador    ;17470          ;GIRONA         ;972550514      
DR. MOISÈS BROGGI         ;C/ MOSSÈN SALVADOR JUÉ I PUJOLAR, Nº 1 ;Escala, L'            ;17130          ;GIRONA         ;972776060      
ALBONS                    ;PL. POBLE, S/N                         ;Albons                ;17136          ;GIRONA         ;972765085      
TORROELLA DE FLUVIÀ       ;PL. AJUNTAMENT, Nº 1                   ;Torroella de Fluvià   ;17474          ;GIRONA         ;972520260      
L'ARMENTERA               ;PTGE. ESCOLES, Nº 7                    ;Armentera, L'         ;17472          ;GIRONA         ;972520206      
VILADAMAT                 ;PL. DE LA VILA, Nº 1                   ;Viladamat             ;17137          ;GIRONA         ;972788532      
VENTALLÓ                  ;PL. MAJOR, Nº 1 BAIXOS                 ;Ventalló              ;17473          ;GIRONA         ;972793053      
LLANÇÀ                    ;C/ DOLORS FALCÓ, Nº 16                 ;Llançà                ;17490          ;GIRONA         ;972122010      
EL PORT DE LA SELVA       ;C/MAJOR, Nº 57                         ;Port de la Selva, El  ;17489          ;GIRONA         ;972388100      
PORTBOU                   ;PG. DE LA SARDANA, Nº 11               ;Portbou               ;17497          ;GIRONA         ;972390700      
LA SELVA DE MAR           ;PL. DE L'ESGLÉSIA                      ;Selva de Mar, La      ;17489          ;GIRONA         ;972387303      
COLERA                    ;C/ FRANCESC RIBERA, Nº 55              ;Colera                ;17496          ;GIRONA         ;972128055      
DR. FRANCISCO BENITO INARA;AVDA. DE VIDRERES, Nº 179 - 181        ;Lloret de Mar         ;17310          ;GIRONA         ;972375597      
TOSSA DE MAR              ;AV. CATALUNYA, Nº 14                   ;Tossa de Mar          ;17320          ;GIRONA         ;972341828      
DOCTOR A. CABAÑAS - LLORET;C/ DE GIRONA, Nº 8 - 10                ;Lloret de Mar         ;17310          ;GIRONA         ;972372909      
GARROTXA                  ;PG. DE BARCELONA, Nº 42 T              ;Olot                  ;17800          ;GIRONA         ;972261916      
OLOT NORD                 ;AVDA. GIRONA, Nº 53                    ;Olot                  ;17800          ;GIRONA         ;972273816      
CAN BLANCH                ;C/ ESGLÉSIA, Nº 22                     ;Santa Pau             ;17811          ;GIRONA         ;972274093      
SANTA PAU                 ;C/ DEL MIRADOR, Nº 6                   ;Santa Pau             ;17811          ;GIRONA         ;972680264      
LES PRESES                ;C/ TEIXOS, Nº 2                        ;Preses, Les           ;17178          ;GIRONA         ;972682517      
BEGUR                     ;C/ FORGAS I ELIAS, S/N                 ;Begur                 ;17255          ;GIRONA         ;972622025      
ESCLANYÀ                  ;C/ PERDIU. CENTRE POLIVALENT           ;Begur                 ;17255          ;GIRONA         ;972610345      
PALS                      ;PL. CATALUNYA, S/N                     ;Pals                  ;17256          ;GIRONA         ;972637024      
TORRENT                   ;C/ TOMÀS I COLL, S/N                   ;Torrent               ;17123          ;GIRONA         ;972308502      
REGENCÓS                  ;C/ ESGLÉSIA, Nº 4. AJUNTAMENT          ;Regencós              ;17254          ;GIRONA         ;972611709      
DR. JOSEP ALSINA I BOFILL ;C/ ANGEL GUIMERÓ, Nº 6                 ;Palafrugell           ;17200          ;GIRONA         ;972610607      
MONTRAS                   ;PL. AJUNTAMENT, S/N                    ;Mont-ras              ;17253          ;GIRONA         ;972301509      
VALL - LLOBREGA           ;PL. AJUNTAMENT, Nº 22                  ;Vall-llobrega         ;17253          ;GIRONA         ;972315103      
SANT ANTONI DE CALONGE    ;AVDA. COSTA BRAVA, Nº 6                ;Calonge               ;17252          ;GIRONA         ;972661152      
CALONGE                   ;PL. DE LA CONCORDIA, Nº 4              ;Calonge               ;17251          ;GIRONA         ;972660475      
CATALINA CARGOL           ;C/ HOSPITAL, Nº 17-19. EDIFICI FLEMING ;Palamós               ;17230          ;GIRONA         ;972600616      
VILAMENISCLE              ;C/ FIGUERES, N º 5                     ;Vilamaniscle          ;17781          ;GIRONA         ;972531769      
VILARNADAL                ;C/ DIPUTACIÓ, Nº 5                     ;Masarac               ;17762          ;GIRONA         ;972563434      
MASARAC                   ;PL. MAJOR, Nº 1                        ;Masarac               ;17763          ;GIRONA         ;972545198      
MOLLET DE PERALADA        ;PLAÇA, Nº 12                           ;Mollet de Peralada    ;17752          ;GIRONA         ;972545197      
VILAJUÏGA                 ;C/ SANT SEBASTIÀ, Nº 39                ;Vilajuïga             ;17493          ;GIRONA         ;972530414      
PERALADA                  ;C/ TOLÓ, Nº 3-5                        ;Peralada              ;17491          ;GIRONA         ;972538587      
GARRIGUELLA               ;C/ VILAMANISCLE, Nº 20                 ;Garriguella           ;17780          ;GIRONA         ;972552465      
ESPOLLA                   ;C/ MOSSÈN AMADEU SUDRIÓ, Nº 3          ;Espolla               ;17753          ;GIRONA         ;972563815      
CABANES                   ;C/ ESCOLES, S/N                        ;Cabanes               ;17761          ;GIRONA         ;972510067      
VILABERTRAN               ;C/ SANTA MARÍA, Nº 17                  ;Vilabertran           ;17760          ;GIRONA         ;972510751      
PEDRET I MARZÓ            ;CTRA. PEDRET, S/N                      ;Pedret i Marzà        ;17493          ;GIRONA         ;972552741      
SANT CLIMENT SESCEBES     ;C/ SOL, S/N                            ;Sant Climent Sescebes ;17751          ;GIRONA         ;972545059      
VILANOVA DE LA MUGA       ;EDUARD PUJOL, Nº 2                     ;Peralada              ;17492          ;GIRONA         ;972678135      
RABÓS                     ;PL. MAJOR, Nº 2                        ;Rabós                 ;17754          ;GIRONA         ;972563494      
CAMPDEVÀNOL               ;C/ LLEVANT, Nº 13                      ;Campdevànol           ;17530          ;GIRONA         ;972730062      
TOSES                     ;C/ SOLEI, Nº 2                         ;Toses                 ;17536          ;GIRONA         ;972736392      
PLANOLES                  ;C/ DE L'ESCOLES, Nº 9                  ;Planoles              ;17535          ;GIRONA         ;972736000      
PARDINES                  ;C/ PADRÓ, S/N                          ;Pardines              ;17534          ;GIRONA         ;972727027      
RIBES DE FRESER           ;PASSEIG DE GUIMERÓ, Nº 6               ;Ribes de Freser       ;17534          ;GIRONA         ;972727709      
CAMPELLES                 ;PL. AJUNTAMENT, S/N                    ;Campelles             ;17534          ;GIRONA         ;972727273      
GOMBRÈN                   ;C/ CARBASSER, Nº 3                     ;Gombrèn               ;17531          ;GIRONA         ;972712150      
QUERALBS                  ;PL. DE LA VILA, Nº 3                   ;Queralbs              ;17534          ;GIRONA         ;972727361      
VALLFOGONA DE RIPOLLÈS    ;C/ PUIG-ESTELA, Nº 9                   ;Vallfogona de Ripollès;17862          ;GIRONA         ;972701909      
RIPOLLÈS                  ;C/ MACIÀ BONAPLATA, Nº 9               ;Ripoll                ;17500          ;GIRONA         ;972700624      
SANT JOAN DE LES ABADESSES;C/ SOMATENISTA RAMON D'URG             ;Sant Joan de les Abade;17860          ;GIRONA         ;972723251      
OGASSA                    ;AV. DE LES MINES, Nº 13                ;Ogassa                ;17861          ;GIRONA         ;972720380      
PALAU-SAVERDERA           ;C/ RAVALET, Nº 1                       ;Palau-saverdera       ;17495          ;GIRONA         ;972552098      
ROSES                     ;CTRA. DE MAS OLIVA, Nº 23              ;Roses                 ;17480          ;GIRONA         ;972153759      
CADAQUÉS                  ;C/ NOU, Nº 6-10                        ;Cadaqués              ;17488          ;GIRONA         ;972258807      
CASTELLÓ D'EMPÚRIES       ;C/ RENTADOR S/N                        ;Castelló d'Empúries   ;17486          ;GIRONA         ;972250862      
PAU                       ;C/ DEL REI, Nº 2                       ;Pau                   ;17494          ;GIRONA         ;972552505      
EMPURIABRAVA              ;SECTOR GRAN RESERVA (EDIFICIO CENTRE CÍ;Castelló d'Empúries   ;17487          ;GIRONA         ;972453875      
BESCANÓ                   ;PL. JOAN MARAGALL, Nº 3                ;Bescanó               ;17162          ;GIRONA         ;972442570      
ESTANYOL                  ;PL. FONT BERNAT, S/N .CENTRE CÍVIC     ;Bescanó               ;17182          ;GIRONA         ;972442570      
MONTFULLÓ                 ;C/ RAL, S/N. CENTRE CÍVIC              ;Bescanó               ;17162          ;GIRONA         ;972442570      
FORNELLS DE LA SELVA      ;C/ VICENS VIVES, Nº 3                  ;Fornells de la Selva  ;17458          ;GIRONA         ;972476802      
AIGUAVIVA                 ;C/ DEL POU, Nº 1                       ;Aiguaviva             ;17181          ;GIRONA         ;972394318      
SALT - 2                  ;PASSEIG MARQUÉS DE CAMPS, Nº 52        ;Salt                  ;17190          ;GIRONA         ;972439136      
DR. JORDI NADAL I FÀBREGAS;C/ MANUEL DE FALLA, Nº 34-36           ;Salt                  ;17190          ;GIRONA         ;972243737      
VILANNA                   ;VEÏNAT DE L'ESTACIÓ, S/N. CENTRE CÍVIC ;Bescanó               ;17162          ;GIRONA         ;972442570      
VILABLAREIX               ;AVDA. LLUIS COMPANYS, Nº 60            ;Vilablareix           ;17180          ;GIRONA         ;972495587      
SANT FELIU DE GUÍXOLS     ;C/ GRAVINA, Nº 27 - 29                 ;Sant Feliu de Guíxols ;17220          ;GIRONA         ;972326009      
MARTÍ CASALS I ECHEGARAY  ;OL. CATALUNYA, Nº 2                    ;Santa Cristina d'Aro  ;17246          ;GIRONA         ;972835816      
CASTELL D'ARO             ;AV. DE LA PLATJA, Nº 64                ;Castell-Platja d'Aro  ;17249          ;GIRONA         ;972817803      
PLATJA D'ARO              ;C/ EUROCENTER, Nº 55-61, ILLA 4A.      ;Castell-Platja d'Aro  ;17250          ;GIRONA         ;972816213      
LA CANYA                  ;C/ LUÍS DE BOLÓS, S/N                  ;Sant Joan les Fonts   ;17858          ;GIRONA         ;972292089      
SANT JOAN LES FONTS       ;C/ JAUME BALMES, Nº 1                  ;Sant Joan les Fonts   ;17857          ;GIRONA         ;972290836      
BEGUDÀ                    ;CTRA. BEGUDÀ S/N                       ;Sant Joan les Fonts   ;17857          ;GIRONA         ;972291232      
CASTELLFOLLIT DE LA ROCA  ;C/ NOU, S/N                            ;Castellfollit de la Ro;17856          ;GIRONA         ;972294195      
LA SELVA                  ;C/ SANTA BÀRBARA, Nº 25                ;Santa Coloma de Farner;17430          ;GIRONA         ;972843016      
VILOBÍ D'ONYAR            ;C/ CAL FERRER PAGES, S/N               ;Vilobí d'Onyar        ;17185          ;GIRONA         ;972474112      
VILADASENS                ;C/ LLEVANT, Nº 4                       ;Viladasens            ;17464          ;GIRONA         ;972496263      
CERVIÀ DE TER             ;C/ HOSPITAL, Nº 7                      ;Cervià de Ter         ;17464          ;GIRONA         ;972496043      
PONT MAJOR                ;C/ PERE RABAT/PL. DE L'OM              ;Girona                ;17004          ;GIRONA         ;972210009      
COLOMERS                  ;PL. ESGLÉSIA, S/N                      ;Colomers              ;17144          ;GIRONA         ;972768094      
MEDINYÀ                   ;C/ MIGDIA, Nº 16                       ;Sant Julià de Ramis   ;17482          ;GIRONA         ;972498255      
SANT JORDI DESVALLS       ;C/ DR. JOHER S/N                       ;Sant Jordi Desvalls   ;17464          ;GIRONA         ;972798116      
SARRIÀ DE TER             ;C/ MOSSÈN CINTO VERDAGUER, Nº 3        ;Sarrià de Ter         ;17840          ;GIRONA         ;972170742      
VIDRERES                  ;AV. COSTA BRAVA, Nº 272                ;Vidreres              ;17411          ;GIRONA         ;972850156      
RIUDARENES                ;C/ SANT MARTÍ, Nº 57                   ;Riudarenes            ;17421          ;GIRONA         ;972164977      
SILS                      ;C/ DE COSME I DAMIÀ, S/N               ;Sils                  ;17410          ;GIRONA         ;972168492      
MAÇANET DE LA SELVA       ;AV. SANT LLORENÇ, Nº 7                 ;Maçanet de la Selva   ;17412          ;GIRONA         ;972859420      
GUALTA                    ;PL. MAJOR, Nº 1                        ;Gualta                ;17257          ;GIRONA         ;972760809      
JAFRE                     ;PL. MAJOR, Nº 2 BAIXOS                 ;Jafre                 ;17143          ;GIRONA         ;972768225      
SERRA DE DARÓ             ;C/ DARÓ, Nº 3                          ;Serra de Daró         ;17133          ;GIRONA         ;972761897      
LA TALLADA D'EMPORDÀ      ;C/ LES TORRES, Nº 1                    ;Tallada d'Empordà, La ;17134          ;GIRONA         ;972780560      
TORROELLA DE MONTGRÍ      ;C/ DR. MOLINAS, S/N                    ;Torroella de Montgrí  ;17257          ;GIRONA         ;972761101      
VERGES                    ;C/ LA PLACETA, Nº 1                    ;Verges                ;17142          ;GIRONA         ;972780494      
ESTARTIT                  ;C/ ESGLÉSIA, Nº 100                    ;Torroella de Montgrí  ;17258          ;GIRONA         ;972750063      
AVINYONET DE PUIGVENTÓS   ;PL. PINTOR SIBECAS, Nº 1               ;Avinyonet de Puigventó;17742          ;GIRONA         ;972546134      
SANTA LLOGAIA D'ALGUEMA   ;C/ ESCOLES, Nº 9                       ;Santa Llogaia d'Àlguem;17771          ;GIRONA         ;972512307      
CABANELLES                ;PL. ESCOLES, S/N                       ;Cabanelles            ;17746          ;GIRONA         ;972560628      
CISTELLA                  ;C/ CENTRE, Nº 19                       ;Cistella              ;17741          ;GIRONA         ;972546109      
SIURANA                   ;PL. MAJOR, S/N                         ;Siurana               ;17469          ;GIRONA         ;972526091      
LLADÓ                     ;C/ SANTA MARIA, Nº 2                   ;Lladó                 ;17745          ;GIRONA         ;972553568      
LLERS                     ;C/ NOU, Nº 1 BAIXOS                    ;Llers                 ;17730          ;GIRONA         ;972528405      
ORDIS                     ;C/ ESGLÉSIA, S/N                       ;Ordis                 ;17772          ;GIRONA         ;972526201      
ALBANYÀ                   ;C/ FIGUERES, S/N                       ;Albanyà               ;17733          ;GIRONA         ;972569014      
VILAFANT                  ;C/ MARIA TORRES, Nº 89. URBANITZACIÓ EL;Vilafant              ;17740          ;GIRONA         ;972514349      
VILAFANT POBLE            ;C/ OLOT, Nº 8                          ;Vilafant              ;17740          ;GIRONA         ;972546936      
VILAMALLA                 ;C/ BORRASSÀ, Nº 10                     ;Vilamalla             ;17469          ;GIRONA         ;972526189      
VILANANT                  ;C/ ESCOLES, Nº 1                       ;Vilanant              ;17743          ;GIRONA         ;972546003      
TARAVAUS                  ;PL. MAJOR, S/N                         ;Vilanant              ;17741          ;GIRONA         ;972514349      
NAVATA                    ;C/ ESCOLES, Nº 12                      ;Navata                ;17744          ;GIRONA         ;972553531      
TERRADES                  ;C/ MAJOR, Nº 7                         ;Terrades              ;17731          ;GIRONA         ;972569309      
SANT LLORENÇ DE LA MUGA   ;C/ ESGLÉSIA, Nº 2                      ;Sant Llorenç de la Mug;17732          ;GIRONA         ;972569337      
BORRASSÀ                  ;PL. MAJOR, Nº 3                        ;Borrassà              ;17770          ;GIRONA         ;972525037      
SANT RAMON                ;PL. SANTA MADRONA, Nº 4                ;Sant Ramon            ;25215          ;LLEIDA         ;973524145      
TALAVERA                  ;PL. MAJOR, S/N                         ;Talavera              ;25213          ;LLEIDA         ;973531048      
CASTELLNOU D'OLUGES       ;C/ LA PLAÇA, S/N                       ;Cervera               ;25214          ;LLEIDA         ;973531048      
CERVERA                   ;AV. DURAN I SAMPERE, S/N               ;Cervera               ;25200          ;LLEIDA         ;973531048      
ESTARÀS                   ;PL. ESTARÀS, Nº 1                      ;Estaràs               ;25214          ;LLEIDA         ;973531048      
GRANYENA DE SEGARRA       ;C/ SANT PERE, Nº 14                    ;Granyena de Segarra   ;25217          ;LLEIDA         ;973532187      
IVORRA                    ;PL. MAJOR, S/N                         ;Ivorra                ;25216          ;LLEIDA         ;973531048      
GUISSONA                  ;C/ RAMBLA DELS SEGADORS, Nº 57         ;Guissona              ;25210          ;LLEIDA         ;973551200      
MASSOTERES                ;C/ BAIXADA, S/N                        ;Massoteres            ;25211          ;LLEIDA         ;973551200      
VILAGRASSETA              ;C/ ESGLÉSIA, S/N                       ;Montoliu de Segarra   ;25217          ;LLEIDA         ;973531048      
MONTOLIU DE SEGARRA       ;C/ CALL, Nº 5                          ;Montoliu de Segarra   ;25217          ;LLEIDA         ;973531048      
L'AMETLLA DE SEGARRA      ;C/ MAJOR, Nº 32                        ;Montoliu de Segarra   ;25217          ;LLEIDA         ;973531048      
GRAMUNTELL                ;-                                      ;Ribera d'Ondara       ;25213          ;LLEIDA         ;973531048      
SANT ANTOLÍ I VILANOVA    ;C/ RAVAL DEL PONT, S/N                 ;Ribera d'Ondara       ;25213          ;LLEIDA         ;973540100      
EL LLOR                   ;PL. MAJOR, S/N                         ;Torrefeta i Florejacs ;25211          ;LLEIDA         ;973531048      
BELLVEÍ                   ;C/ AMPLE, S/N                          ;Torrefeta i Florejacs ;25212          ;LLEIDA         ;973551200      
TORREFETA                 ;PL. ESGLÉSIA, S/N                      ;Torrefeta i Florejacs ;25212          ;LLEIDA         ;973531048      
SEDÓ                      ;C/ BAIX, S/N                           ;Torrefeta i Florejacs ;25212          ;LLEIDA         ;973531048      
HOSTAFRANCS               ;C/ ÚNIC, S/N                           ;Plans de Sió, Els     ;25212          ;LLEIDA         ;973531048      
EL CANÓS                  ;C/ ÚNIC, S/N                           ;Plans de Sió, Els     ;25218          ;LLEIDA         ;973531048      
CONCABELLA                ;C/ ÚNIC, S/N                           ;Plans de Sió, Els     ;25212          ;LLEIDA         ;973531048      
LA GUÀRDIA LADA           ;C/ MAJOR, Nº 48                        ;Montoliu de Segarra   ;25217          ;LLEIDA         ;973531048      
LES OLUGES                ;C/ CASTELL, S/N                        ;Oluges, Les           ;25214          ;LLEIDA         ;973524145      
SANT GUIM DE FREIXENET    ;C/ GAUDÍ, S/N                          ;Sant Guim de Freixenet;25270          ;LLEIDA         ;973556464      
SANT GUIM DE LA PLANA     ;C/ BAIXADA CASTELL, S/N                ;Sant Guim de la Plana ;25211          ;LLEIDA         ;973551200      
CIVIT                     ;PL. MAJOR, S/N                         ;Talavera              ;25213          ;LLEIDA         ;973531048      
BELLMUNT                  ;C/ LA FONT, Nº 1                       ;Talavera              ;25213          ;LLEIDA         ;973531048      
TARROJA DE SEGARRA        ;CTRA. GUISSONA, S/N                    ;Tarroja de Segarra    ;25212          ;LLEIDA         ;973520100      
PUIGVERD D'AGRAMUNT       ;C/ CENDRA, Nº 5                        ;Puigverd d'Agramunt   ;25318          ;LLEIDA         ;973390635      
MONTCLAR                  ;C/ PARE FIDEL, S/N                     ;Agramunt              ;25317          ;LLEIDA         ;973390635      
LES VENTOSES              ;C/ BASSETA, S/N                        ;Preixens              ;25316          ;LLEIDA         ;973390635      
PRADELL DE SIÓ            ;PL. MAJOR, S/N                         ;Preixens              ;25316          ;LLEIDA         ;973390635      
PREIXENS                  ;CTRA. BALAGUER, Nº 10                  ;Preixens              ;25316          ;LLEIDA         ;973390635      
BELLVER D'OSSÓ            ;PL. 11 DE SETEMBRE, S/N                ;Ossó de Sió           ;25318          ;LLEIDA         ;973390635      
CASTELLNOU D'OSSÓ         ;PL. MAJOR, S/N                         ;Ossó de Sió           ;25318          ;LLEIDA         ;973390635      
MONTFALCÓ D'OSSÓ          ;PL. MAJOR, S/N                         ;Ossó de Sió           ;25318          ;LLEIDA         ;973390635      
OSSÓ DE SIÓ               ;PL. MAJOR, S/N                         ;Ossó de Sió           ;25318          ;LLEIDA         ;973390790      
LES PALLARGUES            ;PL. AJUNTAMENT, S/N                    ;Plans de Sió, Els     ;25212          ;LLEIDA         ;973554129      
MONT-ROIG                 ;C/ FORN, S/N                           ;Plans de Sió, Els     ;25318          ;LLEIDA         ;973390635      
AGRAMUNT                  ;C/ VERGE DELS SOCORS, S/N              ;Agramunt              ;25310          ;LLEIDA         ;973390635      
LA DONZELL                ;C/ MAJOR, Nº 5                         ;Agramunt              ;25317          ;LLEIDA         ;973390635      
MAFET                     ;C/ MAJOR, S/N                          ;Agramunt              ;25317          ;LLEIDA         ;973390635      
TORRES DE SEGRE           ;C/ JOAN MIRÓ, Nº 1                     ;Torres de Segre       ;25170          ;LLEIDA         ;973796331      
SOSES                     ;TRAVESSERA SINDICAT, Nº 8              ;Soses                 ;25181          ;LLEIDA         ;973797504      
ALCARRÀS                  ;C/ DAVANT, Nº 60-62                    ;Alcarràs              ;25180          ;LLEIDA         ;973795725      
ALGERRI                   ;PL. MAJOR, Nº 1                        ;Algerri               ;25130          ;LLEIDA         ;973426027      
ALFARRÀS                  ;C/ SISQUELLA, Nº 2                     ;Alfarràs              ;25120          ;LLEIDA         ;973761136      
ALGUAIRE                  ;C/ EL PERETÓ, S/N                      ;Alguaire              ;25125          ;LLEIDA         ;973757177      
ALMENAR                   ;C/ ESCOLES, S/N                        ;Almenar               ;25126          ;LLEIDA         ;973770218      
IVARS DE NOGUERA          ;C/ COSTA DEL PERE, S/N                 ;Ivars de Noguera      ;25122          ;LLEIDA         ;973761370      
EL PLA DE LA FONT         ;C/ LES ESCOLES, Nº 3                   ;Gimenells i el Pla de ;25114          ;LLEIDA         ;973742020      
SUCS                      ;C/ BOU, Nº 2                           ;Lleida                ;25113          ;LLEIDA         ;973748415      
ALMACELLES                ;C/ MELCIOR DE GUÀRDIA, S/N             ;Almacelles            ;25100          ;LLEIDA         ;973742020      
RAÏMAT                    ;C/ MAJOR, S/N                          ;Lleida                ;25111          ;LLEIDA         ;973742020      
GIMENELLS                 ;PL. ESPANYA, Nº 9                      ;Gimenells i el Pla de ;25112          ;LLEIDA         ;973748396      
