Id;Codifarm;Nom;Municipi;Adreça;CP;Tipusdevia;Numerovia;Telefon;Nomabs
68700;F08019594;LOPEZ DE LUCA, BEATRIZ;EL PRAT DE LLOBREGAT;CATALUNYA;8820;PLAÇA;22;933799953;PRAT DE LLOBREGAT 2
68701;F0801960;BRUNA REVERTER, M.ANGELS;BARCELONA;DOS DE MAIG;8025;CARRER;288;932350542;BARCELONA 10-F
68702;F08019604;JANSANA PUERTA, ANNA MARIA;BARCELONA;GENERAL MITRE;8017;RONDA;36;932803698;BARCELONA 5-C
68703;F08019611;JIMENO MARTINEZ, M.JESUS;EL PRAT DE LLOBREGAT;PRIORAT;8820;CARRER;S/N;933797522;PRAT DE LLOBREGAT 2
68704;F08019629;SOLER CANUDAS, M.DOLORS;CALLDETENES;VELLA;8519;PLAÇA;4;938861617;SANTA EUGENIA DE BERGA*
68705;F08019636;MALLASSEN ZINSSER, ISABEL;CASTELLDEFELS;NARCIS MONTURIOL;8860;CARRER;3;936655011;CASTELLDEFELS-1
68706;F08019643;MARTINEZ ROSELL, M PILAR;TORRELLES DE FOIX;DE PONTONS;8737;CARRETERA;7;938972122;PENEDES-RURAL*
68707;F08019650;SOTELO PRATS, LLUC;BADALONA;ALFONS XIII;8912;AVINGUDA;127-129;933879350;BADALONA 4 (GORG)
68708;F08019668;BASTIDA FERNANDEZ, BERTA;HOSPITALET DE LLOBREGAT L';CAN SERRA;8906;AVINGUDA;92;934379792;HOSPITALET DE LLOBREGAT 10
68709;F08019675;RIUS SALA, MARIA MERCE;BARCELONA;BIOSCA;8030;CARRER;23;932744548;BARCELONA 9-E
68710;F08019682;TROIANO GOMA, RICARD;VILADECAVALLS;BARCELONA;8232;AVINGUDA;2;937800559;TERRASSA-D
68711;F08019690;BRUN CASANOVAS, NURIA;MOLINS DE REI;TORRAS i BAGES;8750;CARRER;21;936682954;MOLINS DE REI
68712;F08019700;VALLEJO CANALEJO, IGNASI;BARCELONA;ANTONIO MACHADO;8033;CARRER;4;934275919;BARCELONA 8-F
68713;F08019717;HERREROS FERNANDEZ, FELISA;GAVA;SANTA CREU DE CALAFELL;8850;CARRETERA;135;936623712;GAVA 2
68714;F08019724;GARCIA SALA, AURELIA;SABADELL;SANTIAGO SEGURA;8207;CARRER;8:00 AM;937166806;SABADELL 3-B
68715;F08019749;COTANDA GARCIA, ANNA MARIA;BARCELONA;LEPANTO (TDA-2);8025;CARRER;398;933473350;BARCELONA 7-B
68716;F08019756;CALREO TORRICO, CRISTINA;BARCELONA;ALSACIA;8031;CARRER;8;933533210;BARCELONA 8-F
68717;F08019763;MARIN PARES, ESTHER;EL PRAT DE LLOBREGAT;MAURICI VILUMARA;8820;CARRER;48;933792200;PRAT DE LLOBREGAT 1
68718;F08019788;MORANCHO ECHEVERRIA, OLGA;EL PRAT DE LLOBREGAT;MONTSANT (BLOC-E);8820;CARRER;18;933798721;PRAT DE LLOBREGAT 3
68719;F08019795;MATAS MARGARIT, ROSA M.;OLESA DE MONTSERRAT;ARGELINES;8640;CARRER;49;937781036;OLESA DE MONTSERRAT
68720;F08019805;BLAZQUEZ RODRIGUEZ, MERCE;BARCELONA;MIQUEL I BADIA;8024;CARRER;12;932131666;BARCELONA 6-E
68721;F08019812;RAMIS MIRO, MARIA TERESA/LLEBARIA RAMIS, MARIONA;SANT BOI DE LLOBREGAT;ROSSELLO;8830;CARRER;98;936523931;SANT BOI DE LLOBREGAT 1
68722;F08019820;ROCA HUERGO,SUSANA ISABEL;SABADELL;BALMES;8203;CARRER;83-85;937270594;SABADELL 1-B
68723;F08019837;CORTADA SINDREU, ANNA;ARGENTONA;BARCELONA;8310;CARRER;26;937971400;ARGENTONA
68724;F08019844;COLOME FUSTE, SUSANA;BADALONA;TORTOSA;8912;CARRER;105;933886250;BADALONA 4 (GORG)
68725;F08019851;LANTIGUA RODRIGUEZ, M.ANGELS;BARCELONA;MINERIA;8004;CARRER;70;933324062;BARCELONA 3-H
68726;F08019869;CALDUCH PORTA, MARTA;SANT JUST DESVERN;MIQUEL REVERTER;8960;CARRER;22;933720201;SANT JUST DESVERN
68727;F08019876;MORA ALOY, ANNA/FONT DOS, ALICIA;VILANOVA DEL CAMI;SANTA LLUCIA;8788;CARRER;97;938036171;VILANOVA DEL CAMI
68728;F08019883;HERNANDEZ MARCE, BEGOÑA;SANT ANDREU DE LA BARCA;CONSTITUCIO;8740;AVINGUDA;76-80;936820357;SANT ANDREU DE LA BARCA
68729;F08019890;BONDIA MARTINEZ, FERNANDO;SANT JUST DESVERN;SALVADOR ESPRIU (LOCAL 3);8960;CARRER;2;933721502;SANT JUST DESVERN
68730;F08019900;ALIAS FAYA, ANA M;HOSPITALET DE LLOBREGAT L';CANIGO;8901;CARRER;50;933379061;HOSPITALET DE LLOBREGAT 2
68731;F08019918;MASDEU PUIG, M.ANTONIA;TERRASSA;BEJAR;8225;CARRER;39;937800317;TERRASSA-E
68732;F08019925;ROCAMORA RAMONET, JOSEP MARIA;ABRERA;ESGLESIA;8630;PASSEIG;4;937703684;ABRERA
68733;F08019932;MONTORO PEREZ, JOSEP (HEREUS);BARCELONA;GRAN VIA CORTS CATALANES;8020;CARRER;1180;933134366;BARCELONA 10-D
68734;F08019940;COROMINAS MOLINER, ANNA;CERCS;CAIXA D'ESTALVIS DE MANRESA;8698;CARRER;6;938248252;BERGA
68735;F08019957;DURAN GIRALT, ANNA;SANT PERE DE RIBES;MIQUEL SERVET (LES ROQUETES);8810;CARRER;25;938934551;ROQUETES-CANYELLES
68736;F08019964;MILA PRÜNTE,VICTOR;EL PRAT DE LLOBREGAT;ROSA RIBAS PARELLADA;8820;CARRER;23;933791096;PRAT DE LLOBREGAT 2
68737;F08019989;ISERN GARCIA, MARIA ALEGRIA;PARETS DEL VALLES;CATALUNYA;8150;AVINGUDA;135;935620472;PARETS DEL VALLES
68738;F08019996;MAS LOMBARTE, ANTONI;GRANOLLERS;BERTRAN DE SEVA;8400;CARRER;3;938491810;GRANOLLERS 2-NORD
68739;F08020007;VIAYNA ORNOSA, ENRIC (HEREUS);PREMIA DE MAR;DE LA PLAÇA;8330;CARRER;94;937515194;PREMIA DE MAR
68740;F08020014;GONZALEZ MERCADER, MARGARITA;BARCELONA;POMPEU FABRA;8024;CARRER;2;932101016;BARCELONA 6-E
68741;F08020021;CORNELLAS FALGUERAS, PIUS;MANLLEU;D'OLOT;8560;CARRETERA;61;938512595;MANLLEU
68742;F08020039;BUXEDA FIGUEROLA, MARTA;TERRASSA;SANTA EULALIA;8223;CARRER;371;937836960;TERRASSA-G
68743;F08020046;DUCH PAIXA, JAUME;SEVA;ONZE DE SETEMBRE;8553;AVINGUDA;38;938840039;TONA*
68744;F08020053;FRANCITORRA PRAT,PERE/FRANCITORRA FERRER,PERE;PINEDA DE MAR;MARE DE DEU DE MONTSERRAT;8397;AVINGUDA;61;937624655;PINEDA DE MAR
68745;F08020060;MORILLO BASAS, LOURDES;BARCELONA;PARAGUAY;8020;CARRER;25;933138400;BARCELONA 10-D
68746;F08020078;LLUIS CARPINTERO, PERE RAMON;CERDANYOLA DEL VALLES;ALTIMIRA;8290;CARRER;18;936924708;CERDANYOLA VALLES 2
68747;F08020092;DE REYNOSO BONET, M.GLORIA DE;TERRASSA;CAN BOADA, BLOC, 5, LOCAL 3;8225;;;937808203;TERRASSA-E
68748;F08020102;FERNANDEZ TAPIA, M. PILAR;VALLGORGUINA;NOVA;8470;CARRETERA;29;938672151;SANT CELONI*
68749;F08020110;GALINDO LOZANO, TERESA/MARTIN PALMA,ANNA;HOSPITALET DE LLOBREGAT L';CAN SERRA, (BL G);8906;AVINGUDA;20;933388400;HOSPITALET DE LLOBREGAT 10
68750;F08020127;VILAMALA TERRICABRAS,JORDI/VILAMALA LLAVERIA, GRISELDA I ALBERT;ESPLUGUES DE LLOBREGAT;DE CORNELLÀ;8950;CARRETERA;99-101;933721701;ESPLUGUES DE LLOBREGAT 2
68751;F08020134;CLIMENT CASTRO, ANNA M.;MOLLET DEL VALLES;CAN MAGRE;8100;CARRER;4;935707368;MOLLET DEL VALLES-1 EST
68752;F08020141;GIL COLOMER, PILAR;CARDEDEU;ARAGO;8440;CARRER;39;938460104;CARDEDEU
68753;F08020159;LLANSO SANCHEZ, OSCAR;MALGRAT DE MAR;PONENT;8380;CARRER;8;937611904;MALGRAT DE MAR
68754;F08020173;BRIO GUIBERNAU, MONTSERRAT;BARCELONA;ANTONIO MACHADO;8042;CARRER;18;934272495;BARCELONA 8-F
68755;F08020180;CHANUT ROS, MARIA ANGELS;SANT CELONI;DE LA PAU;8470;AVINGUDA;51;938671803;SANT CELONI*
68756;F08020198;PERALES AGUSTIN, SARA;VILANOVA I LA GELTRU;CUBELLES;8800;AVINGUDA;41;938150604;VILANOVA I LA GELTRU-1
68757;F08020215;RUANO TIBAU, M.SOCORRO;CALDES DE MONTBUI;SABADELL;8140;CARRER;41;938650566;CALDES DE MONTBUI*
68758;F08020222;GARZON GRANE, CARLES;MANRESA;FONT DE CAPELLANS;8243;CAMI;10;938747800;MANRESA 4
68759;F08020230;LUCA GALLEGO, M.PILAR DE;HOSPITALET DE LLOBREGAT L';CARME AMAYA, (BLOC 24);8902;AVINGUDA;;933361001;HOSPITALET DE LLOBREGAT 11
68760;F08020247;DE DIOS CULEBRAS, PILAR;MARTORELL;COMERÇ;8760;CARRER;5;937753229;MARTORELL
68761;F08020254;NOFRE MERCADER, BERTA;TORELLO;MANLLEU;8570;CARRER;31;938592252;VALL DEL GES, LA*
68762;F08020261;JONCH SAMPERE, MONTSERRAT;VILAFRANCA DEL PENEDES;EUGENI D'ORS;8720;CARRER;S/N;938901796;VILAFRANCA DEL PENEDES 1
68763;F08020279;LOPEZ SANTIN, LIDIA;OLOST;DOCTOR LLEOPART;8516;PASSEIG;4;938880209;LLUÇANES
68764;F08020293;ALTIRRIBA PERTEGAZ, JOAN;VILASSAR DE MAR;SANTA MARIA;8340;CARRER;93;937595958;VILASSAR DE MAR
68765;F08020328;GOMA LLAIRO, LAURA;SANTA COLOMA DE GRAMENET;MILA i FONTANALS;8922;CARRER;79;933925601;SANTA COLOMA DE GRAMENET 6
68766;F08020335;PLANAS CASALPRIM, MATEU;CALELLA;ESGLESIA;8370;CARRER;360;937662093;CALELLA
68767;F08020342;VILLAESCUSA VILLEGAS, IGNACIO;COLLBATO;SANT CORNELI;8293;CARRER;1;937770076;ESPARREGUERA
68768;F08020350;SANTIAGO ORTEGA, MARIA LUISA;SANT CUGAT DEL VALLES;MOLI DE LES PLANES;8196;CARRER;24;936749251;SANT CUGAT DEL VALLES-2
68769;F08020367;AVILES CORTES, MONTSERRAT;ULLASTRELL;VERGE DE MONTSERRAT;8231;CARRER;75;937809060;TERRASSA-D
68770;F08020374;UTGES GABARRO, NURIA;MONTESQUIU;SANT BOI;8585;CARRER;3;938550077;SANT QUIRZE DE BESORA*
68771;F08020381;GAZA PAUSAS, ELISABET;PREMIA DE MAR;LLUIS COMPANYS;8330;GRAN VIA;136;937515800;PREMIA DE MAR
68772;F08020399;ARRIBAS GENESCA, ALEX;CASTELLVI DE LA MARCA;QUATRE CANTONS;8732;CARRER;1;938918207;PENEDES-RURAL*
68773;F08020409;VILA FONTARNAU, MARIA;FOLGUEROLES;POETES CATALANS;8519;AVINGUDA;27;938887085;SANTA EUGENIA DE BERGA*
68774;F08020416;TORRES SANCHO, ANGEL;SANTA EULALIA DE RIUPRIMER;MAJOR;8519;CARRER;22;938830004;VIC - 2
68775;F08020423;ENGEL CELLIER, CARLES;CANYELLES;NOU;8811;CARRER;2;938973044;ROQUETES-CANYELLES
68776;F08020430;SEGURA BENANTE, NEUS;LLACUNA LA;FORMICO;8779;PLAÇA;S/N;938976154;ANOIA-RURAL*
68777;F08020455;ESPUNY TOMAS, M.JOSEP;BADALONA;JOAQUIM RUYRA;8912;CARRER;12;933831351;BADALONA 4 (GORG)
68778;F08020462;CASACUBERTA TOR, MA. LLUISA;SANT BARTOMEU DEL GRAU;VELL;8503;CARRER;S/N;938889101;LLUÇANES
68779;F08020470;FONT SANAHUJA, SALVADOR;AVINYONET DEL PENEDES;DE BARCELONA;8793;CARRETERA;43;938970082;PENEDES-RURAL*
68780;F08020487;MOLINAS COLLDEFORS, M.ANTONIA;GUALBA;BISBE PONÇ;8490;CARRER;21;938487028;SANT CELONI*
68781;F08020494;SOUSA SOUSA/MARTINEZ SOLE;DOSRIUS;PAU CASALS;8319;CARRER;3;937919326;ARGENTONA
68782;F08020504;SORIANO SEMPERE/GARCIA-MIRANDA/PUCHOL JAMBERT;BADALONA;ANTIGA DE VALENCIA;8914;CARRETERA;31;933999276;BADALONA 6
68783;F08020511;GAYA MONTSERRAT, SANTIAGO;OLERDOLA;CARRERADA;8734;CARRER;28;938903619;PENEDES-RURAL*
68784;F08020529;FERRE GARRICH, JOSEP M;PLA DEL PENEDES EL;SANTS  ABDON I SENEN;8733;CARRER;S/N;938921900;PENEDES-RURAL*
68785;F08020550;CALM NOGUES,MA. JOSEP;SANT FELIU DE LLOBREGAT;COMTE VILARDAGA;8980;PASSEIG;89-91;936669201;SANT FELIU DE LLOBREGAT 2
68786;F08020568;BERINGUES SORRIBAS, LLUIS;SANT CUGAT DEL VALLES;LLUIS COMPANYS;8172;CARRER;46;935893968;SANT CUGAT DEL VALLES-1
68787;F08020575;COSTA BOTINES, CARME;RIPOLLET;MARE DE DEU DEL PILAR;8291;CARRER;10;936921034;CERDANYOLA-RIPOLLET
68788;F08020582;AGUSTI GARCIA-NAVARRO,M.ASUNCION;HOSPITALET DE LLOBREGAT L';DE LA MARINA;8907;RAMBLA;204;933367602;HOSPITALET DE LLOBREGAT 12
68789;F08020600;CORDOMI CAMPANYA, GEMMA;TORRE DE CLARAMUNT LA;SANT JOAN BAPTISTA;8786;CARRER;6;938012000;CAPELLADES
68790;F08020624;MARTINEZ PARDO, ISABEL;BARCELONA;DE DALT;8024;TRAVESSERA;110;932104253;BARCELONA 6-E
68791;F08020631;VIÑALS FERRER, LAIA;CARME;SANT MARTI;8787;CARRER;44;938080165;ANOIA-RURAL*
68792;F08020649;URIARTE CULLERE, MIGUEL;VILADECANS;DOCTOR REIG;8840;CARRER;67;936589251;VILADECANS 2
68793;F08020656;GABARROS GUERRERO, ANNA;SANTA MARIA D'OLO;SANT ANTONI MARIA CLARET;8273;PLAÇA;3;938300050;ARTES*
68794;F08020670;FERRER VERDURA, M.ROSA;OLVAN;DE BERGA;8611;CARRETERA;13;938211008;BAIX BERGUEDA
68795;F08020688;GENOVA ROJO, ANNA;SANTA SUSANNA;DEL MAR;8398;AVINGUDA;BLOC-1 LOC-5;937634093;PINEDA DE MAR
68796;F08020695;JUNYENT SANTAMARIA, ELENA;HOSTALETS DE PIEROLA, ELS;ESGLESIA;8781;CARRER;53;937712355;PIERA
68797;F08020705;GUMA VICH, JOSEP;MEDIONA;DOCTOR TRUETA;8773;CARRER;16;938985058;SANT SADURNI D'ANOIA
68798;F08020712;BOSCH GIBERT, MONTSERRAT;TORRELAVIT;SEGIMON TOMEU;8775;CARRER;1 BIS;938995827;SANT SADURNI D'ANOIA
68799;F08020744;FERRE GARRICH, IRENE;FONT-RUBI;CATALUNYA/STA.MARIA;8736;AVINGUDA;34;938978590;PENEDES-RURAL*
68800;F08020751;DOMENECH FABREGAT, JOSEFINA;SANT MARTI DE TOUS;PRATS;8712;CARRER;5 BIS;938096179;ANOIA-RURAL*
68801;F08020769;TALON MARCH, MANUELA;ESPLUGUES DE LLOBREGAT;SANTA ROSA;8950;CARRER;5;933725852;ESPLUGUES DE LLOBREGAT 2
68802;F08020776;BARTOLOME PEREZ, JOSEP;SANTA COLOMA DE GRAMENET;CORDOBA;8224;CARRER;47;933927353;SANTA COLOMA DE GRAMENET 3
68803;F08020790;ALMODOVAR SALVAT, MANUEL;ESTANY L';RODOS;8189;CARRER;3;938300722;MOIA
68804;F08020800;ITARTE CASANOVA, M.DOLORS/BELENCOSO ITARTE,CAROLINA;CASTELLDEFELS;PINEDA;8860;AVINGUDA;20;936654711;CASTELLDEFELS-2
68805;F08020818;ALVAREZ FERNANDEZ, ROSA MARIA;CORNELLA DE LLOBREGAT;SANT JOAN DESPI (LOCAL 1, BLOC A);8840;CARRETERA;25;933775391;CORNELLA DE LLOBREGAT 1
68806;F08020825;HERRERO TORRES, JORGE;SABADELL;PLINI EL VELL (LOCALS 4 - 5);8206;CARRER;01-maig;937165497;SABADELL 4-B
68807;F08020832;BLANCA GUTIERREZ, JOSEP M./SUADES CORNELLA, JOAN;BARBERA DEL VALLES;DEL TIBIDABO;8210;CARRER;68;937190101;BARBERA DEL VALLES
68808;F08020840;ACOSTA LORENZO, MA. DOLORS;SANT FELIU SASSERRA;DE MANRESA;8274;CARRETERA;1;938819006;ARTES*
68809;F08020857;JIMENEZ LOPEZ, GABRIEL;PRATS DE REI ELS;DE LA SARDANA;8281;PLAÇA;10;938698869;CALAF*
68810;F08020864;CONSTANSO VILASECA, M.CARME;MASIES DE RODA LES;SANT JOSEP;8519;CARRER;1;938541174;RODA DE TER
68811;F08020871;SERAROLS GOLOBARDES, M.DOLORS;MANRESA;POLIG.LA BALCONADA (LOC-15);8243;CARRER;;938743957;MANRESA 4
68812;F08020889;CRESPI ARNAUS, M. DOLORS;LA GARRIGA;CALABRIA;8530;CARRER;78;938716996;GARRIGA,LA*
68813;F08020906;MARTINEZ FOLCH, JOSEP M;VACARISSES;SALVADOR BADIA;8299;CARRER;13;938359400;MONTSERRAT
68814;F08020913;GALCERAN JO, ANNA;BARBERA DEL VALLES;DOCTOR MORAGAS;8210;PASSEIG;184;937190252;BARBERA DEL VALLES
68815;F08020920;CAPDEVILA BASSOLS, RAFEL;BADALONA;ANGEL GUIMERA;8915;CARRER;17;933837402;BADALONA 10
68816;F08020938;LOZANO ARROYO, ISMAEL;SANT ANDREU DE LA BARCA;GUATEMALA;8740;CARRER;16;936533404;SANT ANDREU DE LA BARCA
68817;F08020952;ARMERO RAMBLA/ALONSO LIZONDO;SANT VICENÇ DELS HORTS;ALBACETE;8620;RAMBLA;45;936566252;SANT VICENÇ DELS HORTS-2
68818;F08020960;SOLA BADIA, OLGA;BRUC EL;BRUC DEL MIG;8553;CARRER;15 BIS;937710201;ESPARREGUERA
68819;F08020977;RAMIA OLLER, ANNA M.;SANT ISCLE DE VALLALTA;VINT-I-CINC DE JUNY;8359;CARRER;S/N;;CANET DE MAR
68820;F08020984;JUVES VIDAL, PERE;SANT CUGAT SESGARRIGUES;MILA I FONTANALS;8798;CARRER;18-20;938970243;PENEDES-RURAL*
68821;F08020991;NOGUERA MARTORELL, ENRIC;CALELLA;SANT JAUME;8370;CARRER;87;937694754;CALELLA
68822;F08021057;BERNET VIDAL, CAROLINA;RODA DE TER;JACINT VERDAGUER;8510;CARRER;1;938540553;RODA DE TER
68823;F08021071;MITJANS BAQUES PERE  JOAN;VILOBI DEL PENEDES;DE LA DIPUTACIO;8735;CARRETERA;S/N;;PENEDES-RURAL*
68824;F08021089;RODRIGUEZ BRAUN, JUAN;PREMIA DE MAR;MALLORCA;8330;CARRER;18;937511874;PREMIA DE MAR
68825;F08021096;TORRAS GALI, MONTSERRAT;SANT VICENÇ DE CASTELLET;EDUARD PEÑA;8295;CARRER;30;;SANT VICENÇ DE CASTELLET
68826;F08021113;GUILLEN SIMON , LAURA;VILADA;TEODORO MIRALLES;8613;CARRER;3;;BERGA
68827;F08021138;MATEOS NAVARRO, SILVIA;TORDERA;EMILI VENDRELL;8399;CARRER;6;937640455;TORDERA
68828;F08021145;TORREGUITART,LOURDES/GUERRERO,MARIA JOSE/PALLI,SERGI;EL PRAT DE LLOBREGAT;TERMINAL 1 (LOCAL 28);8820;PAS;S/N;933704503;PRAT DE LLOBREGAT 3
68829;F08021160;LLUCH VILLAMOR, M.CARME;VILANOVA DEL VALLES;DEL CENTENARI;8410;PASSEIG;25;932134874;MONTORNES/MONTMELO
68830;F08021177;BERGA MARTI, CARLES;VILADECANS;JAUME ABRIL;8840;CARRER;23;936582598;VILADECANS 1
68831;F08021219;BRUFAU TUDELA, PERE;MONTGAT;VELL  DE TIANA;8390;CAMI;56;934690886;MONTGAT
68832;F08021265;MUÑOZ ROIG, FRANCISCO JAVIER;SANTA MARIA DE MARTORELLES;LOPEZ  DE CASTRO;8100;CARRER;9;935701182;MARTORELLES
68833;F08021280;OLIVELLA MIQUEL, RAQUEL;VALLIRANA;MIQUEL BATLLE;8759;CARRER;14;936601046;VALLIRANA
68834;F08021297;CAUS FUMAÑA, MARTA;CERDANYOLA DEL VALLES;DEL PI       (BELLATERRA);8193;PLAÇA;5;936914655;CERDANYOLA VALLES 1
68835;F08021307;CERDA MOTA,RAMON/GABALDON ROSELL,VIRGILI;OLESA DE BONESVALLS;MOLI      (URB. CAN MORGADES);8795;CARRER;19;938984166;PENEDES-RURAL*
68836;F08021339;CORTES ESPONA, JAUME;SANT SALVADOR DE GUARDIOLA;SANT MARC;8253;CARRER;19;938352600;MANRESA 1*
68837;F08021346;SELVA VALLESPINOSA,J/SELVA MARTI, C;CERDANYOLA DEL VALLES;TORRENT;8290;CARRER;14;936918901;CERDANYOLA VALLES 1
68838;F08021353;PONT SERRA MA EUGENIA;RUBI;MESTRE MAGI RAMENTOL;8191;CARRER;7;;RUBI 2
68839;F08021378;BASTE SABE, M IMMACULADA;CANOVES I SAMALUS;EL SUI;8445;CARRER;2;938710534;CARDEDEU
68840;F08021402;LAUROBA CANALETA, CAROLINA;GAVA;AUTOVIA CASTELLDEFELS,KM.16.530;8850;CARRETERA;s/n;936332133;GAVA 2
68841;F08021427;TAULE ROMAGOSA, FRANCESC;ESPARREGUERA;PRINCEPS ESPANYA;8292;CARRER;70;937774054;ESPARREGUERA
68842;F08021434;KAID-SALAH FERRON, SHEDDAD;MONISTROL DE CALDERS;MOLI;8279;CARRER;4;;ARTES*
68843;F08021441;GALCERAN CATAFAU, SALVADOR;BARBERA DEL VALLES;GENERALITAT;8210;AVINGUDA;41;;BARBERA DEL VALLES
68844;F08021459;IGLESIAS ALASTRUE, MA. ISABEL;SANT FOST DE CAMPSENTELLES;PRAT DE LA RIBA;8100;AVINGUDA;5;935700320;MARTORELLES
68845;F08021466;MIRO RELAT, ROSER;MONTCADA I REIXAC;CAMELIES;8110;CARRER;32;935646904;MONTCADA I REIXAC 1
68846;F08021473;RAICH BALAGUE, MA. CARME;GIRONELLA;BARRIADA BASSACS;8680;CARRETERA;50;;BAIX BERGUEDA
68847;F08021498;CASAS BOSCH,MA CARME;SANT CELONI;COMERÇ;8470;CARRER;16;938675788;SANT CELONI*
68848;F08021515;VALENZUELA RUMBERO, GEMA;LLINARS DEL VALLES;ESGLESIA;8950;CARRER;2;938410303;ALT MOGENT
68849;F08021522;GUIX CAPDEVILA, MONICA GRISELDA;SITGES;DE LES BOTIGUES DE SITGES;8870;AVINGUDA;6;;CASTELLDEFELS-2
68850;F08021547;ALAMO RUIZ, TRINITAT;JORBA;DE LES ERES;8719;PASSATGE;6;938094102;ANOIA-RURAL*
68851;F08021554;SETO MELICH, MARTA;PINEDA DE MAR;SANTIAGO RUSIÑOL;8397;CARRER;58;937626905;PINEDA DE MAR
68852;F08021561;BARENYS DE LACHA, BEGOÑA;BARCELONA;URRUTIA;8031;PASSEIG;64;934202342;BARCELONA 8-F
68853;F08021579;GALCERA PIÑOL, MONICA;CASTELLDEFELS;MARITIM;8860;PASSEIG;249-251;936657409;CASTELLDEFELS-2
68854;F08021586;SERRA TENAS, TOMAS;CASTELLGALI;DE MANRESA-ABRERA;8252;CARRETERA;;;SANT VICENÇ DE CASTELLET
68855;F08021610;BERNAL PIÑOL, CARLOTA;ALELLA;MASNOU A GRANOLLERS;8328;CARRETERA;30;935400383;EL MASNOU-ALELLA
68856;F08021642;GARCIA ROYUELA,MA. CARME;RUBI;SEGOVIA;8191;CARRER;1;;RUBI 1
68857;F08021650;SINDREU TORRENT, AIRY;ARGENTONA;SANT MIQUEL;8310;CARRER;7 (LOCAL 7);937570501;ARGENTONA
68858;F08021667;REXACH COLL, JORGE;CALDERS;PAISOS CATALANS;8279;CARRER;11;938309238;ARTES*
68859;F08021674;ESPINOSA DURO,MA. ISABEL;GURB;SANT BARTOMEU,KM.1,6;8519;CARRETERA;;938891023;VIC - 1
68860;F08021699;GUANTER BALLESTA, JOSEP MARIA;VALLROMANES;RAMBLA DE VALLROMANES;8188;AVINGUDA;14;;MONTORNES/MONTMELO
68861;F08021709;CASES SEBASTIA, M IMMACULADA;VILANOVA DEL CAMI;GIRONA;8788;CARRER;05-jul;938060044;VILANOVA DEL CAMI
68862;F08021716;TORROELLA PUIG, CRISTINA;SANTA PERPETUA DE MOGODA;SETZE (BARRI LA FLORIDA);8130;AVINGUDA;40;;SANTA PERPETUA DE LA MOGODA
68863;F08021723;MACIA POU, MONTSERRAT;SANT BOI DE LLUÇANES;LLUÇANES;8589;PASSATGE;19;;SANT QUIRZE DE BESORA*
68864;F08021730;LOPEZ FERRER,MONTSERRAT;CUBELLES;MALLORCA (EDIFICI FOIX,5);8880;CARRER;21;938952804;CUBELLES - CUNIT
68865;F08021748;LACORZANA LOPEZ, MARIA LOURDES;PALAU SOLITA I PLEGAMANS;LA SAGRERA;8184;CARRER;4;938966354;PALAU-SOLITA I PLEGAMANS
68866;F08021755;VON CARSTENN-LICHTERFELDE MENENDEZ,CARLOS;MALGRAT DE MAR;BON PASTOR;8380;AVINGUDA;34;937612823;MALGRAT DE MAR
68867;F08021762;LLUCH VILLAMOR, MARIA ROSER;SANT BOI DE LLOBREGAT;JOSEP MARIEGES I JULIA;8830;CARRER;17;936303122;SANT BOI DE LLOBREGAT 4
68868;F08021770;MAHON GODAYOL,RAFEL;MALLA;C 17, KM.54.5;8519;CARRETERA;S/N;938895255;TONA*
68869;F08021787;BUENACHE BLANCO, ALICIA;PREMIA DE MAR;GRAN VIA DE LLUIS COMPANYS (LOCAL 8);8330;CARRER;241;937520488;PREMIA DE MAR
68870;F08021794;ALEMANY INGLADA, PERE;MANRESA;SANTPEDOR;8243;CARRETERA;228-230;938784040;MANRESA 3
68871;F08021804;VIRU MARTINEZ, WALTER JOSE;GRANOLLERS;ROGER DE FLOR;8400;CARRER;45;;GRANOLLERS 3-CENTRE EST
68872;F08021811;DESCALS VILARNAU, MERCÈ;SANT MATEU DE BAGES;CARDONA - VALLS TORRUELLA;8269;CARRETERA;;938696060;SURIA*
68873;F08021829;TUGUES MOLERA, MA. ANGELS;VILADECAVALLS;ANTONI SOLER HOSPITAL;8232;CARRER;13;;TERRASSA-D
68874;F08021836;MAÑER CATALA,M/ASENCIO REPULLES,S;CORBERA DE LLOBREGAT;ANDREU CERDA;8757;CARRER;54;936882888;CORBERA DE LLOBREGAT
68875;F08021843;GUINART ARAIZTEGUI, ANNA MA.;SANT ANDREU DE LLAVANERES;SANT PERE;8392;CARRER;14;937952847;SANT ANDREU DE LLAVANERES
68876;F08021850;SANDOVAL MOLERA, M. ISABEL;SANT PERE DE VILAMAJOR;SANT NONAT;8459;CARRER;15-17;;ALT MOGENT
68877;F08021868;BARBERO CASTELLVI, MONTSERRAT;MOLLET DEL VALLES;GAIETA VINZIA;8100;CARRER;66;935931127;MOLLET DEL VALLES-2 OEST
68878;F08021875;CARDONA REGADA, ARTUR;CASTELLVI DE ROSANES;DEL SERRAL;8769;CARRER;1;937741013;MARTORELL RURAL
68879;F08021882;MORATO BALLETBO, MA ASSUMPTA;SANTA PERPETUA DE MOGODA;AUSIAS MARCH;8130;CARRER;38-40;;SANTA PERPETUA DE LA MOGODA
68880;F08021890;MUNMANY BOIX, ESTEVE;VIC;DE LA CREU (SENTFORES);8500;PLAÇA;1;;VIC - 2
