Id;Codifarm;Nom;Municipi;Adreça;CP;Tipusdevia;Numerovia;Telefon;Nomabs
67817;F08010175;GARCIA MODREGO, ENRIQUE;BARCELONA;SAS;8030;CARRER;31;933455019;BARCELONA 9-E
67818;F08010182;MONTSERRAT MARCO, M.ANTONIA;SABADELL;BRUTAU (CANTONADA GORINA I PUJOL);8203;CARRER;187;937103645;SABADELL 1-B
67819;F08010190;MORENO SANCHEZ, CARLOS;HOSPITALET DE LLOBREGAT L';GARROFERS;8905;CARRER;29 BIS;932497812;HOSPITALET DE LLOBREGAT 8
67820;F08010200;SESE BLANCAS E/SESE BLANCAS A.;BARCELONA;PERE IV;8020;CARRER;501;933142260;BARCELONA 10-D
67821;F08010217;ESTAUN MORELL, MARIA VICTORIA;BARCELONA;SANTA COLOMA;8030;PASSEIG;29-31;933453210;BARCELONA 9-I
67822;F08010224;MIQUEL CARBO, F.XAVIER;BARCELONA;MADRID;8028;AVINGUDA;8;932405152;BARCELONA 3-I
67823;F08010231;CASANOVA PUIGMARTI, M.ASSUMPCIO/BAGARIA DE CASANOVA;HOSPITALET DE LLOBREGAT L';ENGINYER MONCUNILL;8905;CARRER;48;934490004;HOSPITALET DE LLOBREGAT 7
67824;F08010256;GOMA BAÑERES, ANA;BARCELONA;SANTALO;8021;CARRER;3;932094925;BARCELONA 5-A
67825;F08010263;POUPLANA MALAGARRIGA, LLUIS;BARCELONA;EUROPA;8028;CARRER;17;934502861;BARCELONA 4-B
67826;F08010270;COROMINAS FRIGOLA, SUSANA;BADALONA;PAU PIFERRER;8914;CARRER;82;933981957;BADALONA 7-B (LA SALUT)
67827;F08010295;BACH ESPAÑOL, EUDALD;SANTA COLOMA DE GRAMENET;WAGNER;8923;CARRER;5;934683302;SANTA COLOMA DE GRAMENET 6
67828;F08010305;GARCIA BARQUIN/PEREZ GARCIA;HOSPITALET DE LLOBREGAT L';ALBENIZ;8906;CARRER;27;932490702;HOSPITALET DE LLOBREGAT 9-PUBILLA CASES
67829;F08010312;CALERO GARCIA, MARIA ISABEL (TANCAMENT FORÇÓS);BARCELONA;UNIVERSAL;8042;PASSEIG;22;934270871;BARCELONA 7-F
67830;F08010320;MASNOU COLOMINAS, RICARD (HEREUS);BADALONA;LLEFIA;8915;CARRER;11  (LOC-3);933874298;BADALONA 3
67831;F08010337;TABERNER MORTES, MARIA BELEN;BARCELONA;PROVENÇALS;8020;CARRER;256;933073680;BARCELONA 10-H
67832;F08010344;FERRE CLAPES, MARC;BADALONA;ENRIC BORRAS;8912;CARRER;29;933893657;BADALONA 2
67833;F08010351;BORRAS FALCO, JAIME A./BORRAS FERNANDEZ JAUME I MA. DOLORS;BARCELONA;VALLDAURA;8016;PASSEIG;247;933546102;BARCELONA 8-E
67834;F08010376;TRULLI LLOSAS, ALBERT;TERRASSA;BARCELONA;8222;AVINGUDA;217;937833917;TERRASSA-A
67835;F08010390;DUCH FORADAT, MA. DOLORS;BARCELONA;GRAN VISTA;8032;CARRER;135;934291522;BARCELONA 7-A
67836;F08010400;PEREZ SAEZ, SONIA (TANCAMENT PROVISIONAL);BARCELONA;SANT GAUDENCI;8031;CARRER;11;933274577;BARCELONA 7-F
67837;F08010418;BRAVO ANAYA, M NURIA;BARCELONA;MURTRA;8032;CARRER;8;934294013;BARCELONA 7-E
67838;F08010425;GADEA MELO, OLGA;SABADELL;TERRASSA;8206;CARRETERA;316;937262371;SABADELL 5
67839;F08010432;BARBERA CASAJUANA, SAIDA;TERRASSA;CASTELLAR (GP.SANT LLORENÇ);8227;CARRETERA;478;937837989;TERRASSA-F
67840;F08010440;MOLINA CASAJUANA, MARTA;BARCELONA;MARE DE DEU DEL COLL;8023;PASSEIG;150;932138210;BARCELONA 6-D
67841;F08010457;FABREGAS MARTINEZ, MARTA;SABADELL;BARBERA;8203;AVINGUDA;299;937101337;SABADELL 1-B
67842;F08010464;PAGES PALMES, M.ASSUMPTA;BARBERA DEL VALLES;GENERALITAT;8210;AVINGUDA;92;937181050;BARBERA DEL VALLES
67843;F08010489;RELAT VIDAL, ROSER;BADALONA;ALFONS XIII;8913;AVINGUDA;476-480;933874299;BADALONA 6
67844;F08010496;PINTO ARELLANO, BERNARDO AARON;SANT CUGAT DEL VALLES;ESGLESIA (VALLDOREIX);8197;CARRER;3;936742871;SANT CUGAT DEL VALLES-2
67845;F08010506;ROSSELLO PONS, MARIA DEL MAR;SANTA COLOMA DE GRAMENET;DR FERRAN;8921;CARRER;11;933860110;SANTA COLOMA DE GRAMENET 4
67846;F08010513;ALSINA CASALDUERO, M MACARENA;BARCELONA;CORSEGA;8037;CARRER;369;932574044;BARCELONA 6-B
67847;F08010520;VIAYNA ROCA, ENRIC;BADALONA;PRESIDENT COMPANYS;8911;AVINGUDA;45-49;933890791;BADALONA 2
67848;F08010538;MORAN MARTIN, NOEMI;SANT JUST DESVERN;LA CREU;8960;CARRER;7;933711514;SANT JUST DESVERN
67849;F08010545;MANENT MARGARIT, MERITXELL;SABADELL;TENERIFE;8205;CARRER;52;937264420;SABADELL 5
67850;F08010552;GONZALEZ CARNICER, EULALIA;SABADELL;GOYA;8204;CARRER;62;937105097;SABADELL 6
67851;F08010560;RODERGAS VIA, GLORIA;HOSPITALET DE LLOBREGAT L';PRAT DE LA RIBA;8902;CARRER;82;933373834;HOSPITALET DE LLOBREGAT 2
67852;F08010577;AGUILA PIJOAN, M SOLEDAD;SANT BOI DE LLOBREGAT;LLUIS CASTELLS;8830;CARRER;32;936400624;SANT BOI DE LLOBREGAT 1
67853;F08010584;PLANAS NOGUE, GERARD;SITGES;PINTOR ARTUR CARBONELL;8870;CARRER;30;938941573;SITGES
67854;F08010591;GROS GRAS, NURIA;BARCELONA;GUITART;8014;CARRER;69;932507705;BARCELONA 4-A
67855;F08010619;RAGA PEDROSA, NURIA;BARCELONA;SUGRANYES;8028;CARRER;11;934311640;BARCELONA 3-I
67856;F08010626;TANYA PUJADES,J/TANYA PUJADES,E;VIC;DE LA GENERALITAT;8500;PASSEIG;14;938850796;VIC - 2
67857;F08010633;SANTIGOSA BOSCH, NURIA;BARCELONA;VALENCIA;8026;CARRER;621;932310608;BARCELONA 10-G
67858;F08010640;COLOMINA CASTELLA, M.ANGELA;BARCELONA;CALATRAVA;8017;CARRER;77;934124339;BARCELONA 5-D
67859;F08010665;MORATO ELIAS/MORATO VILLA;CORNELLA DE LLOBREGAT;FREDERIC SOLER;8940;CARRER;73;933760593;CORNELLA DE LLOBREGAT 4
67860;F08010672;BARRACHINA CANOVAS, ANAÏS;BARCELONA;ESPIELL;8031;CARRER;13;932294653;BARCELONA 8-A
67861;F08010680;HARO MARTINEZ, LORENA;BARCELONA;VIA AUGUSTA (TDA-4);8006;CARRER;103;932178153;BARCELONA 5-A
67862;F08010697;COLL COLOMER, MONTSERRAT;BARCELONA;SANT ELIES;8006;CARRER;28;932095746;BARCELONA 5-B
67863;F08010707;PORTA SERRA, MONTSERRAT;SANTA COLOMA DE GRAMENET;SAGARRA;8922;CARRER;49;933857677;SANTA COLOMA DE GRAMENET 1
67864;F08010714;RIVERA CARREIRAS, M.PILAR;CERDANYOLA DEL VALLES;SANT RAMON;8290;CARRER;182-184;936920676;CERDANYOLA VALLES 1
67865;F08010721;SIÑOL POCH, MA. TERESA;GAVA;SANT PERE;8850;CARRER;50;936620577;GAVA 2
67866;F08010739;ANDRES CARBO, M LUZ;BARCELONA;VERDUM;8016;PASSEIG;2;933545704;BARCELONA 8-B
67867;F08010746;SUNYER LEFORT, JOSEP M.;BARCELONA;CRAYWINCKEL;8022;CARRER;7;932471338;BARCELONA 5-E
67868;F08010753;AYTE DEL OLMO, JOAN;BARCELONA;DE LES CORTS;8014;TRAVESSERA;287;932500413;BARCELONA 4-B
67869;F08010760;ARBESTAIN RIBAS, IGNASI/ARBESTAIN RIBAS,INMACULADA;BARCELONA;BETLEM;8012;CARRER;46;932177243;BARCELONA 6-C
67870;F08010778;BUENO PAU, ESTER (HEREUS);TERRASSA;SANT MARC;8224;CARRER;69;937880975;TERRASSA-D
67871;F08010785;FIOL COSTA, MARGARIDA;BARCELONA;SARDENYA;8024;CARRER;520;932143041;BARCELONA 7-B
67872;F08010792;ENRICH GALBIS,TERESA/ENRICH GALBIS,FRANCISCA/FELIU ENRICH,MARIA JOSE;BARCELONA;SANT ANTONI MARIA CLARET;8037;CARRER;18;932584457;BARCELONA 6-A
67873;F08010802;BURON PEREZ, MONTSERRAT;BARCELONA;SELVA DEL MAR (local dreta);8020;CARRER;273;933074457;BARCELONA 10-H
67874;F08010810;AYMERICH BARDOLET, NURIA;BARCELONA;ARIBAU;8006;CARRER;312 BIS;932007350;BARCELONA 5-A
67875;F08010827;FERRAN LALANDA, ENRIQUETA;BARCELONA;VALLCARCA;8023;AVINGUDA;125;932472320;BARCELONA 6-D
67876;F08010834;MESQUIDA ESTEVEZ, MARIA NEUS;BARCELONA;ALMAGRO;8031;CARRER;10;933544410;BARCELONA 8-E
67877;F08010841;NAVARRETE MORA, YADIRA LORENA;BARCELONA;MARESME;8019;CARRER;104;933071043;BARCELONA 10-D
67878;F08010859;OLIVA DURAN, JOAN;BARCELONA;MESTRE DALMAU;8031;CARRER;2;934278077;BARCELONA 7-F
67879;F08010866;ESPERT AÑO, JOSE LUIS;RUBI;FRANCESC MACIA;8191;CARRER;86;936995047;RUBI 2
67880;F08010873;VILLANUEVA VILLABA, M PILAR;BARCELONA;SANT QUINTI;8026;CARRER;20;932365105;BARCELONA 10-F
67881;F08010880;TORRES POMAR, CARLOTA;BARCELONA;MANUEL GIRONA;8034;PASSEIG;56;932036429;BARCELONA 4-B
67882;F08010898;MIRO ROIG,CARME;MANRESA;PONT DE VILOMARA;8243;CARRETERA;104;938730142;MANRESA 4
67883;F08010908;OSCOZ FRANCIA, MIGUEL;BARCELONA;LAFORJA;8006;CARRER;56;932096325;BARCELONA 5-A
67884;F08010915;COMAS ANYE, M. ANGELS;BARCELONA;GRAN VIA CORTS CATALANES;8018;AVINGUDA;871;933007518;BARCELONA 10-G
67885;F08010922;FAJAS FANES, M.ANTONIA;MONTMELO;POMPEU FABRA;8160;CARRER;10;935680288;MONTORNES/MONTMELO
67886;F08010930;HOMS BALLO, MARTA;BARCELONA;BOLIVIA;8018;CARRER;19;933007615;BARCELONA 10-A
67887;F08010947;GARRIDO ROMAN, MIREIA;SANT FELIU DE LLOBREGAT;DE LA VILA;8980;PLAÇA;15;936661336;SANT FELIU DE LLOBREGAT 1
67888;F08010954;TOLOSA GOMARA, M. JOSEP;BARCELONA;ACACIES;8027;CARRER;57;933517709;BARCELONA 9-C
67889;F08010961;LLORENS SOLE, ANNA;BARCELONA;MERIDIANA;8016;AVINGUDA;361;933528404;BARCELONA 8-J
67890;F08010979;MIRALLES CURTO, PERE;SANT ANDREU DE LA BARCA;MAJOR;8740;CARRER;18;936530157;SANT ANDREU DE LA BARCA
67891;F08010986;RUBIO MORENO, MARGARITA;BARCELONA;PADILLA;8025;CARRER;378;934558245;BARCELONA 7-B
67892;F08010993;FAURA VENDRELL, MARIA ROSA;BARCELONA;NAVAS DE TOLOSA;8027;CARRER;270;933523900;BARCELONA 9-A
67893;F08011002;FONTANET SOLEY, JOAQUIMA;SABADELL;ANTONI MAURA;8204;CARRER;52;937100094;SABADELL 6
67894;F08011010;FORES SANAHUJA,RAMON/FORES DEL RUSTE,ORIOL/DEL RUSTE RIBERA,MILAGROS;BARCELONA;LISBOA;8032;CARRER;9;933570596;BARCELONA 7-D
67895;F08011034;RODRIGUEZ MACHO,LAURA/MANUEL MANRESA,MARIA LUISA;TERRASSA;PONTEVEDRA (GRUP MONTSERRAT);8221;CARRER;6;937850169;TERRASSA-B
67896;F08011041;BOUFFARD FITA, FERNANDO;BARCELONA;JOSEP PLA;8019;CARRER;19-21;933070549;BARCELONA 10-B
67897;F08011066;RELAT VIDAL, JORDI;SABADELL;MATADAPERA;8208;AVINGUDA;7;937161065;SABADELL 3-A
67898;F08011073;FARIÑAS GARCIA, MARIA JOSE;BARCELONA;AMIGO;8021;CARRER;70;932095115;BARCELONA 5-A
67899;F08011080;SECANELL CAMBRAS, XAVIER;IGUALADA;ODENA;8700;CARRER;84;938035092;IGUALADA-2
67900;F08011108;DIZ VAZ, MANUELA;BARCELONA;PARE PEREZ DEL PULGAR;8033;CARRER;16;933451065;BARCELONA 9-F
67901;F08011115;LINARES BERTOLIN, GASPAR;SANTA COLOMA DE GRAMENET;SANT CARLES;8923;CARRER;42;933861911;SANTA COLOMA DE GRAMENET 4
67902;F08011122;IGLESIAS ANGLES, JOSEP/IGLESIAS ALASTRUE, NURIA;SANT FOST DE CAMPSENTELLES;BARCELONA;8100;CARRER;84;935932481;MARTORELLES
67903;F08011130;MERCADER SANJUAN, LAURA;SABADELL;SANT VICENÇ DE PAUL;8208;CARRER;15;937102290;SABADELL 6
67904;F08011147;RECHE SALMON, MA. CRISTINA;BARCELONA;GUIPOZCOA;8020;CARRER;98;933143259;BARCELONA 10-J
67905;F08011154;ROCA SOLA, EVA;CANET DE MAR;J. BUSCARONS;8360;RIERA;55;937940547;CANET DE MAR
67906;F08011161;JIMENEZ UCERO, M.DEL PILAR;FRANQUESES DEL VALLES LES;DE RIBES;8520;CARRETERA;205;938493772;GRANOLLERS 2-NORD
67907;F08011179;VILA BADIA, ALBERT;PAPIOL EL;GENERALITAT;8754;AVINGUDA;30;936731024;MOLINS DE REI
67908;F08011186;VIDELLET MESTRES, MARIA TERESA;BARCELONA;ENTENÇA;8029;CARRER;254;932500494;BARCELONA 4-A
67909;F08011193;ANDRES PERERA,ANNA M;BARCELONA;MALLORCA;8026;CARRER;621;933527054;BARCELONA 10-G
67910;F08011203;LOSA GASPA, ESTHER;BARCELONA;GARCILASO;8027;CARRER;213;933529703;BARCELONA 9-C
67911;F08011228;AUDET BONET, GEMMA;BARCELONA;CORSEGA;8025;CARRER;526;932358299;BARCELONA 2-K
67912;F08011235;REINES PICORNELL, CATALINA;BARCELONA;ALELLA;8016;CARRER;12;933523954;BARCELONA 8-J
67913;F08011242;BASSAS COSTA, JOSEFINA;BARCELONA;RAVELLA;8021;CARRER;11;932013351;BARCELONA 5-B
67914;F08011250;ILLA SERRADELL MONTSERRAT;CORNELLA DE LLOBREGAT;SALVADOR ALLENDE;8940;CARRER;6;933764756;CORNELLA DE LLOBREGAT 3
67915;F08011267;REYES PEREZ,ANTONIO/GOMEZ GONZALEZ,LOURDES;BARCELONA;CLARIANA;8030;CARRER;16;932741975;BARCELONA 9-E
67916;F08011274;SAUS PEREZ, ANTONI;BARCELONA;SANT QUINTI;8041;CARRER;128;934367248;BARCELONA 7-G
67917;F08011281;MARTIN GARCIA, NURIA/VILA TORRECILLA, ALBERTO;BARCELONA;SARDENYA;8013;CARRER;184;932316055;BARCELONA 2-H
67918;F08011299;ORTUÑO GOBERN, MARIA PILAR;BARCELONA;CASP;8010;CARRER;67;932320057;BARCELONA 2-H
67919;F08011309;ISERN CARTRO, MARIA LOURDES/ISERN CARTRO, LLUIS;PARETS DEL VALLES;CATALUNYA;8150;AVINGUDA;84;935621918;PARETS DEL VALLES
67920;F08011316;MUZAS CUCALON, MARIA JESUS;BARCELONA;ALCALDE MOSTOLES;8025;CARRER;33;934553036;BARCELONA 7-B
67921;F08011323;PEREZ MATUTE, ANNA CRISTINA;BARCELONA;LLOBREGOS;8032;CARRER;206;932229367;BARCELONA 7-C
67922;F08011330;RUZ TORRES, CELIA;BARCELONA;GUINARDO;8024;RONDA;77;932364003;BARCELONA 7-A
67923;F08011348;FORASTER ROSELLO, LLUIS;BARCELONA;ROSSELLO;8029;CARRER;72;932392641;BARCELONA 2-C
67924;F08011355;GARCIA-VELA GRAU, FRANCISCO;GAVA;GAUDI;8850;CARRER;4;936621835;GAVA 1
67925;F08011362;FALCO FERRER, M NIEVES;EL PRAT DE LLOBREGAT;FREDERIC SOLER;8820;CARRER;34;933791505;PRAT DE LLOBREGAT 1
67926;F08011370;MILAN MARGAÑON,JOSEP ORIOL/SANCHEZ BLAZQUEZ,PERE;BARCELONA;MAS DURAN;8031;CARRER;43;933500290;BARCELONA 8-E
67927;F08011387;MANCHO FERRERAS, JUDITH;MATARO;LA RIERA;8301;CARRER;10;937901058;MATARO 2
67928;F08011394;VILALTELLA COLL, M.CARME;SABADELL;FLAMISELL;8202;CARRER;55;937251719;SABADELL 7
67929;F08011404;VIDAL FERNANDEZ, SILVIA;MATARO;EL TORRENT;8304;CARRER;7 BIS;937987004;MATARO 1
67930;F08011411;GARCIA ROCAFORT, ARANZAZU;BARCELONA;BORI I FONTESTA;8021;CARRER;18;932017298;BARCELONA 5-A
67931;F08011429;ESTEVEZ LUAÑA, MANUEL;BARCELONA;DIAGONAL;8019;AVINGUDA;111;933085202;BARCELONA 10-C
67932;F08011436;DOMINGO ORTEGA, CARLES;BARCELONA;GUIPUZCOA;8018;CARRER;21 BIS;933077064;BARCELONA 10-H
67933;F08011443;BLASCO GIL DE BERNABE, MANUEL;BADALONA;FIGUERES;8914;CARRER;1;933870499;BADALONA 9
67934;F08011450;PRAT CALVET, CARME;BARCELONA;VERGE MONTSERRAT;8026;AVINGUDA;240-242;934557521;BARCELONA 7-G
67935;F08011468;VINTRO BRICHFEUS, JORDI;MANRESA;FERRER VIDAL-E;8241;CARRER;S/N;938737954;MANRESA 1*
67936;F08011475;ISERN PERRAMON, M.ANGELS;SANT CUGAT DEL VALLES;DE LA FLORESTA;8196;PASSEIG;9;936741863;SANT CUGAT DEL VALLES-2
67937;F08011482;SERRA DE DALMASES, FAUSTO;ESPLUGUES DE LLOBREGAT;ISIDRE MARTI;8950;AVINGUDA;40;933710392;ESPLUGUES DE LLOBREGAT 2
67938;F08011490;CARRERAS FONT, MIREIA;CANOVELLES;RIERA;8240;CARRER;38;938490833;GRANOLLERS 1-OEST
67939;F08011500;MATARO REIXAC, GUILLEM;BALENYA;PONT;8550;CARRER;15;938820059;CENTELLES
67940;F08011517;BERTRAN BARBERA, HELENA;MATARO;GATASSA;8303;CARRER;10;937982915;MATARO 5
67941;F08011524;CASTELLANOS VILA, XAVIER;BARCELONA;RUBEN DARIO;8030;CARRER;79;933452043;BARCELONA 9-H
67942;F08011531;SAYOS MEDINA, MARTA;LLIÇA D'AMUNT;ANSELM CLAVE;8186;CARRER;74;938416105;VALL DEL TENES
67943;F08011556;GIMENEZ PARCET, ARTURO;BARCELONA;VALENCIA;8015;CARRER;90-92;932244233;BARCELONA 2-B
67944;F08011563;CASTELLVI GRANADOS, FRANCISCO;BARCELONA;GANDUXER;8022;CARRER;129;934176021;BARCELONA 5-E
67945;F08011570;ROCHA ROSAL, ELVIRA;BARCELONA;SANTS;8028;PLAÇA;9;933393088;BARCELONA 3-E
67946;F08011588;SAGRERA SERRANO, SUSANNA;BARCELONA;HERZEGOVINA;8006;PASSATGE;4;932012078;BARCELONA 5-B
67947;F08011595;BARNIOL COMELLAS, GLORIA;PREMIA DE MAR;SANT ANTONI;8330;CARRER;31;937510444;PREMIA DE MAR
67948;F08011605;BELLART ALFONSO, JOSE MARIA;BARCELONA;PADILLA;8025;CARRER;338-340;934359087;BARCELONA 7-B
67949;F08011612;PALLARES PEREMIQUEL, M. TERESA;SALLENT;COS;8650;CARRER;94-96;938370718;SALLENT
67950;F08011620;BOUYAT SALAMANCA, JEAN-PAUL;BARCELONA;D'ICARIA;8005;AVINGUDA;160;932210620;BARCELONA 10-A
67951;F08011637;MARTINEZ MATAS, MAGDALENA;BARCELONA;CAMPINS;8030;CARRER;9;933458300;BARCELONA 9-E
67952;F08011644;CASCANTE TORRELLA, ROSER;BAGA;RAVAL;8695;CARRER;55;938244101;ALT BERGUEDA
67953;F08011651;ARANDA MARGARIT, RICARD;BARCELONA;CASTILLEJOS;8024;CARRER;437;934351101;BARCELONA 7-A
67954;F08011669;PARDO REGUANT, M.CARME;MONTCADA I REIXAC;MASIA;8110;CARRER;2;935642139;MONTCADA I REIXAC 1
67955;F08011676;SANZ COSTA, MARTA;BARCELONA;COLLBLANC;8028;CARRETERA;66;932490169;BARCELONA 4-C
67956;F08011683;BARRANCO  NICOLAS, ESTHER;CALLUS;CARDONA;8262;CARRETERA;55;938360077;SURIA*
67957;F08011690;VALLS CEBRIAN, MARIA TERESA;BARCELONA;ESCORIAL;8024;CARRER;23;932132075;BARCELONA 6-A
67958;F08011700;TOUS GEULEN, JOSEP MA.;SABADELL;FLORIT;8208;CARRER;29;937162348;SABADELL 2
67959;F08011718;CASASUS DURAN, JORDI;BARCELONA;JOSEP TARRADELLAS;8029;CARRER;3;932301926;BARCELONA 3-G
67960;F08011725;MATABOSCH VILASECA, XAVIER;BARCELONA;NUMANCIA;8029;CARRER;14;932301482;BARCELONA 3-G
67961;F08011732;PAZ DONOSO, CARMEN;GAVA;SANTA TERESA;8850;CARRER;60;936622646;GAVA 1
67962;F08011757;GINER MONGORT, M.ROSARIO;BARCELONA;GRANOLLERS;8032;CARRER;8;932294614;BARCELONA 7-D
67963;F08011771;ALVAREZ GRANJA, GUADALUPE;BARCELONA;DE GRACIA;8007;PASSEIG;26;933021124;BARCELONA 2-G
67964;F08011789;MIRALLES MAJO, LLUIS;BARCELONA;S'AGARO;8033;CARRER;3;933542705;BARCELONA 8-I
67965;F08011796;RABASSA CARULLA, MERCE;SANTA COLOMA DE GRAMENET;GENERALITAT;8923;AVINGUDA;131;934665091;SANTA COLOMA DE GRAMENET 5
67966;F08011806;MANCHO MUÑOZ, AMPARO;BARCELONA;VERGE DE MONTSERRAT;8024;AVINGUDA;109;932358865;BARCELONA 7-A
67967;F08011813;CARBONELL  ROGER, GUILLEM;BARCELONA;COMTE BORRELL;8015;CARRER;7;934419411;BARCELONA 2-A
67968;F08011820;LOZANO SALVATELLA, JUAN LUIS;BARCELONA;MALADETA;8016;CARRER;07-nov;933527804;BARCELONA 8-B
67969;F08011838;FIOL BELART, JAUME;BARCELONA;CASANOVA;8036;CARRER;140;932537461;BARCELONA 2-E
67970;F08011845;BIOSCA BALLESTER, HUMBERT/FERNANDEZ MANTECA,JAVIER;BARCELONA;GUIPUSCOA;8020;CARRER;67-69;933144820;BARCELONA 10-H
67971;F08011852;VALLS SANTASUSANA, MA. JOSE;BARCELONA;PRINCEP D'ASTURIES;8012;AVINGUDA;43-45;932373389;BARCELONA 5-B
67972;F08011860;GAVALDA GUITERAS,MA PILAR;AVINYO;MAJOR;8279;PLAÇA;14;938387000;ARTES*
67973;F08011877;GUIVERNAU SOLER,MARIA JOSEFA/LEBRERO MARTINEZ,SUSANA;BARCELONA;BORBON;8016;AVINGUDA;64;933522301;BARCELONA 8-J
67974;F08011884;FERNANDEZ PRADAS, M TERESA;BARCELONA;VALSECA;8024;CARRER;30;932141037;BARCELONA 7-A
67975;F08011891;GARDELLA ROCA, NEUS;BARCELONA;ARENYS;8035;CARRER;108;932295714;BARCELONA 7-E
67976;F08011901;NADAL GRAU, XAVIER;BARCELONA;SECRETARI COLOMA;8024;CARRER;57;932107856;BARCELONA 6-E
67977;F08011919;GUIX MESTRES, ROSA M/GINE GUIX,M.MAR;BARCELONA;BALMES;8006;CARRER;303;932007116;BARCELONA 5-B
67978;F08011933;SANCHEZ SABATE, MONTSERRAT;BARCELONA;DIAGONAL;8018;AVINGUDA;180;933004965;BARCELONA 10-A
67979;F08011940;CARRILLO HERRANZ, J.RAMON I MERITXELL;BARCELONA;ROGER DE FLOR;8025;CARRER;240;932579086;BARCELONA 2-J
67980;F08011958;FUENTES SASTRE, MARIA SOLEDAD;SANT FRUITOS DE BAGES;JACINT VERDAGUER;8272;CARRER;S/N;938760094;NAVARCLES-ST FRUITOS DE BAGES*
67981;F08011965;SUBIRA CLARAMUNT, JORDI;BARCELONA;BARTOMEU PI;8014;CARRER;26;934211930;BARCELONA 3-D
67982;F08011972;FERRAN BAQUE,MONTSERRAT/RODRIGUEZ FERRAN, MONTSERRAT;BARCELONA;VALL D'ORDESA;8031;CARRER;10;932295918;BARCELONA 8-C
67983;F08011980;FARRE BONALS, LLUIS;MANRESA;BARCELONA;8242;CARRER;1;938731848;MANRESA 2
67984;F08011997;GARCIA VIDAL, JOSEFINA;PREMIA DE DALT;D'ENLLAÇ (LOCAL 2);8338;CARRETERA;46;937513290;PREMIA DE MAR
67985;F08012006;CALDERON OLIVAS, M. ESTRELLA;BARCELONA;LLEDONER;8035;CARRER;2;932475222;BARCELONA 7-E
67986;F08012013;MOLINER SOTO, EMILIO;BARCELONA;ENAMORATS;8013;CARRER;5;932462312;BARCELONA 2-I
67987;F08012020;BALCELLS VALLS, LLUIS;BARCELONA;FELIP II;8027;CARRER;112;932527759;BARCELONA 9-C
67988;F08012038;BALLART RUIZ, M LUZ;SANTA COLOMA DE GRAMENET;ANSELM DE RIU;8924;CARRER;24;933916653;SANTA COLOMA DE GRAMENET 3
